ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.2406,,,,,,,,,,,,,,9b526531-30b9-4bd2-8c7c-f1997e6b26bf,1807,,"[36.9, 65.5]",266433,39,,,,,-1.9336196,,Right Foot,,,,"[32.8, 54.7]",,Ground Pass,,11.552056,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,76,Barcelona,217,['858804d0-ab2e-4dba-9fa8-aecad699587e'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:11.405,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.1397,,,,,,,,,,,,,,6683ad4e-cdc2-471b-bb8e-9609656966a7,1809,,"[33.6, 56.5]",266433,39,,,,,2.872425,,Right Foot,,,,"[24.9, 58.9]",,Ground Pass,,9.024965,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,76,Barcelona,217,['b879ffe6-09ee-40dc-baa4-b9b63fa294a6'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:12.646,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.0501,,,,,,,,,,,,,,05fbef51-9bf1-479c-bb54-f7d2491cde5b,1812,,"[25.0, 58.3]",266433,39,,,,,1.2529984,,Right Foot,,,,"[30.0, 73.5]",,Ground Pass,,16.00125,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,76,Barcelona,217,['4683a39c-7082-4ea2-a036-8e6ef09eb59c'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:18.078,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.4434,,,,,,,,,,,,,,e98d3a16-97aa-422e-9620-38fd0e9fe77c,1815,,"[29.5, 73.5]",266433,39,,,,,-2.0493312,,Right Foot,,,,"[21.2, 57.5]",,Ground Pass,,18.024706,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,76,Barcelona,217,['d749a5a5-e4b1-4a6f-b7ec-8093d06a517d'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:20.851,Pass,,2012/2013
,,,,,,,,,,,,,,,,,2.4561,,,,,,,,,,,,,,49cde336-c625-4039-97ec-8390e62f905a,1818,,"[27.2, 55.5]",266433,39,,,,,-2.6577458,,Right Foot,,,,"[7.6, 45.2]",,Ground Pass,,22.14159,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,76,Barcelona,217,['2e6643c4-d6c9-4560-be18-1f124fd5f9d7'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:23.624,Pass,,2012/2013
,,,,,,,,,,,,,,,,,3.0893,,,,,,,,,,,,,,dcf7c2de-9b36-41b3-adee-69620bb12316,1821,,"[14.4, 50.9]",266433,39,,,,,-0.83082145,,Right Foot,,,,"[56.4, 4.9]",,High Pass,,62.289646,Incomplete,,Jordi Alba Ramos,5211.0,,True,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,76,Barcelona,217,"['3309fe74-8a09-4c9a-96fc-e7a15d6f669c', '939de2cd-97e5-4bec-9b28-ba1c56ec909f']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:34.159,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.7462,,,,,,,,,,,,,,939de2cd-97e5-4bec-9b28-ba1c56ec909f,1824,,"[64.6, 76.1]",266433,39,,,,True,0.3102568,,,,,,"[77.7, 80.3]",,Low Pass,,13.756817,Out,,Sergio García De La Fuente,6767.0,,,,,Recovery,1,Regular Play,José Raúl Baena Urdiales,26607.0,Right Wing,76,Barcelona,217,"['1eb52765-a78e-4966-a904-e60737ac901f', 'b3be6986-1792-41ed-b26d-8b24a4e426f8', 'dcf7c2de-9b36-41b3-adee-69620bb12316']",37,,,,,,,,,,,,,,,,,,Espanyol,214,00:39:37.248,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,d4dd95cd-9e58-45eb-84e7-8c505556c170,1826,,"[44.5, 1.0]",266433,39,,True,,,1.2184876,,,,,,"[49.5, 14.6]",,High Pass,,14.489997,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,77,Barcelona,217,['4018c09d-a20b-4ffd-9709-4eb493460364'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:44.987,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.9862,,,,,,,,,,,,,,9ef2d40b-4638-4908-9291-a1590c75f41e,1828,,"[49.1, 15.3]",266433,39,,True,,,1.6575347,,Right Foot,,,,"[46.1, 49.8]",,Ground Pass,,34.630188,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,77,Barcelona,217,['332240a4-60ec-4521-82c6-0f7f3c71f7df'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:46.773,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.8853,,,,,,,,,,,,,,ad876eaa-ed70-4faf-91f2-51ed2cd4bd9b,1830,,"[48.1, 50.1]",266433,39,,,,,0.892677,,Right Foot,,,,"[68.4, 75.3]",,Ground Pass,,32.359386,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,77,Barcelona,217,['df4663f4-be49-45d9-911f-38e0d6aa6ad0'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:50.611,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.383,,,,,,,,,,,,,,b7841267-61d0-4201-be7c-a2eded83e9b8,1833,,"[80.1, 67.9]",266433,39,,,,,-2.2876744,,Left Foot,,,,"[70.6, 57.0]",,Ground Pass,,14.458907,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,77,Barcelona,217,['bd1db6fd-e6bc-439b-8973-73765234dd0f'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:56.039,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.2725,,,,,,,,,,,,,,c8625e20-9579-4aa1-91ab-fb316c8db8ea,1836,,"[71.6, 57.9]",266433,39,,,,,0.9310265,,Right Foot,,,,"[78.0, 66.5]",,Ground Pass,,10.720075,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,77,Barcelona,217,['1218207c-ca9e-4756-b984-3eca34eaf7b4'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:57.797,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.915,,,,,,,,,,,,,,0402f753-ea41-4d0e-abb6-edb27723cb7d,1838,,"[78.4, 64.6]",266433,39,,,,,-2.1193457,,Left Foot,,,,"[70.7, 52.0]",,Ground Pass,,14.766516,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,77,Barcelona,217,['ad09bbfe-c990-4638-ad92-c0cb382bc8c0'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:59.070,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.4247,,,,,,,,,,,,,,0e2f7a08-5fee-477a-a77a-a867849c573a,1841,,"[78.3, 37.4]",266433,40,,,,,-1.5888939,,Right Foot,,,,"[77.9, 15.3]",,Ground Pass,,22.10362,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,77,Barcelona,217,['0d1405c2-f51f-4453-92ea-5d94824a8107'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:02.926,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.7594,,,,,,,,,,,,,,8ba4b362-5f41-409b-b390-b28f96606fdd,1844,,"[77.9, 15.3]",266433,40,,,,,-0.5172874,,Left Foot,,,,"[101.1, 2.1]",,Ground Pass,,26.692322,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,77,Barcelona,217,['315cee3a-b3de-4797-8065-cee3ca8a66ec'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:04.982,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.7759,,,,,,,,,,,,,,96a594e5-81f1-488c-b8f0-aa82654a9734,1848,,"[98.3, 12.3]",266433,40,,,,,2.4069982,,Left Foot,,,,"[92.1, 17.9]",,Ground Pass,,8.354639,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,77,Barcelona,217,['9b77a53d-9f59-4668-8ee0-9a7b750567d1'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:08.955,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.1154,,,,,,,,,,,,,,829dbd8a-b86b-45ce-9ea4-989479c2ff14,1851,,"[91.8, 20.8]",266433,40,,,,,1.6164267,,Right Foot,,,,"[90.8, 42.7]",,Ground Pass,,21.92282,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,77,Barcelona,217,['bb51a3a2-2a26-476a-8c89-d24a73cb3ce9'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:11.734,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.3387,,,,,,,,,,,,,,b3a9dd14-f759-45c2-b366-a7869af1c303,1854,,"[92.5, 43.7]",266433,40,,,,,-1.5707964,,Right Foot,,,,"[92.5, 39.5]",,Ground Pass,,4.2,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,77,Barcelona,217,"['5d0a9086-18fc-4c4f-a1ef-9dde1ec2fa9a', '6fc9a4cc-30ce-418e-a474-050c013ad7ed']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:13.938,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.581772,,,,,,,,,,,,,,2591b024-2afa-4f00-8951-40ebc8e9dc9f,1859,,"[48.0, 33.0]",266433,40,,,,,-1.849096,,Right Foot,,,,"[42.2, 12.7]",,Ground Pass,,21.112318,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Center Attacking Midfield,78,Espanyol,214,['0e9998a8-1bf3-4632-8230-4549f734ff9f'],18,,,,,,,,,,,,,,,,,,Espanyol,214,00:40:18.377,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.762,,,,,,,,,,,,,,8895c6e5-6a69-412f-be46-1fa2c1be2d30,1863,,"[43.0, 12.7]",266433,40,,,,,2.1781015,,Right Foot,,,,"[34.8, 24.5]",,Ground Pass,,14.369412,,,Joan Capdevila Méndez,20134.0,,,,,,1,Regular Play,Simão Pedro Fonseca Sabrosa,19765.0,Left Wing,78,Espanyol,214,['26238407-c9f2-4126-8a24-0920f03aae8f'],21,,,,,,,,,,,,,,,,,,Espanyol,214,00:40:21.261,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.899285,,,,,,,,,,,,,,104180cc-2783-4e01-b4a0-b07301a15b7d,1866,,"[36.7, 23.7]",266433,40,,,,,2.7142193,,Left Foot,,,,"[26.6, 28.3]",,Ground Pass,,11.098198,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,,1,Regular Play,Joan Capdevila Méndez,20134.0,Left Back,78,Espanyol,214,['8ad9f0ec-f051-4afd-ac57-9b2eb4f6e29b'],24,,,,,,,,,,,,,,,,,,Espanyol,214,00:40:24.122,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.6206,,,,,,,,,,,,,,691c6c3b-6655-4f37-ba17-03749135a550,1870,,"[26.6, 26.3]",266433,40,,,,,2.2240217,,Left Foot,,,,"[11.6, 45.9]",,Ground Pass,,24.681168,,,Francisco Casilla Cortés,6706.0,,,,,,1,Regular Play,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,78,Espanyol,214,"['95cb163f-547a-4dbd-bdd5-c63e409c2ab4', 'a0746863-b000-4175-90b5-3cc59ff7d890']",26,,,,,,,,,,,,,,,,,,Espanyol,214,00:40:26.038,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,7716eb52-9c65-4797-be2d-bfc1cf1cea2f,1873,,"[16.2, 51.6]",266433,40,,,,,0.53605545,,Right Foot,,,,"[63.5, 79.7]",,High Pass,,55.01727,,,Sergio García De La Fuente,6767.0,,,,,,1,Regular Play,Francisco Casilla Cortés,6706.0,Goalkeeper,78,Espanyol,214,['73013e42-9178-4d66-aba7-a22516dcea73'],30,,,,,,,,,,,,,,,,,,Espanyol,214,00:40:30.168,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.991,,,,,,,,,,,,,,56d965fe-2623-4c73-9c7d-a19abd16f968,1877,,"[51.5, 1.0]",266433,40,,,,,1.6342033,,,,,,"[51.1, 7.3]",,High Pass,,6.3126855,,,Francesc Fàbregas i Soler,3478.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,79,Barcelona,217,['6704ebf5-b503-4270-9767-1c87da295876'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:44.658,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.0035,,,,,,,,,,,,,,bfa40647-3ea2-4cf5-9b65-b02f7c5d70e5,1879,,"[51.1, 7.3]",266433,40,,,,,-1.9756881,,Right Foot,,,,"[48.7, 1.7]",,Ground Pass,,6.0926185,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,79,Barcelona,217,['b2e34317-9dee-4b34-9433-c7bbdcefb381'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:45.649,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.9681,,,,,,,,,,,,,,f417f39e-fbc8-4c0a-8bf1-4e07f224b2be,1881,,"[47.9, 4.0]",266433,40,,,,,3.113029,,Left Foot,,,,"[30.4, 4.5]",,Low Pass,,17.507141,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,79,Barcelona,217,['c3a7af26-e1e6-4350-b73b-26e0b593b83e'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:46.653,Pass,,2012/2013
,,,,,,,,,,,,,,,,,2.0864,,,,,,,,,,,,,,24e4ba85-155b-44d3-81ba-1bc957e13e56,1884,,"[27.8, 15.1]",266433,40,,,,,1.362886,,Right Foot,,,,"[35.5, 51.6]",,Ground Pass,,37.303352,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,79,Barcelona,217,['68c91e60-7b35-42d6-80b0-de8fbae99a31'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:51.924,Pass,,2012/2013
,,,,,,,,,,,,,,,,,2.0398,,,,,,,,,,,,,,67352ba9-db7e-4586-98cf-5600663ae0fd,1887,,"[55.7, 50.6]",266433,40,,,,,-1.4589654,,Right Foot,,,,"[57.8, 31.9]",,Ground Pass,,18.817545,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,79,Barcelona,217,['33260d79-088c-439c-953e-dbd06634ceee'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:59.791,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.5127,,,,,,,,,,,,,,545177e5-bab5-46bb-854b-f74c9f824be9,1890,,"[57.8, 31.9]",266433,41,,,,,1.5526165,,Right Foot,,,,"[57.9, 37.4]",,Ground Pass,,5.500909,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,79,Barcelona,217,['8792d77a-3280-400f-a4e0-83f7e10b46e8'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:02.341,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.7907,,,,,,,,,,,,,,a83a9fa1-e9c9-45aa-b15d-cdbb2fcb6098,1892,,"[57.4, 37.2]",266433,41,,,,,-2.394935,,Left Foot,,,,"[50.7, 31.0]",,Ground Pass,,9.128527,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,79,Barcelona,217,['8cf65681-cbaf-4bc1-8da6-f482ac3d187a'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:03.854,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.7307,,,,,,,,,,,,,,7ce31d58-faf3-43c2-962b-785285617b04,1894,,"[50.7, 31.0]",266433,41,,,,,1.150133,,Right Foot,,,,"[54.1, 38.6]",,Ground Pass,,8.325863,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,79,Barcelona,217,['16154c7e-6cc0-415f-9136-4be7efddd9f7'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:04.644,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.5995,,,,,,,,,,,,,,bae30e61-e739-4e2b-b1dd-0a08785b49f8,1896,,"[54.3, 38.4]",266433,41,,,,,-1.8894509,,Left Foot,,,,"[51.1, 28.7]",,Ground Pass,,10.214206,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,79,Barcelona,217,['3ec2561d-3d7e-4a46-8f17-c2df4f5fa99a'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:05.375,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.6468,,,,,,,,,,,,,,7c99d1d4-486d-4e45-bf22-a36ca6218374,1898,,"[50.9, 30.8]",266433,41,,,,,1.3487145,,Right Foot,,,,"[52.3, 37.0]",,Ground Pass,,6.3560996,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,79,Barcelona,217,['b0d23589-d32c-4f70-80e4-e1b384526542'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:05.975,Pass,,2012/2013
,,,,,,,,,,,,,,,,,2.4605,,,,,,,,,,,,,,d831a0be-b041-461d-8709-8f27cf4bb92e,1901,,"[65.3, 36.3]",266433,41,,,,,1.1646768,,Left Foot,,,,"[82.2, 75.6]",,High Pass,,42.779667,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,79,Barcelona,217,['f1c6ba4e-cb71-465a-b543-84f8d561fea9'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:09.187,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.7405,,,,,,,,,,,,,,c80d0db2-bcf7-4d0f-a8a8-3e7522004d69,1904,,"[99.0, 73.1]",266433,41,,,,,-1.2509397,,Right Foot,True,,,"[109.5, 41.4]",,High Pass,,33.39371,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,79,Barcelona,217,"['29da235c-07c7-4760-96d0-a118a4726d07', 'b4c6c0c8-0fbb-4780-b503-73e3c734399e']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:14.051,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.5652,,,,,,,,,,,,,,8c3984da-7f0d-4640-a154-4b2ec3e3c2c7,1907,,"[82.2, 44.8]",266433,41,,,,,-1.344478,,Head,,,,"[85.7, 29.6]",,Low Pass,,15.597756,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,79,Barcelona,217,['1f5b1509-2c36-4703-8384-5618934b605b'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:18.053,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.1537,,,,,,,,,,,,,,12d65530-f9f9-400c-9ce0-cb03392eb172,1910,,"[85.7, 30.4]",266433,41,,,,,-1.994664,,Right Foot,,,,"[82.0, 22.2]",,Ground Pass,,8.99611,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,79,Barcelona,217,"['79fc0d6d-056c-46ed-98d5-9ee67b7ad1c4', 'eb98ee16-7f11-48b2-986d-791b53d91f8c']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:19.619,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,0.6334,,,,,,,,,,,,,,df4e284d-1af0-4515-ba64-4372a33c561e,1912,,"[82.0, 22.2]",266433,41,,,,,1.6856729,,Left Foot,,,,"[81.1, 30.0]",,Ground Pass,,7.8517513,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,79,Barcelona,217,['88f15442-ff8a-4d9d-a4a1-5a2e74cefd98'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:20.772,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.0865,,,,,,,,,,,,,,9a26e090-0c5b-4032-b659-cbf8c5012e21,1916,,"[79.2, 31.0]",266433,41,,,,,3.1082716,,Right Foot,,,,"[73.2, 31.2]",,Ground Pass,,6.0033326,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,79,Barcelona,217,['0632c4d5-f8d4-4cdb-8c3f-c2ee82aeae42'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:24.572,Pass,,2012/2013
,,,,,,,,,,,,,,,,,2.0203,,,,,,,,,,,,,,ae5fca55-aecf-447a-9479-0d5296f3d705,1918,,"[75.1, 31.2]",266433,41,,,,,-0.98279375,,Right Foot,,,,"[93.5, 3.6]",,Low Pass,,33.17107,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,79,Barcelona,217,['ae76baa5-9616-44f9-863c-19e9448a4b0a'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:25.658,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.2605,,,,,,,,,,,,,,cf8069d0-1a96-4ed3-abdf-6ceed44e6d07,1921,,"[97.7, 11.9]",266433,41,,,,,1.056345,,Right Foot,,,,"[100.3, 16.5]",,High Pass,,5.283938,Incomplete,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,79,Barcelona,217,['ae0276fe-e86e-4499-ab0f-4cbcc41816c7'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:30.660,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.4981,,,,,,,,,,,,,,ceeca38a-d1d5-4f92-b15b-85ed6a796948,1925,,"[98.5, 12.6]",266433,41,,,,,1.9308556,3e390fe0-08c9-4f09-97fa-2486082106cf,Right Foot,,,,"[85.7, 46.6]",,Low Pass,,36.3296,,,Andrés Iniesta Luján,5216.0,True,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,79,Barcelona,217,['ae2e0b5b-e69a-4745-a1f4-10d45d034e20'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:34.141,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.9456,,,,,,,,,,,,,,2924e12b-03ac-4275-9087-6075ccb2ecd5,1932,,"[120.0, 80.0]",266433,41,,True,,,-2.1972415,,Left Foot,,,,"[114.5, 72.4]",,Ground Pass,,9.381365,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,80,Barcelona,217,['32ad02d0-bf9b-4f38-a125-5bb9b9bc6b21'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:56.707,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.3178,,,,,,,,,,,,,,aad60faf-da3d-41f1-8a29-179634592c97,1934,,"[104.5, 72.8]",266433,42,,,,,-1.3804678,,Left Foot,,,,"[106.6, 61.9]",,Ground Pass,,11.1004505,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,80,Barcelona,217,"['1aece18a-fb71-44a9-bd82-f41cd01b4bfe', '6f04b034-1ab6-46a9-93d5-f55c49c1ac78']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:00.630,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.5652,,,,,,,,,,,,,,c17f9f3c-5d9a-44be-8ba5-0de963ec6a5b,1945,,"[10.1, 11.3]",266433,42,,,,,1.6506263,,Right Foot,,,,"[9.7, 16.3]",,Ground Pass,,5.0159745,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,1,Regular Play,Sergio García De La Fuente,6767.0,Center Forward,81,Espanyol,214,"['003ef092-cedb-49db-bc90-b69179dbe3bc', '6d1f03d8-6b8b-418d-a2c9-c396a417e142']",5,,,,,,,,,,,,,,,,,,Espanyol,214,00:42:05.858,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.6674,,,,,,,,,,,,,,c9d09abd-b9e0-4a47-be6c-6bd4abcabb87,1949,,"[10.2, 16.8]",266433,42,,,,,1.8383365,,Right Foot,,,,"[4.8, 36.5]",,Ground Pass,,20.426699,,,Francisco Casilla Cortés,6706.0,,,,,,1,Regular Play,Simão Pedro Fonseca Sabrosa,19765.0,Left Wing,81,Espanyol,214,"['16e11478-b8b9-4ea9-b300-090fe30163f5', '27b4a0c4-bdb1-43c0-b4a8-c05466f19e71']",7,,,,,,,,,,,,,,,,,,Espanyol,214,00:42:07.788,Pass,True,2012/2013
