50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e35b6093-8ef9-464c-9c0f-7f95ef3feea6,154,,"[3.6, 53.5]",266525,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,11,Barcelona,217,['2e8cb2d9-ebec-4766-8322-20971eb2edb4'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:56.501,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0388f50-f1ce-4c1f-80dd-0c3de1b08f69,157,,"[14.1, 19.1]",266525,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,11,Barcelona,217,['58b68835-ff6c-4aa5-ac1b-080a1c9e4c2c'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:59.368,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44facc22-1c9e-4003-80fe-5df49acb49c8,160,,"[10.7, 35.6]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,11,Barcelona,217,['662a3fc3-24f5-440e-8ff9-16ad69efb15d'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:03.755,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a4bdea4-afce-427a-bd6b-801847eff511,164,,"[29.5, 47.8]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,11,Barcelona,217,['6a5b6d0f-32a8-4afb-a473-69d253a4cfcb'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:06.286,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b347647b-9037-4f10-9a4c-1056c68da0b2,167,,"[16.0, 59.7]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,11,Barcelona,217,['45dec7ce-6c9e-406a-af7a-93eb2b81759e'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:07.411,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498f70b0-fe86-4145-9b78-343470e876b6,171,,"[50.4, 62.3]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,11,Barcelona,217,['ca572a49-9976-48e8-a24d-eea063969625'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:13.718,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d88fee23-cec0-456a-a77b-9b5b2669495f,174,,"[48.5, 77.8]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,11,Barcelona,217,['273814f7-eca5-4759-a136-489bf50ce2b8'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:14.559,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,54d31496-b3ac-41fe-9481-209158422e0e,177,,"[41.7, 68.3]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,11,Barcelona,217,['b3edf5f1-ce9c-4c22-bda6-d50db72ba9b0'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:16.043,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295574bc-90ad-4fdf-a954-80a15c741f9c,179,,"[70.7, 7.0]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Left Wing,12,Valencia,207,['2e6fabac-803d-46b8-a4e7-e7719ec89976'],16,,,,,,,,,,,,,,,,,,Valencia,207,00:04:16.873,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a3bfcc4-aae2-4c1c-b137-2ae1bd16861e,183,,"[57.7, 17.5]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofiane Feghouli,18724.0,Right Wing,12,Valencia,207,"['3f8bfa69-8bf2-420d-8357-9c9cd18485e5', 'e1388e44-378d-43e9-aa49-84647d7fdc6b']",19,,,,,,,,,,,,,,,,,,Valencia,207,00:04:19.000,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e4a1b6b-a460-4b89-8922-f478499118bf,186,,"[34.6, 36.9]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,12,Valencia,207,['c7570844-18f2-46c0-92de-f66eb85e517b'],21,,,,,,,,,,,,,,,,,,Valencia,207,00:04:21.285,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896177f0-cd8e-48f9-b1d7-87a19aec3373,191,,"[64.0, 64.2]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofiane Feghouli,18724.0,Right Wing,12,Valencia,207,"['85181613-5f0d-40a4-a870-eae069f848e9', 'acfc2a8d-99ae-4916-be56-2e2faf81b403']",26,,,,,,,,,,,,,,,,,,Valencia,207,00:04:26.440,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6568df4a-d8ec-4d6a-a3fe-84a4ecce4dde,196,,"[57.4, 63.3]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Parejo Muñoz,6595.0,Right Center Midfield,13,Valencia,207,['d566c8c1-d3a1-47db-9352-cdf12634082d'],42,,,,,,,,,,,,,,,,,,Valencia,207,00:04:42.350,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faf3b3c6-f8f4-4b1e-99e2-ed2d29a143c4,200,,"[75.7, 71.0]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sofiane Feghouli,18724.0,Right Wing,13,Valencia,207,['2792ac33-3d58-404b-828b-d435846e54fc'],45,,,,,,,,,,,,,,,,,,Valencia,207,00:04:45.778,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35e0ed40-c38e-4628-8260-7b97e2829e13,203,,"[70.5, 55.3]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,André Filipe Tavares Gomes,10802.0,Left Center Midfield,13,Valencia,207,['553b67bc-e2a2-4d73-b1a2-c8d910e445c7'],49,,,,,,,,,,,,,,,,,,Valencia,207,00:04:49.492,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803958c2-4fb5-4ca3-b516-889405f85cb2,206,,"[84.2, 3.9]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Alfonso Orbán Alegre,27480.0,Left Back,13,Valencia,207,['5a75ad41-0264-4dcb-91b0-42e8be94cf03'],53,,,,,,,,,,,,,,,,,,Valencia,207,00:04:53.714,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2e93582-4c4e-4fd4-b0f3-91436374c132,210,,"[75.7, 21.3]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Parejo Muñoz,6595.0,Right Center Midfield,13,Valencia,207,['8fc18db7-0f29-40e1-a48a-d131e15320b0'],56,,,,,,,,,,,,,,,,,,Valencia,207,00:04:56.364,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c4218e7-68b0-471c-84cd-ca8ce347157d,213,,"[66.2, 30.4]",266525,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Fuego Martínez,6751.0,Center Defensive Midfield,13,Valencia,207,['5da4e257-1af5-4fd5-8bed-fadb38d6d16a'],58,,,,,,,,,,,,,,,,,,Valencia,207,00:04:58.104,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7bb27f5-4f7e-4895-8678-b5da1b2bfd44,216,,"[67.7, 50.9]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,André Filipe Tavares Gomes,10802.0,Left Center Midfield,13,Valencia,207,['839e755a-37d5-429b-a62a-951be9b1d06d'],1,,,,,,,,,,,,,,,,,,Valencia,207,00:05:01.483,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ae3e611-9cd3-4191-a7a3-0383717aa460,220,,"[78.2, 49.1]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sofiane Feghouli,18724.0,Right Wing,13,Valencia,207,['230d6d0a-880f-41e1-809f-6daeb804f6cc'],6,,,,,,,,,,,,,,,,,,Valencia,207,00:05:06.050,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0be75e21-118d-488f-8bf0-9099dbf81ce0,223,,"[77.8, 28.4]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Parejo Muñoz,6595.0,Right Center Midfield,13,Valencia,207,['1cf67b92-4e9e-44dd-a81b-3d22ffb75f76'],7,,,,,,,,,,,,,,,,,,Valencia,207,00:05:07.864,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c184268c-b836-4f44-b586-8a486c17a853,226,,"[98.3, 17.3]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rodrigo Moreno Machado,5718.0,Left Wing,13,Valencia,207,['95d3aea9-efdc-40e9-8dfd-0ee3e18973fb'],9,,,,,,,,,,,,,,,,,,Valencia,207,00:05:09.632,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146e075-6ad6-47a2-8c36-cd74df938bd3,229,,"[108.6, 8.8]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Alfonso Orbán Alegre,27480.0,Left Back,13,Valencia,207,"['bbcd97be-1798-40ed-9cbe-487aca41aca4', 'fb994d0c-d484-42b9-b052-bacef3d6f647']",11,,,,,,,,,,,,,,,,,,Valencia,207,00:05:11.147,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf36811b-b95f-4dbe-bf7c-a198d960798f,233,,"[106.6, 27.5]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rodrigo Moreno Machado,5718.0,Left Wing,13,Valencia,207,"['27dcf8ad-9205-4d17-aede-f7ef2c0f44dd', '3dddfa2e-1502-457b-bbc2-f0702517f056']",13,,,,,,,,,,,,,,,,,,Valencia,207,00:05:13.102,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27037614-0d91-4d15-b0a7-beefaae0139e,236,,"[96.9, 28.7]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Parejo Muñoz,6595.0,Right Center Midfield,13,Valencia,207,['9ba833c6-1035-4dd0-a884-5f1a1fc95f7c'],14,,,,,,,,,,,,,,,,,,Valencia,207,00:05:14.750,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c532e59a-bf8a-4e9d-96df-9a08cfafa634,244,,"[36.6, 7.9]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,15,Barcelona,217,['c123bc97-9ef6-46e3-acd2-70b3e9fe4e19'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:48.033,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c366ab2c-22d0-48d5-9a4e-0e7cda8d88c6,247,,"[35.9, 53.7]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,15,Barcelona,217,"['10e8205b-09f8-4c9c-9c92-6d6af490f884', '9a2054fb-62b8-4b37-8f2d-b232aa52755d']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:51.581,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728cf977-588a-4852-9464-18839dbb037e,250,,"[56.2, 77.4]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,15,Barcelona,217,['aaa7e5d8-7a9f-427d-86a7-e24df183a1d9'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:55.838,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb05be8e-e644-4704-8646-06c5052aa486,256,,"[56.5, 57.4]",266525,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,15,Barcelona,217,"['3b38646d-94af-450d-ac1d-91045a9375db', 'bdd71339-6e68-4e18-b684-d74f404b5c7a']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:59.773,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e314312-75ce-48c4-a3ab-29b298cdddef,259,,"[52.8, 56.3]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,15,Barcelona,217,['c29cab18-a46f-49c6-981d-c01d6979a4cf'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:00.448,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb7574da-99c4-4d2c-b28f-99263709366f,263,,"[56.8, 44.0]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,15,Barcelona,217,"['62331dc3-5bbf-4792-8d73-cde57e365349', 'c9732a23-85a3-48e9-b5d9-4f47764dac7b']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:01.899,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a75ced32-be20-4922-96d1-5bf6feacfe7e,266,,"[49.6, 55.8]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,15,Barcelona,217,['a70191c2-8a87-445d-b106-d5cf65a36da1'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:03.045,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9fab157-9ab5-4c69-81e1-851fae70bb0b,270,,"[39.3, 52.5]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,15,Barcelona,217,['a1bb7196-fc10-4613-bbfa-22a1fcc59042'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:07.247,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83527ed0-ec5a-42bb-be9f-609a01baae3d,273,,"[50.4, 50.3]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,15,Barcelona,217,['ac5f7887-998e-4641-b35c-df1b3d03d633'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:09.122,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f3358e0-0931-407b-b670-e96d00e97813,277,,"[63.8, 54.9]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,15,Barcelona,217,"['44ccc038-d547-4f45-a1f9-f83270c0764b', 'e9b70fdb-01a3-433c-818f-fcd753d8bf0a']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:10.363,Ball Receipt*,True,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,08035d8a-aa79-4f92-b2d3-ef182c08f71f,292,,"[102.7, 40.7]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,15,Barcelona,217,['850eef32-6639-4a99-8950-ae3612421213'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:18.689,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe7d50ad-6e3d-42e1-9aba-158e835aea6b,300,,"[48.3, 31.3]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Center Defensive Midfield,16,Valencia,207,['7d6bd7bf-36cd-48a3-8b24-5e0b237c18e8'],29,,,,,,,,,,,,,,,,,,Valencia,207,00:06:29.745,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e8f5330-be83-4d3d-841b-ad1da455a4aa,303,,"[64.8, 8.4]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Left Wing,16,Valencia,207,['9d865527-ded0-45c2-8557-bf6be29ed5d5'],32,,,,,,,,,,,,,,,,,,Valencia,207,00:06:32.079,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e384bc41-b328-420a-863d-5188a057ea3c,306,,"[93.2, 22.4]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,16,Valencia,207,['f81f8401-a2bb-43ec-8e7e-c5c697876f4d'],35,,,,,,,,,,,,,,,,,,Valencia,207,00:06:35.424,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27a79774-537d-405f-8c87-39fcf4803875,308,,"[77.0, 5.6]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Alfonso Orbán Alegre,27480.0,Left Back,16,Valencia,207,['b3492a0b-f226-4a79-a3f8-984e08d7cdd7'],37,,,,,,,,,,,,,,,,,,Valencia,207,00:06:37.476,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0cf0495d-a8ae-496d-8fd0-ce14ac0ba755,311,,"[68.5, 20.5]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Center Defensive Midfield,16,Valencia,207,['641a5e0c-e7f3-4ff7-a7ca-5599bf5ccc4a'],39,,,,,,,,,,,,,,,,,,Valencia,207,00:06:39.714,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e395178-27be-4408-ad58-67a5a36cd6bf,314,,"[62.0, 32.4]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Left Center Back,16,Valencia,207,['1c09c737-d285-45fc-9ce0-c6ee5b4c7511'],42,,,,,,,,,,,,,,,,,,Valencia,207,00:06:42.327,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241821b1-3305-4750-8b7e-1fd9f72551cc,317,,"[62.5, 56.6]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,16,Valencia,207,['9a2cca5f-d5de-4604-8c48-60684fa7aea7'],47,,,,,,,,,,,,,,,,,,Valencia,207,00:06:47.400,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d11b2d4c-0a3a-4f48-a2d6-71e1767b0307,319,,"[80.2, 78.1]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,16,Valencia,207,['45ec36d2-b361-4db2-8cf9-6b52d7f09174'],49,,,,,,,,,,,,,,,,,,Valencia,207,00:06:49.356,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7399d96e-ed73-4f5b-ad20-28a97864eb89,322,,"[71.9, 59.4]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,16,Valencia,207,['38045d88-37b0-4c5c-aef4-75f3e06d1a16'],52,,,,,,,,,,,,,,,,,,Valencia,207,00:06:52.844,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244878b6-dd56-4663-92a8-0dd60459145a,325,,"[67.7, 41.4]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Center Defensive Midfield,16,Valencia,207,['ab1400cf-2247-45c7-b3e4-b0eea6b01643'],55,,,,,,,,,,,,,,,,,,Valencia,207,00:06:55.149,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c1d6c6d-1491-42d2-a715-646836a941cd,327,,"[69.3, 54.3]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,16,Valencia,207,['e502644e-905b-44fc-a211-6edb53a18ffb'],56,,,,,,,,,,,,,,,,,,Valencia,207,00:06:56.463,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b0e3aa5-8610-42a6-a4f6-ae81c8721d69,330,,"[63.4, 65.3]",266525,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,16,Valencia,207,['fc147b23-0eb0-4cd5-a80a-29b1d18f415e'],58,,,,,,,,,,,,,,,,,,Valencia,207,00:06:58.604,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e900e8c-2f61-403c-82d0-a91ea3501666,333,,"[85.2, 79.0]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,16,Valencia,207,['0ffe3c63-229b-45b2-abfc-9811a986dad1'],1,,,,,,,,,,,,,,,,,,Valencia,207,00:07:01.921,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c20d240f-5d0d-4736-aba6-dc32b587235d,337,,"[67.9, 71.3]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,16,Valencia,207,['81d3fdff-cea1-413c-8c04-91bbf538f804'],3,,,,,,,,,,,,,,,,,,Valencia,207,00:07:03.815,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,f050044d-8b6e-445e-bd4d-5505f818be2f,341,,"[86.4, 70.4]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofiane Feghouli,18724.0,Right Wing,16,Valencia,207,['1e730cd5-e792-41fa-8ada-3e315c85ede6'],6,,,,,,,,,,,,,,,,,,Valencia,207,00:07:06.137,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56bd78af-a5f0-476c-9ac1-8ec25764e7a5,343,,"[45.9, 6.0]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,17,Barcelona,217,['bbef531d-b94d-4434-9e72-22c793238c35'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:07.460,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd41dded-111e-4cba-b948-3c4fd8951ec6,346,,"[26.9, 9.4]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,17,Barcelona,217,['bb637f1f-06c8-4bfd-beb7-ed16f686c9e4'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:09.340,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801ca12e-6f0c-4fef-9ac2-9a6ad432f8cc,349,,"[35.3, 22.1]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,17,Barcelona,217,['e7f206bc-20c3-4e46-a904-05c73d1071df'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:10.750,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6de1806-cd31-4534-949f-b878f2e1a42e,353,,"[29.7, 9.4]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,17,Barcelona,217,['ca49bf6e-5f49-4959-b793-b8dce213b404'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:12.955,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18572060-5768-4921-8ac7-b4b94b39b32b,357,,"[20.6, 20.4]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,17,Barcelona,217,['9aa07dab-cfe0-4468-94af-2f847410c379'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:17.405,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bfebed5-4050-4b24-8203-68d479987232,360,,"[43.7, 2.6]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,17,Barcelona,217,['d8f4a402-74c7-4a8a-886f-60f577003b9d'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:19.141,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4977241-0f89-47a1-9685-bcacb6c8ee0f,364,,"[87.3, 75.3]",266525,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofiane Feghouli,18724.0,Right Wing,18,Valencia,207,['3c1181f4-feb6-4246-81e6-1bab9ce1d680'],22,,,,,,,,,,,,,,,,,,Valencia,207,00:07:22.257,Ball Receipt*,,2014/2015
