ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,60a1bbed-58d1-4831-9cce-f6b892c38561,1,,,70309,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,439a5838-a3b2-4678-9d66-d31f94068ba8,2,,,70309,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 6571, 'name': 'Roberto Jiménez Gago'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27199, 'name': 'Raúl Goni Bayo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 10815, 'name': 'Ádám Pintér'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 26429, 'name': 'Javier Paredes Arango'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25920, 'name': 'Jose María Movilla Cubero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 26234, 'name': 'Antonio Galdeano Benítez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 7701, 'name': 'Franco Zuculini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 24578, 'name': 'Francisco Montañés Claverías'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 32}, {'player': {'id': 26522, 'name': 'Carlos Reina Aranda'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Real Zaragoza,395,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c65784d0-04c8-4c8d-81d8-535da3296d0e,3,,,70309,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['5954703e-4026-47b6-844a-e41c563f6bb5'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5954703e-4026-47b6-844a-e41c563f6bb5,4,,,70309,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['c65784d0-04c8-4c8d-81d8-535da3296d0e'],0,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7defd08c-a715-47d2-b4c6-5f02c090ff9a,2230,,,70309,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Real Zaragoza,395,['fb7dd0f4-cc27-455a-9d76-51d518fa11da'],0,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fb7dd0f4-cc27-455a-9d76-51d518fa11da,2231,,,70309,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Real Zaragoza,395,['7defd08c-a715-47d2-b4c6-5f02c090ff9a'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,45b846d8-4431-496b-9053-bd10cad630cc,5,,"[61.0, 41.0]",70309,0,,,,1.4801364,,Right Foot,,,,"[61.2, 43.2]",,Ground Pass,,2.209072,,,,Carlos Reina Aranda,26522.0,,,,,,Kick Off,1,From Kick Off,Víctor Rodríguez Romero,15893.0,Center Attacking Midfield,2,Real Zaragoza,395,['170e9494-7a10-4e62-a903-0544b60acfde'],1,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:01.083,Pass,,2012/2013
,,,,,,,,,,,,,,1.500643,,,,,,,,,,,,,,2774420a-6e42-4c59-964f-6144cc9ca5b3,7,,"[61.0, 43.2]",70309,0,,,,-2.5061848,,Right Foot,,,,"[43.1, 30.0]",,Ground Pass,,22.240728,,,,Álvaro González Soberón,6762.0,,,,,,,1,From Kick Off,Carlos Reina Aranda,26522.0,Center Forward,2,Real Zaragoza,395,['c4e11c46-0499-40ef-a2bf-9826058dd0c8'],1,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:01.483,Pass,,2012/2013
,,,,,,,,,,,,,,5.0803,,,,,,,,,,,,,,1ee30afe-8bcb-43e5-a239-a560016cc891,10,,"[43.6, 39.7]",70309,0,,,,0.3758238,,Right Foot,,,,"[110.0, 65.9]",,High Pass,,71.38207,,Incomplete,,,,,,,,,,1,From Kick Off,Álvaro González Soberón,6762.0,Left Center Back,2,Real Zaragoza,395,['a5a7e219-10c7-4c13-a378-5b6e33d5e245'],4,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:04.623,Pass,,2012/2013
,,,,,,,,,,,,,,1.0817,,,,,,,,,,,,,,1a4c96d0-bb44-4741-8c07-aea02d449789,13,,"[84.9, 80.0]",70309,0,,,,-0.9151007,,,,,,"[91.9, 70.9]",,High Pass,,11.480854,,,,Víctor Rodríguez Romero,15893.0,,,,,,Throw-in,1,From Throw In,Raúl Goni Bayo,27199.0,Right Back,3,Real Zaragoza,395,"['04d68fdc-080b-474d-a022-8dcd4cc1cefc', 'a8b462a6-dde4-4372-bfb8-d0f320b2e636']",23,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:23.073,Pass,True,2012/2013
,,,,,,,,,,,,,,0.9858,,,,,,,,,,,,,,2ec80a5b-79a6-43db-bbb4-f3f40590352d,15,,"[91.9, 70.9]",70309,0,,,,2.243275,,Right Foot,,,,"[87.6, 76.3]",,Low Pass,,6.902898,,,,Raúl Goni Bayo,27199.0,,,,,,,1,From Throw In,Víctor Rodríguez Romero,15893.0,Center Attacking Midfield,3,Real Zaragoza,395,"['99e2bb66-8a15-446d-8497-7049c16b7868', 'a8b462a6-dde4-4372-bfb8-d0f320b2e636']",24,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:24.154,Pass,True,2012/2013
,,,,,,,,,,,,,,0.730089,,,,,,,,,,,,,,2a9dc0b0-34d0-49bc-bfce-89b4824e8d5b,18,,"[87.6, 76.3]",70309,0,,,,-1.8597717,,Right Foot,,,,"[85.4, 68.9]",,Ground Pass,,7.7201037,,,,Víctor Rodríguez Romero,15893.0,,,,,,,1,From Throw In,Raúl Goni Bayo,27199.0,Right Back,3,Real Zaragoza,395,['4ab2c718-b01b-473b-8fbc-45162abb9ef1'],25,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:25.746,Pass,,2012/2013
,,,,,,,,,,,,,,1.726558,,,,,,,,,,,,,,71bb7d09-bcac-49ed-a660-a8d774fa30cf,26,,"[23.6, 31.0]",70309,0,,,,1.357089,,Right Foot,,,,"[28.7, 54.5]",,Ground Pass,,24.047037,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['d6b98288-dbd7-4a6a-a1de-8b5bdbc92639'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.809,Pass,,2012/2013
,,,,,,,,,,,,,,0.889256,,,,,,,,,,,,,,16fa5b5b-9a6f-4351-b918-73c5d7408477,29,,"[28.7, 54.5]",70309,0,,,,-0.7711134,,Right Foot,,,,"[35.8, 47.6]",,Ground Pass,,9.900505,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,4,Barcelona,217,['8c92a65f-4e59-450d-8eb6-e7f9fbf4d441'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.335,Pass,,2012/2013
,,,,,,,,,,,,,,0.734717,,,,,,,,,,,,,,b65681f6-1c53-4223-b699-f5c230b2c7fc,32,,"[35.8, 47.6]",70309,0,,,,-1.5022018,,Right Foot,,,,"[36.7, 34.5]",,Ground Pass,,13.130879,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,4,Barcelona,217,['6efe2a1f-bb31-4354-a4cf-19b52e321461'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.025,Pass,,2012/2013
,,,,,,,,,,,,,,1.447342,,,,,,,,,,,,,,d5f727ac-1dbb-4c8c-81a2-0e040f1a592f,35,,"[36.7, 34.5]",70309,0,,,,2.2509942,,Right Foot,,,,"[29.5, 43.4]",,Ground Pass,,11.447707,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['0febf2e8-04d2-4770-a94b-dfcbc8a6c194'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.839,Pass,,2012/2013
,,,,,,,,,,,,,,2.22801,,,,,,,,,,,,,,eb2cc0d4-e6e7-4d85-b354-9bb130bf5bf9,38,,"[29.5, 43.4]",70309,0,,,,-1.2620744,,Right Foot,,,,"[41.3, 6.4]",,Ground Pass,,38.836067,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['04e5603b-3127-4aa7-9935-86e17fccdd90'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.338,Pass,,2012/2013
,,,,,,,,,,,,,,1.378189,,,,,,,,,,,,,,e6ff1b26-1c21-4d9d-ad45-156a0daccafc,41,,"[37.1, 9.9]",70309,0,,,,2.1273956,,Left Foot,,,,"[28.7, 23.4]",,Ground Pass,,15.9,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['db653beb-3945-47f3-86f3-416c1aa2584b'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.144,Pass,,2012/2013
,,,,,,,,,,,,,,1.788812,,,,,,,,,,,,,,e06de749-c9e2-4945-ad41-5bf2b59f970f,44,,"[29.3, 25.8]",70309,0,,,,1.3768371,,Right Foot,,,,"[33.7, 48.2]",,Ground Pass,,22.828053,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['b6e7ace3-3e69-4ff5-b891-90c363ea8f08'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.810,Pass,,2012/2013
,,,,,,,,,,,,,,1.851793,,,,,,,,,,,,,,84dfecfb-c609-4f14-8fa8-8703b56de48b,47,,"[37.6, 43.9]",70309,0,,,,-0.9752656,,Right Foot,,,,"[50.0, 25.6]",,Ground Pass,,22.105429,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['85dc827e-33c6-4557-8053-25a86cbfb244'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.010,Pass,,2012/2013
,,,,,,,,,,,,,,3.182359,,,,,,,,,,,,,,09d4c262-981d-4a43-9759-026f323b5efe,51,,"[63.3, 33.0]",70309,0,,,,0.8917151,,Right Foot,,,,"[97.2, 75.0]",,High Pass,,53.97416,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,True,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,"['9227f5ca-e9b2-4e99-ba58-d3df026a4ff5', '92463d95-d2b7-4da3-abca-dd9496484c23']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.935,Pass,True,2012/2013
,,,,,,,,,,,,,,0.718401,,,,,,,,,,,,,,6f123748-41f9-44b6-909c-a9414cfde57f,54,,"[102.2, 63.2]",70309,1,,,,-1.7798193,,Left Foot,,,,"[99.4, 50.0]",,Low Pass,,13.493702,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,4,Barcelona,217,['ca80a305-4a83-4bee-aaff-1baf73cb3b63'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.523,Pass,,2012/2013
,,,,,,,,,,,,,,2.21722,,,,,,,,,,,,,,227f59d5-6eeb-446c-9ae1-6b14399e6837,61,,"[31.2, 31.5]",70309,1,,,,-1.2336096,,Right Foot,,,,"[37.3, 14.1]",,Ground Pass,,18.438276,,,,Francisco Montañés Claverías,24578.0,,,,,,,1,Regular Play,Jose María Movilla Cubero,25920.0,Right Defensive Midfield,4,Barcelona,217,['73959a3a-0798-439d-bc4a-c4a5a5ce2df2'],7,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:07.320,Pass,,2012/2013
,,,,,,,,,,,,,,0.675034,,,,,,,,,,,,,,16bdff64-1a02-4cfa-aa46-40b0b001267e,64,,"[57.1, 4.9]",70309,1,,,,0.9145455,,Right Foot,,,,"[63.8, 13.6]",,Ground Pass,,10.980892,,Incomplete,,Víctor Rodríguez Romero,15893.0,,,,,,,1,Regular Play,Francisco Montañés Claverías,24578.0,Left Midfield,4,Barcelona,217,"['32dbf030-f66e-494c-8dce-fd74583e71ec', '33ff02cf-ef90-4c28-b27f-c9517d860604']",13,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:13.098,Pass,,2012/2013
,,,,,,,,,,,,,,0.69442,,,,,,,,,,,,,,f6ddb6b6-aa9f-49b8-a4c7-f04a311c0ddf,69,,"[56.1, 72.2]",70309,1,,,,0.3748407,,Right Foot,,,,"[62.2, 74.6]",,Ground Pass,,6.5551505,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,4,Barcelona,217,"['4a7407c5-fd50-40c4-9891-37d87312f468', '781fee86-102f-42d2-a613-09b622718cc7']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.834,Pass,True,2012/2013
,,,,,,,,,,,,,,1.4213,,,,,,,,,,,,,,b524801f-ef17-4bd1-988e-96c2dfe10adb,72,,"[62.2, 74.6]",70309,1,,,,-1.8565419,,Left Foot,,,,"[57.0, 56.9]",,Ground Pass,,18.448034,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,4,Barcelona,217,['4a2e1a26-6ff1-4fb3-98b0-16908233fb0a'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.568,Pass,,2012/2013
,,,,,,,,,,,,,,0.6755,,,,,,,,,,,,,,fda41727-898f-4afc-a074-98aca42ce000,76,,"[57.4, 57.6]",70309,1,,,,1.6393163,,Right Foot,,,,"[56.7, 67.8]",,Ground Pass,,10.223991,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['9c0984c4-dbad-48ce-9dff-e87560cab5f6'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.030,Pass,,2012/2013
,,,,,,,,,,,,,,1.40096,,,,,,,,,,,,,,bb8d9496-62ee-49b4-b0e7-a396733f9a6b,78,,"[56.7, 67.8]",70309,1,,,,-2.9331274,,Right Foot,,,,"[41.1, 64.5]",,Ground Pass,,15.945219,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,4,Barcelona,217,['5f7b4ba9-3881-4fab-bae5-515ee977c0f1'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.705,Pass,,2012/2013
,,,,,,,,,,,,,,2.412336,,,,,,,,,,,,,,862150ad-1621-4eb0-81bf-b3836e3f26d4,81,,"[42.8, 54.5]",70309,1,,,,-1.1007437,,Right Foot,,,,"[68.1, 4.7]",,High Pass,,55.858124,,,,David Villa Sánchez,12737.0,,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['279869da-e37c-4d75-905a-ed0b479900de'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.321,Pass,,2012/2013
,,,,,,,,,,,,,,1.6572,,,,,,,,,,,,,,1844661d-437b-4f33-b9b0-f30acb5c5860,84,,"[64.6, 4.0]",70309,1,,,,3.0741277,,Other,,,,"[57.2, 4.5]",,Low Pass,,7.4168725,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,4,Barcelona,217,['aaa3adc6-380c-4227-a7fc-67888bb0ba14'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.773,Pass,,2012/2013
,,,,,,,,,,,,,,1.2514,,,,,,,,,,,,,,6046e8fb-3658-48a9-b8d2-ba4dd5b43eb3,88,,"[57.6, 4.0]",70309,1,,,,-0.20202516,,Left Foot,,,,"[65.9, 2.3]",,Ground Pass,,8.472308,,,,David Villa Sánchez,12737.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,"['2961b53b-3412-4cff-88cf-19ec31a939c8', '517fff99-e776-499f-bc77-e88cea975cad']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.470,Pass,True,2012/2013
,,,,,,,,,,,,,,1.225255,,,,,,,,,,,,,,36529ea4-08ce-48c5-9675-92f1d0984167,92,,"[67.8, 2.7]",70309,1,,,,3.1247876,,Left Foot,,,,"[55.9, 2.9]",,Low Pass,,11.901681,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,4,Barcelona,217,"['7cf73a5f-f85c-4d72-8b76-682a859e0c4d', 'bbfab450-2587-4253-91cd-0bb4da9d3606']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.220,Pass,True,2012/2013
,,,,,,,,,,,,,,1.038831,,,,,,,,,,,,,,e7df3149-caa1-46f8-abcf-798fc62d6944,94,,"[55.6, 3.2]",70309,1,,,,1.5257818,,Left Foot,,,,"[56.1, 14.3]",,Ground Pass,,11.111256,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['55db2252-9be3-490a-a5e4-5c8c9bed1dc3'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.445,Pass,,2012/2013
,,,,,,,,,,,,,,0.8023,,,,,,,,,,,,,,f64e8088-d36a-4222-9e1e-ce651cfa922d,97,,"[57.0, 25.4]",70309,1,,,,0.51748776,,Right Foot,,,,"[63.5, 29.1]",,Ground Pass,,7.479305,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['fd18b377-8919-4087-84e1-fd8b36d93920'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.338,Pass,,2012/2013
,,,,,,,,,,,,,,1.081245,,,,,,,,,,,,,,8266be0b-5cb3-45ad-8c14-3ee5f217e28d,99,,"[63.5, 29.1]",70309,1,,,,-1.6001996,,Right Foot,,,,"[63.3, 22.3]",,Ground Pass,,6.8029404,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,4,Barcelona,217,['f0ce5822-1ba9-4cf7-91d8-140d9cc641e2'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.141,Pass,,2012/2013
,,,,,,,,,,,,,,1.7177,,,,,,,,,,,,,,80860561-e1d2-4dde-8997-fc5ebf9e507a,103,,"[64.3, 20.8]",70309,1,,,,-0.65658176,,Right Foot,,,,"[86.1, 4.0]",,Ground Pass,,27.522354,,,,David Villa Sánchez,12737.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,"['55fed8b5-bf1c-40de-83f4-e947339f4689', '9ff8619a-c913-4ccf-96e0-02636b20743d']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.889,Pass,True,2012/2013
,,,,,,,,,,,,,,1.0733,,,,,,,,,,,,,,bc1a8d00-e39e-4fcc-8ec4-1d15a007ea8d,106,,"[97.2, 19.9]",70309,1,,,,-0.30628785,,Right Foot,,,,"[108.9, 16.2]",,Ground Pass,,12.271104,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,4,Barcelona,217,['86a2ac93-31b4-465f-96c5-11354787453f'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.941,Pass,,2012/2013
,,,,,,,,,,,,,,1.6294,,,,,,,,,,,,,,8d1dae3f-8f32-4aa7-8b10-20407a48efb8,108,,"[108.9, 16.2]",70309,1,,,,1.7214969,fe367cd3-abfd-42f6-8cdb-cf2197bbce7e,Left Foot,True,,,"[104.8, 43.2]",,Ground Pass,,27.309523,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['c5f57537-1aea-48bb-8760-eb4385674931'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.015,Pass,,2012/2013
,,,,,,,,,,,,,,3.735799,,,,,,,,,,,,,,fd22da97-5cf2-408f-9e70-686cc23f57d2,112,,"[7.0, 45.0]",70309,2,,,,0.23395374,,Right Foot,,,,"[92.6, 65.4]",,High Pass,,87.99728,,Incomplete,,Carlos Reina Aranda,26522.0,,,,,,Goal Kick,1,From Goal Kick,Roberto Jiménez Gago,6571.0,Goalkeeper,5,Real Zaragoza,395,"['9494340b-849d-4661-bd8d-ec43869b260b', 'd257c608-bacf-4135-bbb1-747228ff4574']",7,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:07.904,Pass,,2012/2013
,,,,,,,,,,,,,,2.187101,,,,,,,,,,,,,,d257c608-bacf-4135-bbb1-747228ff4574,114,,"[28.4, 15.6]",70309,2,,,,-0.8739236,,Head,,,,"[36.1, 6.4]",,High Pass,,11.997083,,,,Jordi Alba Ramos,5211.0,,,,,,Recovery,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Real Zaragoza,395,"['ce249a48-13b0-42fe-8c02-275c437b0fcd', 'fd22da97-5cf2-408f-9e70-686cc23f57d2']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.640,Pass,,2012/2013
,,,,,,,,,,,,,,1.9232,,,,,,,,,,,,,,c7334a6d-e8b7-458e-a852-a8f5b151043c,117,,"[35.8, 5.5]",70309,2,,,,0.66876376,,Left Foot,,,,"[56.3, 21.7]",,High Pass,,26.128338,,Incomplete,,,,,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,5,Real Zaragoza,395,"['611648dc-163c-4895-85e3-438d43b72133', '90af6291-d61f-40e5-a42c-f5f284d621a9']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.827,Pass,True,2012/2013
,,,,,,,,,,,,,,0.8457,,,,,,,,,,,,,,611648dc-163c-4895-85e3-438d43b72133,118,,"[64.7, 59.3]",70309,2,,,,-0.72799003,,Head,,,,"[69.3, 55.2]",,Low Pass,,6.16198,,,,Jose María Movilla Cubero,25920.0,,,,,,Recovery,1,From Goal Kick,Raúl Goni Bayo,27199.0,Right Back,5,Real Zaragoza,395,"['933b53a6-1112-468e-a0dc-03d390943969', 'c7334a6d-e8b7-458e-a852-a8f5b151043c']",15,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:15.750,Pass,,2012/2013
,,,,,,,,,,,,,,0.5116,,,,,,,,,,,,,,a8f68dd9-6e22-4ad6-8269-0fc6d2a51554,122,,"[62.7, 55.0]",70309,2,,,,-0.6171914,,Right Foot,,,,"[65.8, 52.8]",,Ground Pass,,3.8013155,,,,Antonio Galdeano Benítez,26234.0,,,,,,,1,From Goal Kick,Jose María Movilla Cubero,25920.0,Right Defensive Midfield,5,Real Zaragoza,395,"['1df8d264-4400-41a0-bdbe-dc33ca8211e2', '662fd216-663f-43a3-a31f-e6da297a9d18']",18,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:18.014,Pass,True,2012/2013
