bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.1959,,,,,,,,,,,,,,,,,b1faaa15-a51a-49e7-aa49-256b4b82ad87,2224,,"[71.0, 21.3]",69174,54,,,,,2.9377952,,Right Foot,,,"[56.0, 24.4]",Low Pass,,15.316984,,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,138,Barcelona,217,"['040db09a-2760-439d-ac90-afa619201e5b', '5ac827ea-f933-48c3-9d05-661f4a58d907']",40,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:40.922,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,1.343,,,,,,,,,,,,,,,,,8937bd11-f41e-4717-b838-cf490f4b65bb,2228,,"[59.0, 23.3]",69174,54,,,,,-3.120469,,Right Foot,,,"[44.8, 23.0]",Ground Pass,,14.203169,,,,,Lilian Thuram,15071.0,,,,,,,2,From Goal Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,138,Barcelona,217,"['312ed65f-09b0-44ea-bae7-d5d09ad46ba8', '45e56e76-c2df-40b8-a8ed-d11796a7f5ba']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:42.238,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,5.2603,,,,,,,,,,,,,,,,,dce9a566-4813-4dee-bf76-861ba82d7d79,2231,,"[46.2, 23.5]",69174,54,,,,,-0.22553383,,Right Foot,,,"[115.5, 7.6]",High Pass,,71.10063,,,,,Giovanni van Bronckhorst,17797.0,,,,,,,2,From Goal Kick,Lilian Thuram,15071.0,Left Center Back,138,Barcelona,217,['45b74fbe-42c8-4f3d-96c9-e735c0b11aba'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:44.387,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.1409,,,,,,,,,,,,,,,,,21baf2ea-86aa-4062-bd78-5f67c4a0af90,2234,,"[115.9, 7.2]",69174,54,,,,,1.4288993,,Left Foot,,,"[116.5, 11.4]",High Pass,,4.2426405,,,Incomplete,,,,,,,,,,2,From Goal Kick,Giovanni van Bronckhorst,17797.0,Left Back,138,Barcelona,217,['56329f14-de45-4443-a477-c6c6e9cfba3b'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:49.687,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.7226,,,,,,,,,,,,,,,,,155f30f8-c59c-4c6e-a5b8-0874f722c17e,2236,,"[116.2, 1.0]",69174,54,,,,,2.5565355,,,,,"[100.5, 11.4]",High Pass,,18.832153,,,,,Anderson Luís de Souza,19757.0,,,,,,Throw-in,2,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,139,Barcelona,217,['8554a297-d2e1-4515-8709-3208f7f71fa5'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:58.736,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.6393,,,,,,,,,,,,,,,,,c74b33a5-3512-472a-ba93-a5bd541f8878,2240,,"[99.5, 18.0]",69174,55,,,,,1.9700171,,Right Foot,,,"[96.8, 24.4]",Low Pass,,6.946222,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,139,Barcelona,217,"['c6fb789b-c5dc-4325-b1a9-25a8e3455ba5', 'f0e91005-6317-45ad-b48a-6f6539204a67']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:01.409,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,1.2183,,,,,,,,,,,,,,,,,bd519a5c-ef11-498c-8351-056aab223a58,2243,,"[97.3, 25.1]",69174,55,,,,,-0.23297924,,Left Foot,,,"[109.1, 22.3]",Ground Pass,,12.127654,,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,139,Barcelona,217,['6551dde1-40a0-4109-9972-32f3ae205109'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:02.128,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.4895,,,,,,,,,,,,,,,,,65426c66-02ee-4363-b112-79569e57269a,2247,,"[114.1, 23.3]",69174,55,,,,,2.0306985,,Right Foot,True,True,"[108.8, 34.0]",Low Pass,,11.940687,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,139,Barcelona,217,"['01928a33-860a-44cf-a059-dc76acabaace', '83175d12-0a5e-4b40-bdb6-71b7ff811e3a', 'aea33480-8d8d-48a4-94a8-89f11d03d59e']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:04.004,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,3.847637,,,,,,,,,,,,,,,,,828ca90f-dc46-4ba4-8f77-7397105ef92d,2253,,"[6.0, 44.0]",69174,55,,,,,0.49322477,,Right Foot,,,"[72.6, 79.8]",High Pass,,75.61217,,,Out,,Ángel Javier Arizmendi de Lucas,26217.0,,,,,,Goal Kick,2,From Goal Kick,Dudú Aouate,26146.0,Goalkeeper,140,RC Deportivo La Coruña,219,['fa66522f-d05b-4540-a73f-9162b720d34c'],26,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:26.081,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.4267,,,,,,,,,,,,,,,,,3a1a623d-330b-4d71-a1ee-98cac1b1b261,2255,,"[48.9, 1.0]",69174,55,,,,,0.8369653,,,,,"[63.6, 17.3]",High Pass,,21.949488,,,,,Javier Pedro Saviola Fernández,25962.0,,,,,,Throw-in,2,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,141,Barcelona,217,['0dcd85f6-e541-4f3f-87b3-b80d5f58854a'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:46.581,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.208234,,,,,,,,,,,,,,,,,ce536746-6370-4c74-b981-933c14c41617,2263,,"[60.1, 54.8]",69174,55,,,,,-0.19043511,,Right Foot,,,"[76.7, 51.6]",Ground Pass,,16.90562,,,,,Iván Sánchez Rico Soto,26055.0,,,,,,,2,From Counter,Juan Antonio Rodríguez Villamuela,25881.0,Left Defensive Midfield,142,RC Deportivo La Coruña,219,['a1604736-350b-44fd-bc3d-fc27d209a456'],50,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:50.888,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.6104,,,,,,,,,,,,,,,,,2adddfab-f861-49ec-8826-a47ef9d794a8,2269,,"[78.3, 50.9]",69174,56,,,,,-0.42877802,f57d5177-6c93-43c6-a3f0-2c2982452a00,Right Foot,,,"[109.8, 36.5]",High Pass,,34.635387,,,,,Iván Sánchez Rico Soto,26055.0,True,,,,,Free Kick,2,From Free Kick,Joan Verdú Fernández,26211.0,Center Attacking Midfield,143,RC Deportivo La Coruña,219,['1240c3b6-9fc3-48ee-955c-a9146d5050bd'],34,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:11:34.309,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,3.0476,,,,,,,,,,,,,,,,,fb6331ca-7eb7-4f9d-8d63-1509164a18ed,2274,,"[7.0, 45.0]",69174,57,,,,,-0.42982322,,Right Foot,,,"[63.5, 19.1]",High Pass,,62.15352,,,,,Ronaldo de Assis Moreira,25879.0,,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,144,Barcelona,217,['abe4b46b-e78f-4dc0-9357-b2a285ec8286'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:06.410,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.8646,,,,,,,,,,,,,,,,,effb4d17-be9b-4866-b7bc-62770d01fa0d,2276,,"[63.5, 19.1]",69174,57,,,,,0.3172663,,Head,,,"[76.9, 23.5]",High Pass,,14.1039,,,,,Javier Pedro Saviola Fernández,25962.0,,,,,,,2,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,144,Barcelona,217,['e896a8fd-157d-46fe-8d5e-3795dd67a8e5'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:09.458,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.486,,,,,,,,,,,,,,,,,211a2585-c466-4991-a9b3-a19486f17e23,2282,,"[76.9, 18.7]",69174,57,,,,,2.3864882,,Left Foot,,,"[66.7, 28.3]",Ground Pass,,14.007141,,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,Free Kick,2,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,145,Barcelona,217,['cb12da7e-4485-4cf1-8321-7b21f14cb1af'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:25.899,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.305,,,,,,,,,,,,,,,,,b31aaa83-11b8-4467-a016-dfb724766a6d,2285,,"[66.4, 28.3]",69174,57,,,,,-2.2803907,,Right Foot,,,"[51.8, 11.3]",Ground Pass,,22.408926,,,,,Lilian Thuram,15071.0,,,,,,,2,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,145,Barcelona,217,['4e618c0d-fdc9-492b-b716-19023a2a0440'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:27.465,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.6473,,,,,,,,,,,,,,,,,456eb614-828f-44dd-9226-3e44615d626b,2288,,"[51.8, 11.3]",69174,57,,,,,0.40910405,,Right Foot,,,"[80.4, 23.7]",High Pass,,31.172424,,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,From Free Kick,Lilian Thuram,15071.0,Left Center Back,145,Barcelona,217,['18f320b5-2b33-47fa-aca5-49b558dd62b7'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:31.213,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,3.435672,,,,,,,,,,,,,,,,,f6829f27-e932-43e7-96c3-d27d3ea36669,2296,,"[40.9, 46.0]",69174,57,,,,,-2.913096,,Right Foot,,,"[10.8, 39.0]",High Pass,,30.903236,,,,,Dudú Aouate,26146.0,,,,,,,2,From Free Kick,Sergio González Soriano,26206.0,Right Defensive Midfield,145,Barcelona,217,['07fb04dc-5f31-4d76-8c09-a02e27b8a4d0'],36,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:12:36.007,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,2.6141,,,,,,,,,,,,,,,,,b8e818aa-a220-4056-ae59-2fe55b7bc65d,2299,,"[9.1, 35.8]",69174,57,,,,,-0.060104508,,Right Foot,,,"[65.6, 32.4]",High Pass,,56.602207,,,Incomplete,,,,,,,,,,2,From Free Kick,Dudú Aouate,26146.0,Goalkeeper,145,Barcelona,217,['d91aaa57-f73f-4fc0-84d2-cc5a859a77fa'],41,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:12:41.287,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.816714,,,,,,,,,,,,,,,,,d91aaa57-f73f-4fc0-84d2-cc5a859a77fa,2300,,"[55.4, 48.6]",69174,57,,,,True,0.14387529,,,,,"[83.7, 52.7]",High Pass,,28.595453,,,Incomplete,,Javier Pedro Saviola Fernández,25962.0,,,,,,Recovery,2,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,145,Barcelona,217,"['057b518e-e925-4a50-9155-476b180fc673', 'b8e818aa-a220-4056-ae59-2fe55b7bc65d', 'cf065d38-6386-43b8-9468-58478314c40a', 'ed518f0b-96c7-4100-9a11-f159c501518d']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:43.901,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,1.243926,,,,,,,,,,,,,,,,,a924eabb-e1b0-4588-8bf5-9b9c757355dd,2310,,"[40.2, 22.9]",69174,57,,,,,-1.2829311,,Left Foot,,,"[45.5, 5.0]",Ground Pass,,18.668154,,,,,Joan Capdevila Méndez,20134.0,,,,,,,2,Regular Play,Juan Manuel Delgado Moreno,26492.0,Left Center Back,146,RC Deportivo La Coruña,219,['93357f76-6501-42d9-883e-5a9f1762a6e5'],49,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:12:49.215,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.741216,,,,,,,,,,,,,,,,,1c33970f-45d9-4cfc-9bbe-08b531e05076,2313,,"[45.5, 5.0]",69174,57,,,,,-0.1364852,,Left Foot,,,"[68.8, 1.8]",Ground Pass,,23.518717,,,,,Iván Sánchez Rico Soto,26055.0,,,,,,,2,Regular Play,Joan Capdevila Méndez,20134.0,Left Back,146,RC Deportivo La Coruña,219,['3c4f2d25-e2ec-415f-8da5-e809f2109af7'],51,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:12:51.516,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.770871,,,,,,,,,,,,,,,,,d6c958ed-f15f-4286-85ac-8c9a749e1794,2316,,"[68.2, 2.8]",69174,57,,,,,1.3868529,,Right Foot,,,"[69.8, 11.4]",Ground Pass,,8.747571,,,,,Cristian Hidalgo González,26212.0,,,,,,,2,Regular Play,Iván Sánchez Rico Soto,26055.0,Center Forward,146,RC Deportivo La Coruña,219,['b1923b95-0410-4ab4-9bb9-6bf9474104d1'],54,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:12:54.170,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.814314,,,,,,,,,,,,,,,,,65196150-d9c9-4295-8a9d-e82da866de20,2319,,"[69.8, 11.4]",69174,57,,,,,-2.73839,,Right Foot,,,"[55.5, 5.3]",Ground Pass,,15.546704,,,,,Iván Sánchez Rico Soto,26055.0,,,,,,,2,Regular Play,Cristian Hidalgo González,26212.0,Left Wing,146,RC Deportivo La Coruña,219,['0fa49e3b-36b3-4d50-9619-06af76f51eaf'],55,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:12:55.639,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.859425,,,,,,,,,,,,,,,,,fb4514a9-9084-49ac-b62c-e4831f311f48,2322,,"[54.6, 6.1]",69174,57,,,,,-0.05360713,,Right Foot,,,"[75.1, 5.0]",Ground Pass,,20.529491,,,,,Cristian Hidalgo González,26212.0,,,,,,,2,Regular Play,Iván Sánchez Rico Soto,26055.0,Center Forward,146,RC Deportivo La Coruña,219,['0c5a10e0-9c4b-4c2b-8b55-2f724e12b95c'],57,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:12:57.097,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.347926,,,,,,,,,,,,,,,,,2fb99a90-70d2-41dd-80d0-9203b2c5bed2,2325,,"[73.8, 12.8]",69174,58,,,,,2.386954,,Right Foot,,,"[67.1, 19.1]",Ground Pass,,9.196738,,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,,2,Regular Play,Cristian Hidalgo González,26212.0,Left Wing,146,RC Deportivo La Coruña,219,['2d5f3e36-2828-48f9-bd53-2c0c89ffa316'],1,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:13:01.062,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.515847,,,,,,,,,,,,,,,,,9b1a9ddd-b014-4944-8c77-6b922121667e,2329,,"[66.0, 28.3]",69174,58,,,,,2.2364945,,Right Foot,,,"[53.2, 44.6]",Ground Pass,,20.725105,,,,,Alberto Lopo García,26107.0,,,,,,,2,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Left Defensive Midfield,146,RC Deportivo La Coruña,219,"['3f2b746e-ae3a-4b72-8253-7c7ce55a53b6', 'bb09a450-5066-41cf-b3b2-ec6dc0a05783']",4,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:13:04.331,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,2.001317,,,,,,,,,,,,,,,,,88cdd29f-fee6-425f-86b6-a660cc7fb4fd,2332,,"[53.2, 44.6]",69174,58,,,,,-1.0536104,,Right Foot,,,"[75.1, 6.1]",High Pass,,44.29289,,,,,Joan Capdevila Méndez,20134.0,,,,,,,2,Regular Play,Alberto Lopo García,26107.0,Right Center Back,146,RC Deportivo La Coruña,219,['8ebb3d97-fbae-4954-8b58-6179e2b298e4'],6,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:13:06.495,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.2324,,,,,,,,,,,,,,,,,43fa0700-686a-42a6-813d-23f5448bcbba,2335,,"[78.0, 6.8]",69174,58,,,,,0.77779377,,Left Foot,,,"[104.5, 32.9]",High Pass,,37.194893,,,Incomplete,,Iván Sánchez Rico Soto,26055.0,,,,,,,2,Regular Play,Joan Capdevila Méndez,20134.0,Left Back,146,RC Deportivo La Coruña,219,"['185a443b-d2d4-4e48-a642-a30bdcc683d1', '32fdb215-682b-4c72-a60c-ee4a89ede30a']",10,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:13:10.800,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.1095,,,,,,,,,,,,,,,,,7bbc88d3-a384-4f6a-8ddf-2163e964a25d,2338,,"[120.0, 1.0]",69174,58,,,,,1.7172805,,Right Foot,,,"[115.5, 31.5]",High Pass,True,30.83018,,,Incomplete,,,,,,,Inswinging,,Corner,2,From Corner,Joan Verdú Fernández,26211.0,Center Attacking Midfield,147,RC Deportivo La Coruña,219,['8b361015-5d1c-42d5-8562-d68b7ed0c1ad'],37,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:13:37.997,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.066,,,,,,,,,,,,,,,,,78c937d3-98b2-4678-b578-7a53c7638930,2342,,"[92.5, 22.9]",69174,60,,,,,1.7992929,22dac58f-ddac-4984-a58c-bbbf299d6f32,Left Foot,,,"[91.5, 27.2]",Ground Pass,,4.414748,,,,,Sergio González Soriano,26206.0,True,,,,,Free Kick,2,From Free Kick,Joan Capdevila Méndez,20134.0,Left Back,148,RC Deportivo La Coruña,219,['196345f5-f4d3-4d2d-94fb-fd657a8209bb'],6,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:15:06.656,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,3.0262,,,,,,,,,,,,,,,,,fc000412-06a5-4434-8b43-553045374de6,2347,,"[7.0, 45.0]",69174,60,,,,,-0.21332526,,Right Foot,,,"[80.4, 29.1]",High Pass,,75.102394,,,Incomplete,,Javier Pedro Saviola Fernández,25962.0,,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,149,Barcelona,217,"['3f5caead-5775-4110-a943-0b63347cc4a9', 'a7c5670e-a6c1-4113-8397-1476e3c3610c']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:32.649,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.8905,,,,,,,,,,,,,,,,,a7c5670e-a6c1-4113-8397-1476e3c3610c,2349,,"[40.6, 51.9]",69174,60,,,,,0.14243965,,Head,,,"[66.4, 55.6]",High Pass,,26.06396,,,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Alberto Lopo García,26107.0,Right Center Back,149,Barcelona,217,"['f3e79aec-19b6-4584-8420-29f34d6e99c7', 'fc000412-06a5-4434-8b43-553045374de6']",35,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:15:35.676,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.1462,,,,,,,,,,,,,,,,,f3e79aec-19b6-4584-8420-29f34d6e99c7,2350,,"[54.6, 25.4]",69174,60,,,,,-0.114254326,,Head,,,"[72.9, 23.3]",High Pass,,18.420097,,,,,Ronaldo de Assis Moreira,25879.0,,,,,,Recovery,2,From Goal Kick,Giovanni van Bronckhorst,17797.0,Left Back,149,Barcelona,217,"['a7c5670e-a6c1-4113-8397-1476e3c3610c', 'ca4c7c5c-ac46-4633-8ffb-6c8d2b9afecf']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:37.566,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,2.1618,,,,,,,,,,,,,,,,,d47d4ccd-7af9-4bf7-a9d7-59f8a57213a4,2352,,"[72.9, 23.3]",69174,60,,,,,0.29885378,,Head,,,"[92.7, 29.4]",High Pass,,20.71835,,,,,Javier Pedro Saviola Fernández,25962.0,,,,,,,2,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,149,Barcelona,217,['e02c17b1-e7ac-4fec-96a9-62940f766f84'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:38.712,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,2.1244,,,,,,,,,,,,,,,,,90eff247-2c49-4715-8302-28c2dea8f7db,2359,,"[17.2, 70.6]",69174,60,,,,,-0.47379956,,Right Foot,,,"[56.4, 50.5]",High Pass,,44.05281,,,Incomplete,,Joan Verdú Fernández,26211.0,,,,,,,2,From Goal Kick,Alberto Lopo García,26107.0,Right Center Back,149,Barcelona,217,"['1cf7abdb-766f-417d-83a2-8db3e1b2db7b', '821e34e3-3fb2-46d4-8837-5aeb3bade76d']",43,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:15:43.688,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.2451,,,,,,,,,,,,,,,,,821e34e3-3fb2-46d4-8837-5aeb3bade76d,2361,,"[64.6, 30.5]",69174,60,,,,,-1.0195184,,Head,,,"[73.7, 15.7]",High Pass,,17.37383,,,,,Giovanni van Bronckhorst,17797.0,,,,,,Recovery,2,From Goal Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,149,Barcelona,217,"['90eff247-2c49-4715-8302-28c2dea8f7db', '94118c9d-c932-40ef-b94e-044f97e9dfcb']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:45.812,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,3.105333,,,,,,,,,,,,,,,,,3abcfbcb-d25a-49e5-8a48-a45089c725db,2365,,"[72.3, 17.3]",69174,60,,,,,0.6486901,,Left Foot,,,"[93.8, 33.6]",High Pass,,26.980364,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Giovanni van Bronckhorst,17797.0,Left Back,149,Barcelona,217,"['12ef0b34-bbca-40d6-8d43-ec7861b1257d', 'dcd71f27-2395-4543-a794-fb09c8a2adbb', 'fda35a29-d29c-47d9-ad05-c2fb97172374']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:47.137,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,2.002567,,,,,,,,,,,,,,,,,fda35a29-d29c-47d9-ad05-c2fb97172374,2367,,"[27.2, 47.4]",69174,60,,,,,-0.30337992,,Head,,,"[50.2, 40.2]",High Pass,,24.100622,,,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Juan Manuel Delgado Moreno,26492.0,Left Center Back,149,Barcelona,217,"['3abcfbcb-d25a-49e5-8a48-a45089c725db', 'b06b9bf4-e131-410a-ada1-1e00be1841e7']",50,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:15:50.242,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.7908,,,,,,,,,,,,,,,,,b06b9bf4-e131-410a-ada1-1e00be1841e7,2368,,"[70.8, 40.8]",69174,60,,,,,-1.8014647,,Right Foot,,,"[67.7, 27.6]",Low Pass,,13.55913,,,,,Anderson Luís de Souza,19757.0,,,,,,Recovery,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,149,Barcelona,217,"['fda35a29-d29c-47d9-ad05-c2fb97172374', 'ff6e0475-6684-479f-8049-e5079f33dbca']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:52.245,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,4.6342,,,,,,,,,,,,,,,,,9d52673b-de5b-4c51-8ec6-3e5155ac51cc,2372,,"[68.7, 26.8]",69174,60,,,,,-0.43108976,,Left Foot,,,"[102.4, 11.3]",High Pass,,37.093666,,,,,Javier Pedro Saviola Fernández,25962.0,,,,,,,2,From Goal Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,149,Barcelona,217,['cdbc010a-04b2-47e8-b32e-8cc96346991b'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:54.156,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.376201,,,,,,,,,,,,,,,,,70b95d7b-f4b5-4402-ba1b-7d54ce4cd75d,2375,,"[104.1, 10.4]",69174,61,,,,,1.9992335,,Right Foot,,,"[94.6, 31.2]",Ground Pass,,22.866789,,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Goal Kick,Javier Pedro Saviola Fernández,25962.0,Center Forward,149,Barcelona,217,['62f16df4-8f51-44a3-96c9-ba1eb5e55df1'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:00.407,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.9728,,,,,,,,,,,,,,,,,cf30e404-e4c1-4dbe-8988-ff177bd36d20,2379,,"[96.6, 31.4]",69174,61,,,,,1.6220335,,Right Foot,,,"[96.0, 43.1]",Ground Pass,,11.715375,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Goal Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,149,Barcelona,217,['67e2402d-d46c-467f-8858-889b37463feb'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:02.267,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.120465,,,,,,,,,,,,,,,,,e325aac4-f9a5-4a5e-af17-b23fca1aef10,2397,,"[21.2, 42.3]",69174,61,,,,,-1.1071488,,Right Foot,,,"[31.4, 21.9]",Ground Pass,,22.807894,,,,,Cristian Hidalgo González,26212.0,,,,,,,2,Regular Play,Sergio González Soriano,26206.0,Right Defensive Midfield,150,RC Deportivo La Coruña,219,['614d6b9e-0b74-4410-bd28-2d95aeeb562e'],12,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:16:12.650,Pass,,2006/2007
