50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,89490877-6bb9-4229-9106-5d4131459877,1,,,,70280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26221, 'name': 'Gustavo Adolfo Munúa Vera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27142, 'name': 'Christian Lell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 26444, 'name': 'Sergio Martínez Ballesteros'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 26226, 'name': 'José Javier Barkero Saludes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 26843, 'name': 'Juan Luis Gómez López'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 27143, 'name': 'Obafemi Akinwunmi Martins'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Levante UD,221,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,62df9937-dca3-4bed-878a-89c8500c3a61,2,,,,70280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6d9282a4-5507-4742-b72e-d4227fef8c85,3,,,,70280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['e3e4cb8d-2257-4034-91ab-76f88ab5be91'],0,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e3e4cb8d-2257-4034-91ab-76f88ab5be91,4,,,,70280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['6d9282a4-5507-4742-b72e-d4227fef8c85'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d4c98d4a-0e19-49bb-a82b-9405b5b990d3,2189,,,,70280,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,77,Barcelona,217,['305cfe2b-749a-4531-a977-b581c31dadc2'],0,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,305cfe2b-749a-4531-a977-b581c31dadc2,2190,,,,70280,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,77,Barcelona,217,['d4c98d4a-0e19-49bb-a82b-9405b5b990d3'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.7021,,,,,,,,,,,,,,57012e36-207e-4830-87a4-86f260c84da3,5,,,"[60.0, 40.0]",70280,0,,,,,-1.380808,,Left Foot,,,,"[60.5, 37.4]",,Ground Pass,2.6476405,,,,,José Javier Barkero Saludes,26226.0,,,,,,Kick Off,1,From Kick Off,Obafemi Akinwunmi Martins,27143.0,Center Forward,2,Levante UD,221,['332b939e-7617-40bf-8fce-bf51d6eba3d8'],0,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.407,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.1527,,,,,,,,,,,,,,e6425038-8ba5-4191-b0be-29fd5e019359,8,,,"[59.8, 38.8]",70280,0,,,,,3.0711212,,Left Foot,,,,"[51.3, 39.4]",,Ground Pass,8.521151,,,,,Vicente Iborra De La Fuente,3497.0,,,,,,,1,From Kick Off,José Javier Barkero Saludes,26226.0,Center Attacking Midfield,2,Levante UD,221,['959dd25a-c864-4909-8909-f1c86f9ec902'],1,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:01.150,Pass,,2012/2013
,,,,,,,,,,,,,,,,,2.040599,,,,,,,,,,,,,,7a88f9c6-fb8d-4c29-883f-71faeb5fb8df,11,,,"[49.6, 34.3]",70280,0,,,,,-1.8323416,,Right Foot,,,,"[44.3, 14.5]",,Ground Pass,20.497072,,,,,Juan Francisco García García,26023.0,,,,,,,1,From Kick Off,Vicente Iborra De La Fuente,3497.0,Left Defensive Midfield,2,Levante UD,221,['ed647764-d10b-4368-9fd8-a8f3487af416'],3,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:03.348,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.336784,,,,,,,,,,,,,,5e971fe2-0b32-49d4-a95b-ec02f7f7324b,14,,,"[44.3, 14.1]",70280,0,,,,,0.92916554,,Left Foot,,,,"[63.5, 39.8]",,Low Pass,32.080055,,,Incomplete,,,,,,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Back,2,Levante UD,221,['4bfb446f-ca5c-42ca-aac6-c4d656e41b2a'],5,,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:05.461,Pass,,2012/2013
