bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bcf2d26c-40ed-4567-884c-adbb3cb9ec27,3106,,"[74.5, 38.8]",68325,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,214,Barcelona,217,['80c8bfba-332e-48bc-bb64-9b117e711ae4'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:40:26.911,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1c0a407-cc9d-46e5-b3fb-0b573e2a14df,3109,,"[80.4, 48.7]",68325,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,214,Barcelona,217,['38be3b8e-ff0f-4492-81bc-27726e1f2d42'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:40:27.816,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,55ea754f-57ca-417b-9b2c-83a2133037a5,3112,,"[111.1, 60.9]",68325,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ludovic Giuly,25878.0,Right Wing,214,Barcelona,217,['cdf0dd96-46f9-496b-bc28-3e524b83a0d0'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:40:31.027,Ball Receipt*,,2005/2006
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3bfcfe60-9d39-4f51-a994-71b7a081f3d8,3115,,"[100.8, 54.6]",68325,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,214,Barcelona,217,['df9c8c1d-ed3d-49c2-a378-f4251bbd0df1'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:40:33.726,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,243b7b90-3a65-4017-8335-1d99ee48caf1,3120,,"[23.2, 27.7]",68325,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,215,Mallorca,1043,['eff71d7a-d3d1-450b-aa7a-f785bd4a6537'],37,,,,,,,,,,,,,,,,,Mallorca,1043,00:40:37.176,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e7f6d22-905f-45c6-b77c-a05a62e5e5cd,3122,,"[34.1, 28.3]",68325,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Fernando Arango Sáenz,25995.0,Left Wing,215,Mallorca,1043,['8009a781-3576-488b-aa47-91f33de43754'],38,,,,,,,,,,,,,,,,,Mallorca,1043,00:40:38.445,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,91526f50-16ab-4737-aa6b-f64dfe01ccb2,3125,,"[46.1, 16.3]",68325,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,215,Mallorca,1043,['f9f05021-ed85-468e-85ce-517d0855e4b8'],45,,,,,,,,,,,,,,,,,Mallorca,1043,00:40:45.954,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,810ab35e-1ad6-4ca2-a7a1-63399ff58360,3135,,"[86.4, 13.6]",68325,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Carlos de Araújo Nunes,25992.0,Left Center Back,216,Mallorca,1043,['82195459-5c20-4421-8c97-e5c1c4e0b487'],57,,,,,,,,,,,,,,,,,Mallorca,1043,00:40:57.409,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6688494a-b99f-4ffd-bc05-3513946bf5c5,3139,,"[76.3, 10.2]",68325,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alejandro Campano Hernando,25990.0,Left Defensive Midfield,216,Mallorca,1043,"['83d7450d-8227-4d42-9c1b-6ff6ac7679ae', 'bd395142-84bd-42c2-bddd-9ab0b3bc4a6b']",59,,,,,,,,,,,,,,,,,Mallorca,1043,00:40:59.038,Ball Receipt*,True,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d3fc46c-f8d0-47cb-9161-78e32f084e6f,3142,,"[78.2, 6.3]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Antoni Lluis Adrover Colom,25989.0,Center Forward,216,Mallorca,1043,['de787ffe-8cc1-472d-a571-3aa080ee916b'],0,,,,,,,,,,,,,,,,,Mallorca,1043,00:41:00.098,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5383b86-2e47-4bc0-9da4-f304ee196df2,3145,,"[78.9, 13.2]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alejandro Campano Hernando,25990.0,Left Defensive Midfield,216,Mallorca,1043,['8c7dc7ce-3382-4eca-b162-92a750b22b10'],0,,,,,,,,,,,,,,,,,Mallorca,1043,00:41:00.734,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,167f3da1-76ee-4b5b-892b-6ba7c1efa75a,3152,,"[50.3, 71.8]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ludovic Giuly,25878.0,Right Wing,216,Mallorca,1043,['ad2d442c-fc76-4e5f-aab1-0f9f4405056d'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:41:05.901,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c456caa-df97-4362-b523-c11a596d8a08,3160,,"[44.4, 43.2]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,217,Barcelona,217,['f67f0550-8092-4b0c-85d0-45b99d85e37f'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:41:19.098,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8951c523-615d-4852-8112-c9d9714afbae,3163,,"[66.3, 6.4]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,217,Barcelona,217,['e1a835aa-54de-444b-82ff-e33515eacc88'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:41:24.019,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2b640ff-7fd6-4fad-afdb-5e6104ddffce,3166,,"[94.9, 24.5]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,217,Barcelona,217,['372e29c3-1af7-41f2-90f7-5bf348ba6e02'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:41:30.022,Ball Receipt*,,2005/2006
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,46d28eee-f42a-4be4-a150-f328e96cbbb2,3169,,"[95.9, 39.4]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,217,Barcelona,217,['6fba3c7f-b90d-4d4b-9bb2-089bdd5ed6a8'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:41:32.462,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb47a960-943d-4f6f-ac8b-c92184bd4c70,3175,,"[54.3, 30.4]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Fernando Arango Sáenz,25995.0,Left Wing,218,Mallorca,1043,['69aee60e-ef27-47ef-aca7-98475acfb130'],36,,,,,,,,,,,,,,,,,Mallorca,1043,00:41:36.905,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,26bfc07e-8ce0-4f8e-bba0-25b2fb440524,3178,,"[42.5, 39.0]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antoni Lluis Adrover Colom,25989.0,Center Forward,218,Mallorca,1043,['2482c0f0-b3b2-4d28-8fae-2c14f5e61008'],38,,,,,,,,,,,,,,,,,Mallorca,1043,00:41:38.811,Ball Receipt*,,2005/2006
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,cdf3aff3-a6a1-4a96-a2a6-b116eb88b7a6,3181,,"[102.0, 61.7]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cristiano Doni,25996.0,Right Defensive Midfield,218,Mallorca,1043,['a6cee986-879d-4859-9eae-34e653b6ae82'],46,,,,,,,,,,,,,,,,,Mallorca,1043,00:41:46.523,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6fb33771-2ba9-477c-901c-2e1f5345cbfa,3185,,"[20.9, 40.7]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Rafael Márquez Álvarez,5558.0,Left Center Back,219,Barcelona,217,['6b8dac3d-4638-425f-951d-b7bd21e043fe'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:41:53.613,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2247543-b839-4720-941b-ceb6b48b8cd1,3188,,"[41.1, 43.0]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Anderson Luís de Souza,19757.0,Left Center Midfield,219,Barcelona,217,['7472bcd6-6409-4d2f-8ff4-30f05ce69f4a'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:41:55.674,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ec7a414-ef65-416b-854e-bd0d83da7d30,3191,,"[28.3, 53.3]",68325,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Rafael Márquez Álvarez,5558.0,Left Center Back,219,Barcelona,217,['915b417f-3851-4d49-b039-e858e0cdfed9'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:41:59.552,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4381c32-fac8-4c8b-bf53-d4ec7e4d6bc8,3194,,"[40.5, 68.7]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Gabriel Francisco García de la Torre,25925.0,Right Back,219,Barcelona,217,['d1f7a7ef-c01a-4124-b3ff-abdacef765ef'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:42:01.099,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a163105-a5fe-4f21-b6e3-efa5a352dc67,3197,,"[27.4, 61.3]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Rafael Márquez Álvarez,5558.0,Left Center Back,219,Barcelona,217,['8aa4d2b4-dc88-4659-bcf7-5ec0a698cea1'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:42:04.249,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a268803a-04cc-47ae-8344-bfb2b50b4a05,3200,,"[13.1, 45.5]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,219,Barcelona,217,['c1277a00-8f71-48c4-9d3a-e174ba8915dc'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:42:06.670,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c917aa08-ca0e-4933-b5ea-ad0d07a7e08c,3203,,"[65.9, 53.5]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Anderson Luís de Souza,19757.0,Left Center Midfield,219,Barcelona,217,['93a06508-ae1f-4f73-9448-7965da1199f8'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:42:11.970,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb182282-a1a5-4f58-9357-3f4116362931,3206,,"[76.2, 40.7]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Ronaldo de Assis Moreira,25879.0,Left Wing,219,Barcelona,217,['6e22e0b6-2500-4ffa-91cb-5fb0920daf62'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:42:15.001,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b911a5d8-4a6d-4797-9dcb-271923ceda90,3209,,"[84.8, 45.7]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Anderson Luís de Souza,19757.0,Left Center Midfield,219,Barcelona,217,['bd4b5fcd-d87b-444c-ae99-76dd220bbc70'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:42:16.173,Ball Receipt*,,2005/2006
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,db6e1826-7584-4b70-953a-f7286a6cffe7,3216,,"[41.2, 77.1]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Jonás Manuel Gutiérrez,25997.0,Right Wing,219,Barcelona,217,['e877af5c-40a9-46f3-b907-916779e4f651'],24,,,,,,,,,,,,,,,,,Mallorca,1043,00:42:24.702,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f6fbdc2-b63e-4f0c-99a8-16fac78012cf,3218,,"[71.6, 11.7]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,220,Barcelona,217,['c7d7ff5c-50e7-4aa9-9efa-d7a96020d1dd'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:42:28.025,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2292617-9329-4508-9f32-ae6a1b15cc64,3220,,"[69.0, 32.3]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,220,Barcelona,217,['e2152334-947d-4317-b71c-7f3c4061a665'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:42:29.710,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd379d9f-257c-42f2-9f8b-431ecf0630f7,3223,,"[87.3, 28.5]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,220,Barcelona,217,['d6472abe-f912-4f7e-b1d4-df8b13b007cf'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:42:32.089,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf8a989d-11e1-4ea6-9d5a-7570ff91543c,3227,,"[101.6, 32.9]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,220,Barcelona,217,"['56438072-252c-45dc-99f5-7ba6272f1a27', 'aea7421f-a73e-48a2-a5a0-106c0002f90a']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:42:34.103,Ball Receipt*,True,2005/2006
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,d0b43dd4-1f3f-418e-adfa-971a8e6dbf42,3235,,"[69.0, 75.2]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Juan Fernando Arango Sáenz,25995.0,Left Wing,221,Mallorca,1043,['e529f56a-b9c1-4fb6-b83a-b666fa4783cb'],50,,,,,,,,,,,,,,,,,Mallorca,1043,00:42:50.757,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,212fdedb-22b9-4fa7-bc5c-36b3ecd930f8,3243,,"[63.7, 62.4]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Cristiano Doni,25996.0,Right Defensive Midfield,221,Mallorca,1043,['072879ec-4346-4079-8f26-f50014ad3e23'],58,,,,,,,,,,,,,,,,,Mallorca,1043,00:42:58.197,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,96a046e7-6569-4448-bcbe-d8eb50e53b86,3246,,"[77.6, 71.8]",68325,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Jonás Manuel Gutiérrez,25997.0,Right Wing,221,Mallorca,1043,['c4d46817-8de2-4b0c-ae82-5ba0fb91cf59'],59,,,,,,,,,,,,,,,,,Mallorca,1043,00:42:59.988,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0448c418-5220-4988-b7c2-d3fb392bf1df,3250,,"[82.0, 65.5]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Alejandro Campano Hernando,25990.0,Left Defensive Midfield,221,Mallorca,1043,"['a403934d-975d-4004-92cc-753878f14e33', 'b8bcfcfc-58f7-4185-b0a2-6cfa01d8a57e']",2,,,,,,,,,,,,,,,,,Mallorca,1043,00:43:02.787,Ball Receipt*,True,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f252d80b-e330-4a7a-8f48-45d6ee7400ec,3253,,"[73.8, 72.9]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Jonás Manuel Gutiérrez,25997.0,Right Wing,221,Mallorca,1043,['008c3e6b-9da9-4c6d-8041-e27e381f9385'],4,,,,,,,,,,,,,,,,,Mallorca,1043,00:43:04.628,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc6bc452-8fb9-43e1-8306-78afc0603520,3256,,"[67.7, 62.4]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Cristiano Doni,25996.0,Right Defensive Midfield,221,Mallorca,1043,['fe29b80f-cd4b-4bd7-8a7b-a11d1f27dfe8'],5,,,,,,,,,,,,,,,,,Mallorca,1043,00:43:05.756,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,05c37757-5c5c-467c-9ea4-1bc4ba1e8f8e,3259,,"[86.6, 55.6]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Yoshito Ōkubo,25993.0,Center Attacking Midfield,221,Mallorca,1043,['a07900c5-cbe5-4d01-8167-e107fb2c9b9a'],7,,,,,,,,,,,,,,,,,Mallorca,1043,00:43:07.152,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7b71dbb-e2fa-4e27-8a0a-445b91bcc7ce,3262,,"[81.2, 59.4]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Juan Fernando Arango Sáenz,25995.0,Left Wing,221,Mallorca,1043,['e2fd7147-cb1c-4e31-9b73-f900c7edc91f'],8,,,,,,,,,,,,,,,,,Mallorca,1043,00:43:08.958,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c04613c-7b6a-42d9-974f-4a300726e09d,3265,,"[94.8, 61.9]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Alejandro Campano Hernando,25990.0,Left Defensive Midfield,221,Mallorca,1043,['4e2de943-5909-4fad-a1bd-bfcd17d6199b'],9,,,,,,,,,,,,,,,,,Mallorca,1043,00:43:09.672,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15aa4d0e-ae5b-4f17-98e3-0d107ced7c5a,3275,,"[66.5, 74.6]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonás Manuel Gutiérrez,25997.0,Right Wing,223,Mallorca,1043,['4000bc4e-e34d-469a-b7fd-9dc377080355'],45,,,,,,,,,,,,,,,,,Mallorca,1043,00:43:45.107,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c09c443a-0aba-4920-90fc-aaee0fb40398,3277,,"[84.1, 65.1]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yoshito Ōkubo,25993.0,Center Attacking Midfield,223,Mallorca,1043,['8810c020-bf80-468d-ace2-1628388b301a'],49,,,,,,,,,,,,,,,,,Mallorca,1043,00:43:49.805,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,321dc6bc-0652-4c8c-8686-5cde70ecaa44,3281,,"[78.9, 73.7]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alejandro Campano Hernando,25990.0,Left Defensive Midfield,223,Mallorca,1043,['58444d25-2e48-4c35-a938-ce811affabd8'],52,,,,,,,,,,,,,,,,,Mallorca,1043,00:43:52.049,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fe94503-49b4-4555-94cd-5a70086bd61e,3285,,"[16.3, 35.5]",68325,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,224,Barcelona,217,['90350768-bc36-4a6f-bc92-8a5846751043'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:43:58.464,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2498b0c-cd70-4c5b-b9bd-149c433e3d6f,3288,,"[22.6, 64.7]",68325,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gabriel Francisco García de la Torre,25925.0,Right Back,224,Barcelona,217,['43f182e4-d156-4619-90f0-47420cab7da0'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:44:00.921,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36fac724-6648-41ea-b0a7-0f3e94dbf94d,3291,,"[59.4, 76.4]",68325,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ludovic Giuly,25878.0,Right Wing,224,Barcelona,217,['65dcaac4-930c-488c-b738-f758b04057c2'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:44:06.305,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,176e7e79-75a9-4b29-91cb-6360f23d428f,3294,,"[36.7, 57.5]",68325,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,224,Barcelona,217,['862d1db8-bb0c-42b0-aaf0-50969c834a07'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:44:07.984,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13b98fb0-c8fc-4903-a1bb-a14501cf448f,3298,,"[107.1, 3.1]",68325,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,224,Barcelona,217,"['00bee2b0-1862-4192-8966-eac83084c316', '91d71aff-8214-493e-8f13-3e564ebe26dc']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:44:15.603,Ball Receipt*,True,2005/2006
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,0c74c719-cf84-4349-82f1-3f3d78052cef,3304,,"[105.6, 40.3]",68325,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,224,Barcelona,217,['66ab4a7a-d000-4206-9675-9527725cdaa0'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:44:20.677,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7817c0dc-9868-4f96-9222-efe037a119d0,3314,,"[42.8, 56.9]",68325,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gabriel Francisco García de la Torre,25925.0,Right Back,226,Barcelona,217,['d7dfd9ec-e951-4853-aa19-981d31db55c3'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:44:51.655,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,670c2c57-407d-4764-9fab-7bc0e14e456a,3318,,"[31.2, 43.9]",68325,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,226,Barcelona,217,['6db2c880-90f5-4b36-ac28-5d00824d5b36'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:44:56.274,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f59832c-cb89-4bd4-b3b4-3ddf5b1a048f,3321,,"[46.8, 43.4]",68325,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,226,Barcelona,217,['3543e640-d75b-4446-aba6-9e8a85cd0973'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:44:59.336,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7bddec6-49ba-430e-b5df-820ad2dfe259,3324,,"[36.3, 44.3]",68325,90,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,226,Barcelona,217,['d5c86c7d-0ffc-4dab-9d97-604edcdb07ad'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:45:00.407,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7d9d742-9504-49fa-8453-6e0917d95915,3327,,"[36.0, 16.3]",68325,90,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,226,Barcelona,217,['082dbc11-1017-4427-bd29-eaae322b62c4'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:45:03.565,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,68b8ac3d-fb58-409a-b3c6-4a857aacc459,3330,,"[32.3, 41.8]",68325,90,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,226,Barcelona,217,['52ea1fb1-3204-45cc-8664-8378c41b1de4'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:45:06.209,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fd728a8-b982-4727-96a8-d9bcb0898e7e,3333,,"[44.2, 67.8]",68325,90,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gabriel Francisco García de la Torre,25925.0,Right Back,226,Barcelona,217,['d9be47fe-f250-4c6c-9f59-d67f82d10125'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:45:09.051,Ball Receipt*,,2005/2006
