bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.100607,,,,,,,,,,,,,6a004867-fabf-4e02-8b35-33e0ac2b62b1,2574,,"[75.3, 28.7]",68325,66,,,,,-1.1643071,,Right Foot,,,,"[81.8, 13.6]",,Ground Pass,,16.439587,,Incomplete,,Fernando Navarro i Corbacho,6913.0,,,,,,,2,Regular Play,Francisco Javier Farinós Zapata,25998.0,Left Defensive Midfield,174,Mallorca,1043,"['34cd4d1f-cca5-4d66-a784-8bbb8f51c9dd', '54774aa1-de5a-4f7d-89af-03053bf55d3c']",40,,,,,,,,,,,,,,,,,Mallorca,1043,00:21:40.205,Pass,,2005/2006
,,,,,,,,,,,,,,,1.4946,,,,,,,,,,,,,5fac34fd-3706-4ddb-a577-3680ce77bc60,2582,,"[49.9, 77.3]",68325,66,,,,,-0.37883133,,Right Foot,,,,"[70.5, 69.1]",,Ground Pass,,22.172054,,Incomplete,,Henrik Larsson,15743.0,,,,,,,2,Regular Play,Ludovic Giuly,25878.0,Right Wing,175,Barcelona,217,"['69a04825-c820-473a-a549-3d5b6690303d', 'f985c13d-4781-4a30-947d-036322e13c28']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:21:44.934,Pass,,2005/2006
,,,,,,,,,,,,,,,1.497063,,,,,,,,,,,,,0756e582-389f-4c30-9be3-c47a1277b775,2585,,"[77.0, 80.0]",68325,67,,,,,-2.0109496,,,,,,"[69.7, 64.5]",,High Pass,,17.133009,,,,Anderson Luís de Souza,19757.0,,,,,,Throw-in,2,From Throw In,Oleguer Presas Renom,25873.0,Right Back,176,Barcelona,217,['18f52c81-0965-4a18-ab40-69dced85ec5f'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:22:01.320,Pass,,2005/2006
,,,,,,,,,,,,,,,2.138249,,,,,,,,,,,,,c1e4fb27-2934-4afe-9a29-88395e8e71c3,2588,,"[69.7, 64.5]",68325,67,,,,,-1.0435092,,Right Foot,,,,"[78.9, 48.7]",,High Pass,,18.283325,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,176,Barcelona,217,['acaf5f65-54ea-48d2-820c-9b99fd5762a3'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:22:03.102,Pass,,2005/2006
,,,,,,,,,,,,,,,1.188182,,,,,,,,,,,,,92d0f5bf-9c2a-4e25-a163-734dc042162b,2591,,"[77.0, 48.5]",68325,67,,,,,-2.957146,,Right Foot,,,,"[63.6, 46.0]",,Ground Pass,,13.631214,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,176,Barcelona,217,['61550270-9053-4b46-a8fc-d023fb7b1ade'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:22:05.321,Pass,,2005/2006
,,,,,,,,,,,,,,,1.937541,,,,,,,,,,,,,71e0c836-ffc4-4c8c-8575-3f3ba06e8c00,2594,,"[62.3, 45.7]",68325,67,,,,,-1.4972193,,Right Foot,,,,"[65.3, 5.0]",,Low Pass,,40.810417,,,,Sylvio Mendes Campos Junior,25854.0,,,True,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,176,Barcelona,217,['324e5225-60f4-41b7-9d29-65014f99cd15'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:22:07.351,Pass,,2005/2006
,,,,,,,,,,,,,,,1.146202,,,,,,,,,,,,,51a66911-8569-4c85-8dbd-8dcfbbb24c5e,2597,,"[73.4, 5.4]",68325,67,,,,,2.1486983,,Left Foot,,,,"[67.4, 14.6]",,Ground Pass,,10.983624,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,176,Barcelona,217,['457706ae-aba2-48b9-aa13-b3e394dd1564'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:22:11.483,Pass,,2005/2006
,,,,,,,,,,,,,,,1.417189,,,,,,,,,,,,,6c9580ef-66cd-4d28-89a9-39bbcd13c672,2600,,"[67.4, 14.6]",68325,67,,,,,1.5539912,,Right Foot,,,,"[67.8, 38.4]",,Ground Pass,,23.803362,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,176,Barcelona,217,['9f2e8095-f3f1-49f8-825a-9080a488fa91'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:22:13.448,Pass,,2005/2006
,,,,,,,,,,,,,,,1.200348,,,,,,,,,,,,,1d16d41f-1126-4d63-8c47-fa15ad437948,2603,,"[67.8, 40.1]",68325,67,,,,,1.0467242,,Right Foot,,,,"[74.1, 51.0]",,Ground Pass,,12.589679,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Throw In,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,176,Barcelona,217,['a624c1a9-2736-4ebe-9d7c-a1e1b261b22b'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:22:15.609,Pass,,2005/2006
,,,,,,,,,,,,,,,1.518878,,,,,,,,,,,,,3c572b83-2cca-4d3f-aab7-1dc4e3d90892,2606,,"[74.1, 51.0]",68325,67,,,,,0.6813575,,Right Foot,,,,"[101.6, 73.3]",,Ground Pass,,35.405365,,,,Ludovic Giuly,25878.0,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,176,Barcelona,217,['f21bd358-b3d8-435a-b433-33fc7a65e17e'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:22:18.267,Pass,,2005/2006
,,,,,,,,,,,,,,,1.1703,,,,,,,,,,,,,381f9418-f29a-4486-a75f-9f03e8bee016,2614,,"[109.8, 78.1]",68325,67,,,,,-1.5880857,,Right Foot,True,,,"[109.2, 43.4]",,High Pass,,34.70519,,,,Henrik Larsson,15743.0,,,,,,,2,From Throw In,Ludovic Giuly,25878.0,Right Wing,176,Barcelona,217,['6ed2f6e9-f214-4746-8366-2761b98add9d'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:22:24.498,Pass,,2005/2006
,,,,,,,,,,,,,,,1.04435,,,,,,,,,,,,,2274d313-8896-4322-a319-d13e10bb79bd,2628,,"[83.9, 41.6]",68325,67,,,,,-1.0545657,,Right Foot,,,,"[92.3, 26.8]",,Ground Pass,,17.017637,,,,Víctor Casadesús Castaño,23791.0,,,,,,,2,From Throw In,Jonás Manuel Gutiérrez,25997.0,Right Wing,176,Barcelona,217,['79f346be-e42b-447b-9468-69df5d96c8f4'],42,,,,,,,,,,,,,,,,,Mallorca,1043,00:22:42.558,Pass,,2005/2006
,,,,,,,,,,,,,,,2.635695,,,,,,,,,,,,,8808d0de-8ae9-4a5f-a022-1675dcc844cd,2633,,"[91.1, 30.2]",68325,67,,,,,2.2158797,,Right Foot,,,,"[83.5, 40.3]",,Ground Pass,,12.640016,,Incomplete,,,,,,,,,,2,From Throw In,Víctor Casadesús Castaño,23791.0,Center Forward,176,Barcelona,217,"['5261fed4-30cf-49da-bc46-ef992134f068', 'f77583fa-5e2d-4297-8e09-34363a84e17e']",45,,,,,,,,,,,,,,,,,Mallorca,1043,00:22:45.462,Pass,True,2005/2006
,,,,,,,,,,,,,,,3.439968,,,,,,,,,,,,,fb794735-1c6b-432a-b3aa-2180a3e71ae0,2637,,"[35.4, 46.0]",68325,67,,,,,1.1437702,,Right Foot,,,,"[44.0, 64.9]",,Ground Pass,,20.764633,,,,Oleguer Presas Renom,25873.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,176,Barcelona,217,['30f975e5-8a03-47a1-ae2d-0dbdafd90118'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:22:50.028,Pass,,2005/2006
,,,,,,,,,,,,,,,1.056624,,,,,,,,,,,,,8397d6fa-34d9-4a42-aabc-989649217c24,2640,,"[43.8, 60.7]",68325,67,,,,,0.42361894,,Right Foot,,,,"[76.4, 75.4]",,Ground Pass,,35.761013,,,,Ludovic Giuly,25878.0,,,,,,,2,From Throw In,Oleguer Presas Renom,25873.0,Right Back,176,Barcelona,217,['11c69e26-ba23-4c43-bea2-481fd1c97370'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:22:54.009,Pass,,2005/2006
,,,,,,,,,,,,,,,1.670182,,,,,,,,,,,,,4923c9b5-ef0d-4251-8563-fe73485774b7,2643,,"[75.6, 76.0]",68325,67,,,,,-2.221873,,Right Foot,,,,"[64.4, 61.3]",,Ground Pass,,18.48053,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Throw In,Ludovic Giuly,25878.0,Right Wing,176,Barcelona,217,['9ecf6da7-e6ca-4149-a817-88821dff0236'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:22:55.185,Pass,,2005/2006
,,,,,,,,,,,,,,,1.247545,,,,,,,,,,,,,6582e03e-4808-42eb-9b1b-60b32877f94c,2646,,"[76.2, 54.8]",68325,67,,,,,-2.165866,,Right Foot,,,,"[67.4, 41.8]",,Ground Pass,,15.698407,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,176,Barcelona,217,['dc0dd9cc-9196-45a5-8bf6-fd5e77603b9f'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:22:58.736,Pass,,2005/2006
,,,,,,,,,,,,,,,1.25011,,,,,,,,,,,,,a1d31471-361e-4f2f-b52d-2445d3c2a229,2649,,"[67.4, 41.8]",68325,68,,,,,-1.5491781,,Right Foot,,,,"[67.8, 23.3]",,Ground Pass,,18.504324,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,176,Barcelona,217,['5b51d5ca-f3a0-4a24-a5f4-9fcd1c7e67e1'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:23:01.246,Pass,,2005/2006
,,,,,,,,,,,,,,,2.221504,,,,,,,,,,,,,2cdb1418-1379-4cb9-a522-79ba94a2fd38,2652,,"[70.7, 23.1]",68325,68,,,,,-0.88806623,,Right Foot,,,,"[78.1, 14.0]",,Ground Pass,,11.729024,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,2,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,176,Barcelona,217,['8442dc03-ef12-4ded-bb27-d92faf257f7a'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:23:03.869,Pass,,2005/2006
,,,,,,,,,,,,,,,0.7958,,,,,,,,,,,,,39dea00e-b0a3-49f6-9cbb-014c21e66d88,2655,,"[80.4, 10.7]",68325,68,,,,,-3.034857,,Left Foot,,,,"[72.0, 9.8]",,Ground Pass,,8.448076,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,176,Barcelona,217,['ad30a8a7-c32c-4867-ba18-e3467b4e9399'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:23:06.211,Pass,,2005/2006
,,,,,,,,,,,,,,,0.876727,,,,,,,,,,,,,92d017bf-e57f-4fba-8ac0-42719519e063,2658,,"[72.0, 9.8]",68325,68,,,,,-0.34724078,,Right Foot,,,,"[82.5, 6.0]",,Ground Pass,,11.166468,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,2,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,176,Barcelona,217,['4b2aba56-b08b-4d21-aea3-2145cceed57c'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:23:07.086,Pass,,2005/2006
,,,,,,,,,,,,,,,1.128544,,,,,,,,,,,,,e7b6168c-0fcc-4f4a-8d1b-0d14caac316c,2664,,"[37.5, 80.0]",68325,68,,,,,-1.0235875,,,,,,"[46.7, 64.9]",,Low Pass,,17.681911,,,,Cristiano Doni,25996.0,,,,,,Throw-in,2,From Throw In,David Cortés Caballero,25994.0,Right Back,177,Mallorca,1043,['8209e172-19e0-48c0-a67c-59102306b332'],15,,,,,,,,,,,,,,,,,Mallorca,1043,00:23:15.651,Pass,,2005/2006
,,,,,,,,,,,,,,,2.420984,,,,,,,,,,,,,29282b87-0443-401c-a6d7-750615523c53,2666,,"[72.1, 55.4]",68325,68,,True,,,-1.7078625,,Right Foot,,,,"[68.1, 26.4]",,Ground Pass,,29.274563,,Incomplete,,,,,,,,,,2,From Throw In,Cristiano Doni,25996.0,Right Defensive Midfield,177,Mallorca,1043,['73cf2490-4df3-491b-88e3-f47ccb1c5270'],26,,,,,,,,,,,,,,,,,Mallorca,1043,00:23:26.413,Pass,,2005/2006
,,,,,,,,,,,,,,,1.982203,,,,,,,,,,,,,6c79d225-639a-4842-aa57-4266ba03f646,2668,,"[69.2, 54.6]",68325,68,,True,,,-2.1178734,,Right Foot,,,,"[62.5, 43.6]",,Ground Pass,,12.879829,,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,Regular Play,Oleguer Presas Renom,25873.0,Right Back,178,Barcelona,217,['32d1ac90-0373-4333-af6a-8a2f8a340a9c'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:23:31.600,Pass,,2005/2006
,,,,,,,,,,,,,,,1.504342,,,,,,,,,,,,,e8816eec-0443-4319-a05b-5da84809ffb2,2670,,"[63.2, 47.2]",68325,68,,True,,,-1.0891327,,Right Foot,,,,"[72.4, 29.6]",,Ground Pass,,19.859507,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,178,Barcelona,217,['c93e4654-4a2c-49ee-850c-1756e8dd9e5a'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:23:33.662,Pass,,2005/2006
,,,,,,,,,,,,,,,0.550991,,,,,,,,,,,,,a58ec5a6-f0d1-48e7-88ab-65621aee3639,2673,,"[82.3, 20.3]",68325,68,,,,,0.9953717,,Right Foot,,,,"[87.1, 27.7]",,Ground Pass,,8.820431,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,178,Barcelona,217,['1c6314b4-47c6-4627-b3eb-2d81f103571e'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:23:37.338,Pass,,2005/2006
,,,,,,,,,,,,,,,4.416574,,,,,,,,,,,,,67dec10c-e6c4-4d20-916e-bc16b7383e33,2676,,"[86.7, 27.7]",68325,68,,,,,-0.29345623,,Right Foot,,,,"[118.8, 18.0]",,Ground Pass,,33.533566,,Out,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,178,Barcelona,217,['a62dab2d-107b-4a32-9ae8-d5308af3eca2'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.482,Pass,,2005/2006
,,,,,,,,,,,,,,,3.6691,,,,,,,,,,,,,db8b5555-c6ba-4970-8397-4f73e70545ef,2679,,"[7.0, 37.0]",68325,69,,,,,-0.3203986,,Right Foot,,,,"[73.6, 14.9]",,High Pass,,70.171005,,Incomplete,,,,,,,,,Goal Kick,2,From Goal Kick,Miguel Ángel Moyà Rumbo,7069.0,Goalkeeper,179,Mallorca,1043,['f2d15ab8-0dbe-4276-8b94-f22a119b547d'],2,,,,,,,,,,,,,,,,,Mallorca,1043,00:24:02.615,Pass,,2005/2006
,,,,,,,,,,,,,,,2.270377,,,,,,,,,,,,,504d09d5-d8a3-4709-8902-19563e5ce10f,2682,,"[57.0, 17.2]",68325,69,,,,,-0.38810357,,Head,,,,"[75.1, 9.8]",,High Pass,,19.554283,,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Fernando Navarro i Corbacho,6913.0,Left Back,179,Mallorca,1043,['5e44dd76-b48a-4f7d-8963-1cb11f0c2fb6'],7,,,,,,,,,,,,,,,,,Mallorca,1043,00:24:07.751,Pass,,2005/2006
,,,,,,,,,,,,,,,0.9303,,,,,,,,,,,,,5e44dd76-b48a-4f7d-8963-1cb11f0c2fb6,2683,,"[45.9, 71.2]",68325,69,,,,,-0.34724078,,Head,,,,"[56.4, 67.4]",,High Pass,,11.166468,,,,Ludovic Giuly,25878.0,,,,,,Recovery,2,From Goal Kick,Oleguer Presas Renom,25873.0,Right Back,179,Mallorca,1043,"['504d09d5-d8a3-4709-8902-19563e5ce10f', '9eac6499-9d0d-4c99-9141-cf6305f2ab39']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:24:10.022,Pass,,2005/2006
,,,,,,,,,,,,,,,1.542915,,,,,,,,,,,,,c0c35269-5741-4324-9b35-d4e98f71ec65,2685,,"[56.4, 67.4]",68325,69,,,,,0.063023224,,Head,,,,"[77.0, 68.7]",,High Pass,,20.640978,,Incomplete,,Henrik Larsson,15743.0,,,,,,,2,From Goal Kick,Ludovic Giuly,25878.0,Right Wing,179,Mallorca,1043,"['c7c99acc-924b-471b-85d9-aab3cc498907', 'fdd4bf79-1815-462c-937c-a45fd375b94e']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:24:11.032,Pass,,2005/2006
,,,,,,,,,,,,,,,1.460477,,,,,,,,,,,,,ab705ce6-555d-465e-82c7-0f3e05f14ee0,2688,,"[78.7, 80.0]",68325,69,,,,,-1.2561378,,,,,,"[85.6, 58.8]",,High Pass,,22.294619,,Incomplete,,,,,,,,,Throw-in,2,From Throw In,Oleguer Presas Renom,25873.0,Right Back,180,Barcelona,217,['549795e5-bf4b-49e3-99d3-769a8dfe6cf6'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:24:28.499,Pass,,2005/2006
,,,,,,,,,,,,,,,1.190396,,,,,,,,,,,,,549795e5-bf4b-49e3-99d3-769a8dfe6cf6,2689,,"[35.4, 22.2]",68325,69,,,,,-0.09148702,,Head,,,,"[46.3, 21.2]",,High Pass,,10.945775,,,,Cristiano Doni,25996.0,,,,,,Recovery,2,Regular Play,Francisco Javier Farinós Zapata,25998.0,Left Defensive Midfield,181,Mallorca,1043,"['8c3c7922-b1af-4fc3-a067-dd932928c7eb', 'ab705ce6-555d-465e-82c7-0f3e05f14ee0']",29,,,,,,,,,,,,,,,,,Mallorca,1043,00:24:29.959,Pass,,2005/2006
,,,,,,,,,,,,,,,0.615124,,,,,,,,,,,,,40cfbdf0-cbc6-4c89-8172-af0130c8c3e0,2692,,"[46.3, 21.2]",68325,69,,,,,2.5982661,,Right Foot,,,,"[36.2, 27.3]",,Ground Pass,,11.799152,,,,Francisco Javier Farinós Zapata,25998.0,,,,,,,2,Regular Play,Cristiano Doni,25996.0,Right Defensive Midfield,181,Mallorca,1043,['fe6e0d77-bc50-4bd6-9c33-bf97379fc223'],33,,,,,,,,,,,,,,,,,Mallorca,1043,00:24:33.641,Pass,,2005/2006
,,,,,,,,,,,,,,,0.739347,,,,,,,,,,,,,6cb192ee-7b34-4830-8c62-44ba0b8d80f0,2696,,"[37.3, 26.4]",68325,69,,,,,-1.46523,,Right Foot,,,,"[38.9, 11.3]",,Ground Pass,,15.184531,,,,Juan Fernando Arango Sáenz,25995.0,,,,,,,2,Regular Play,Francisco Javier Farinós Zapata,25998.0,Left Defensive Midfield,181,Mallorca,1043,"['4fc6bc1a-3841-4efd-a264-4b7b76e67d05', '65692075-7ff4-4482-99c8-146fec751fb4']",34,,,,,,,,,,,,,,,,,Mallorca,1043,00:24:34.420,Pass,True,2005/2006
,,,,,,,,,,,,,,,1.314292,,,,,,,,,,,,,89b0a146-8530-4c75-95a7-97fa01dbba6a,2699,,"[38.9, 11.3]",68325,69,,,,,3.1042268,,Left Foot,,,,"[28.2, 11.7]",,High Pass,,10.707474,,,,Fernando Navarro i Corbacho,6913.0,,,,,,,2,Regular Play,Juan Fernando Arango Sáenz,25995.0,Left Wing,181,Mallorca,1043,['38b0579f-7d2f-456d-b834-59ba3135fbdc'],35,,,,,,,,,,,,,,,,,Mallorca,1043,00:24:35.489,Pass,,2005/2006
,,,,,,,,,,,,,,,2.347179,,,,,,,,,,,,,5ae24fbb-e216-492e-a072-5545bdc82093,2703,,"[29.1, 6.3]",68325,69,,,,,0.41148973,,Left Foot,,,,"[74.7, 26.2]",,High Pass,,49.75309,,,,Víctor Casadesús Castaño,23791.0,,,,,,,2,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,181,Mallorca,1043,"['08397000-c082-4a4b-bee0-9d435cf0c4c2', '3980b717-d52b-45c1-b2fd-c6721f6e16fe']",37,,,,,,,,,,,,,,,,,Mallorca,1043,00:24:37.775,Pass,True,2005/2006
,,,,,,,,,,,,,,,3.477579,,,,,,,,,,,,,7f1b3293-77ab-4559-bfcd-85cf446c096b,2705,,"[74.2, 26.0]",68325,69,,,,,1.1006129,,Head,,,,"[86.6, 50.4]",,High Pass,,27.370056,,Incomplete,,,,,,,,,,2,Regular Play,Víctor Casadesús Castaño,23791.0,Center Forward,181,Mallorca,1043,['1a9dae63-e800-4964-8150-9f21ae5af905'],40,,,,,,,,,,,,,,,,,Mallorca,1043,00:24:40.122,Pass,,2005/2006
,,,,,,,,,,,,,,,4.1462,,,,,,,,,,,,,be9622a6-7e7c-4e17-90e5-28ab46140fac,2708,,"[39.4, 18.4]",68325,69,,,,,-0.28708237,,Left Foot,,,,"[91.9, 2.9]",,High Pass,,54.740295,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,182,Barcelona,217,['e39f1e25-ea39-4047-9654-7f39d775bb3f'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:24:45.550,Pass,,2005/2006
,,,,,,,,,,,,,,,0.8103,,,,,,,,,,,,,86f1472a-991c-4bea-9abc-11bb0b18bde8,2717,,"[109.2, 16.1]",68325,70,,,,,1.2295042,,Right Foot,True,,,"[115.7, 34.4]",,Ground Pass,,19.420094,,Incomplete,,,,,,,,,Free Kick,2,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,183,Barcelona,217,['1f2a8b8a-2f11-42d8-85f3-9e5b22d31b88'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:25:42.237,Pass,,2005/2006
,,,,,,,,,,,,,,,2.68903,,,,,,,,,,,,,b62e5946-ea4d-49be-b1dc-5005f2c73227,2720,,"[95.9, 1.0]",68325,70,,True,,,0.91467315,,,,,,"[104.6, 12.3]",,Low Pass,,14.261136,,,,Ronaldo de Assis Moreira,25879.0,,,,,,Throw-in,2,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,184,Barcelona,217,['33ecc169-2871-40df-9ce9-c3fee3ad0e5f'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:25:57.673,Pass,,2005/2006
,,,,,,,,,,,,,,,1.132789,,,,,,,,,,,,,b5e01262-07ab-4ff6-b400-3c6f0e64db78,2722,,"[103.5, 11.9]",68325,71,,,,,-2.8052294,,Right Foot,,,,"[89.2, 6.9]",,Ground Pass,,15.148928,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,184,Barcelona,217,['e61a022f-449c-445b-8d1a-19aeefcdbf1e'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:26:00.466,Pass,,2005/2006
,,,,,,,,,,,,,,,1.037987,,,,,,,,,,,,,33826283-387c-491a-b64a-f9319f723289,2725,,"[88.2, 6.9]",68325,71,,,,,1.6016235,,Right Foot,,,,"[87.5, 29.6]",,Ground Pass,,22.71079,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,184,Barcelona,217,['3c8fa7e8-7ba1-4310-9323-b46457b38f93'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:26:02.555,Pass,,2005/2006
,,,,,,,,,,,,,,,1.849727,,,,,,,,,,,,,5098c3b2-f533-4cf7-aa60-2f5d55c17f75,2728,,"[87.3, 29.8]",68325,71,,,,,1.6328467,,Right Foot,,,,"[85.2, 63.6]",,Ground Pass,,33.865173,,,,Oleguer Presas Renom,25873.0,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,184,Barcelona,217,['5c894ba2-c7c2-49d2-b8d9-7ec0a29995d3'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:26:04.909,Pass,,2005/2006
,,,,,,,,,,,,,,,2.056681,,,,,,,,,,,,,5db5947e-a690-4c52-981e-b481538ef5cd,2731,,"[86.5, 65.1]",68325,71,,,,,-1.9992826,,Right Foot,,,,"[79.1, 48.9]",,Ground Pass,,17.81011,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Throw In,Oleguer Presas Renom,25873.0,Right Back,184,Barcelona,217,['c05e9b91-3726-4b14-9b9d-61860c73fe3d'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:26:07.675,Pass,,2005/2006
,,,,,,,,,,,,,,,1.4434,,,,,,,,,,,,,ca5e479e-27a8-4e4b-a43f-64777feb8c62,2734,,"[79.1, 48.9]",68325,71,,,,,1.4300661,,Right Foot,,,,"[80.8, 60.9]",,Ground Pass,,12.119819,,,,Oleguer Presas Renom,25873.0,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,184,Barcelona,217,['15057e13-2ff6-4ebe-965d-52660b3bf155'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:26:12.272,Pass,,2005/2006
,,,,,,,,,,,,,,,1.195266,,,,,,,,,,,,,639952f3-17a3-4d02-8b27-f8da33d07814,2737,,"[82.7, 73.9]",68325,71,,,,,-1.9936502,,Right Foot,,,,"[79.1, 65.9]",,Ground Pass,,8.772685,,,,Anderson Luís de Souza,19757.0,,,,,,,2,From Throw In,Oleguer Presas Renom,25873.0,Right Back,184,Barcelona,217,['e66d413f-d538-4e39-8fca-a6df5094cf25'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:26:13.836,Pass,,2005/2006
,,,,,,,,,,,,,,,1.535695,,,,,,,,,,,,,c0ce9251-c6db-4e5d-bf1f-3543b51cc89b,2741,,"[78.3, 66.8]",68325,71,,,,,-1.3494819,,Right Foot,,,,"[81.9, 50.8]",,Ground Pass,,16.4,,,,Ludovic Giuly,25878.0,,,,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,184,Barcelona,217,"['1bd40618-d082-400c-9cdc-13407bd66c4c', '3a795c2d-8500-4a39-86e5-d241152760a1']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:26:15.151,Pass,True,2005/2006
