Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
Claudio Bravo,cl CHI,GK,33.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Javier Mascherano,ar ARG,DF,32.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Lionel Messi,ar ARG,FW,29.0,2,2,180.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.5,1.5,Matches,Barcelona
Arda Turan,tr TUR,FW,29.0,2,2,166.0,1.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.08,0.54,1.63,1.08,1.63,Matches,Barcelona
Sergio Busquets,es ESP,MF,28.0,2,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Denis Suárez,es ESP,MF,22.0,2,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Lucas Digne,fr FRA,DF,23.0,2,1,124.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.73,Matches,Barcelona
Ivan Rakitić,hr CRO,MF,28.0,2,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Munir El Haddadi,ma MAR,FW,20.0,2,1,104.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.87,0.0,0.87,0.87,0.87,Matches,Barcelona
André Gomes,pt POR,MF,23.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Gerard Piqué,es ESP,DF,29.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Sergi Roberto,es ESP,DF,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Luis Suárez,uy URU,FW,29.0,1,1,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,Matches,Barcelona
Samuel Umtiti,fr FRA,DF,22.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Aleix Vidal,es ESP,DF,26.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Andrés Iniesta,es ESP,MF,32.0,1,1,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jérémy Mathieu,fr FRA,DF,32.0,1,1,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jordi Alba,es ESP,"DF,MF",27.0,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Sergi Samper,es ESP,MF,21.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jordi Masip,es ESP,GK,27.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
