Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
Samuel Umtiti,fr FRA,DF,22.0,9,9,785.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jasper Cillessen,nl NED,GK,27.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Lionel Messi,ar ARG,"FW,MF",29.0,7,7,630.0,7.0,5.0,3.0,8.0,4.0,1.0,1.0,3.0,0.0,0.71,0.43,1.14,0.57,1.0,Matches,Barcelona
Gerard Piqué,es ESP,DF,29.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jordi Alba,es ESP,"DF,MF",27.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Luis Suárez,uy URU,FW,29.0,6,6,539.0,6.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,1.0,0.67,0.17,0.83,0.67,0.83,Matches,Barcelona
Neymar,br BRA,"FW,MF",24.0,6,6,519.0,5.8,3.0,2.0,5.0,1.0,2.0,2.0,3.0,0.0,0.52,0.35,0.87,0.17,0.52,Matches,Barcelona
Ivan Rakitić,hr CRO,MF,28.0,8,6,475.0,5.3,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.19,0.19,0.38,0.0,0.19,Matches,Barcelona
Sergi Roberto,es ESP,"DF,MF",24.0,6,6,461.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
André Gomes,pt POR,MF,23.0,8,4,508.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,Barcelona
Denis Suárez,es ESP,MF,22.0,7,4,391.0,4.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,Matches,Barcelona
Sergio Busquets,es ESP,MF,28.0,5,4,381.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Andrés Iniesta,es ESP,MF,32.0,5,4,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Javier Mascherano,ar ARG,"DF,MF",32.0,5,4,284.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,Barcelona
Rafinha,br BRA,MF,23.0,4,3,277.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,Barcelona
Paco Alcácer,es ESP,FW,22.0,4,3,273.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,Matches,Barcelona
Lucas Digne,fr FRA,"DF,MF",23.0,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Barcelona
Arda Turan,tr TUR,"FW,MF",29.0,5,3,268.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,1.34,1.34,Matches,Barcelona
Aleix Vidal,es ESP,"DF,MF",26.0,4,2,233.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,0.39,0.0,0.39,Matches,Barcelona
Borja López,es ESP,DF,22.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Marc-André ter Stegen,de GER,GK,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Carles Aleñá,es ESP,MF,18.0,1,1,75.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,1.2,Matches,Barcelona
Àlex Carbonell,es ESP,MF,18.0,1,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Nili,es ESP,DF,22.0,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Marc Cardona,es ESP,FW,21.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Marlon,br BRA,"DF,MF",20.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
Jordi Masip,es ESP,GK,27.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
Jérémy Mathieu,fr FRA,DF,32.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
Unai Simón,es ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
