Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
Sergio Busquets,es ESP,MF,25.0,32,30.0,2649,29.4,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,Barcelona
Lionel Messi,ar ARG,"FW,MF",26.0,31,29.0,2501,27.8,28.0,11.0,39.0,21.0,7.0,8.0,2.0,0.0,1.01,0.4,1.4,0.76,1.15,Matches,Barcelona
Cesc Fàbregas,es ESP,"FW,MF",26.0,36,28.0,2460,27.3,8.0,14.0,22.0,6.0,2.0,2.0,4.0,0.0,0.29,0.51,0.8,0.22,0.73,Matches,Barcelona
Pedro,es ESP,"FW,MF",26.0,37,28.0,2349,26.1,15.0,8.0,23.0,15.0,0.0,0.0,3.0,0.0,0.57,0.31,0.88,0.57,0.88,Matches,Barcelona
Andrés Iniesta,es ESP,MF,29.0,35,27.0,2482,27.6,3.0,7.0,10.0,2.0,1.0,1.0,0.0,0.0,0.11,0.25,0.36,0.07,0.33,Matches,Barcelona
Alexis Sánchez,cl CHI,"FW,MF",24.0,34,27.0,2369,26.3,19.0,10.0,29.0,19.0,0.0,0.0,3.0,0.0,0.72,0.38,1.1,0.72,1.1,Matches,Barcelona
Javier Mascherano,ar ARG,"DF,MF",29.0,28,27.0,2358,26.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Dani Alves,br BRA,"DF,MF",30.0,27,26.0,2385,26.5,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,0.08,0.11,0.19,0.08,0.19,Matches,Barcelona
Gerard Piqué,es ESP,DF,26.0,26,26.0,2308,25.6,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Barcelona
Víctor Valdés,es ESP,GK,31.0,26,26.0,2272,25.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Xavi,es ESP,MF,33.0,30,26.0,2233,24.8,3.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,0.12,0.08,0.2,0.12,0.2,Matches,Barcelona
Adriano,br BRA,"DF,MF",28.0,26,24.0,2071,23.0,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,0.13,0.04,0.17,0.13,0.17,Matches,Barcelona
Neymar,br BRA,"FW,MF",21.0,26,19.0,1734,19.3,9.0,8.0,17.0,8.0,1.0,1.0,6.0,0.0,0.47,0.42,0.88,0.42,0.83,Matches,Barcelona
Marc Bartra,es ESP,DF,22.0,20,17.0,1592,17.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.11,0.06,0.11,Matches,Barcelona
Jordi Alba,es ESP,"DF,MF",24.0,15,14.0,1240,13.8,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.15,0.15,0.0,0.15,Matches,Barcelona
José Manuel Pinto,es ESP,GK,37.0,13,12.0,1148,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Alexandre Song,cm CMR,"DF,MF",25.0,19,12.0,1134,12.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Martín Montoya,es ESP,DF,22.0,13,12.0,1123,12.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,Barcelona
Carles Puyol,es ESP,DF,35.0,5,5.0,426,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Barcelona
Cristian Tello,es ESP,"FW,MF",21.0,22,2.0,431,4.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.21,0.42,0.63,0.21,0.63,Matches,Barcelona
Sergi Roberto,es ESP,"DF,MF",21.0,17,1.0,299,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jonathan dos Santos,mx MEX,MF,23.0,3,0.0,22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Adama Traoré,es ESP,"FW,MF",17.0,1,0.0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jean Marie Dongou,cm CMR,FW,18.0,1,0.0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Ibrahim Afellay,nl NED,"FW,MF",27.0,1,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
