Temporada,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
2022-2023,Jules Koundé,fr FRA,DF,23.0,2,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Robert Lewandowski,pl POL,FW,33.0,2,2,210.0,2.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.86,0.43,1.29,0.86,1.29,Matches,Barcelona
2022-2023,Marc-André ter Stegen,de GER,GK,30.0,2,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Pedri,es ESP,MF,19.0,2,2,209.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.43,0.0,0.43,0.43,0.43,Matches,Barcelona
2022-2023,Ronald Araújo,uy URU,DF,23.0,2,2,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Gavi,es ESP,MF,17.0,2,2,184.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.49,0.98,1.47,0.49,1.47,Matches,Barcelona
2022-2023,Frenkie de Jong,nl NED,MF,25.0,2,2,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Ousmane Dembélé,fr FRA,"MF,FW",25.0,2,2,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Sergio Busquets,es ESP,MF,34.0,2,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Andreas Christensen,dk DEN,DF,26.0,2,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Raphinha,br BRA,FW,25.0,2,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Alejandro Balde,es ESP,DF,18.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Jordi Alba,es ESP,DF,33.0,1,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Sergi Roberto,es ESP,DF,30.0,2,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Ferrán Torres,es ESP,"FW,MF",22.0,1,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Marcos Alonso,es ESP,"DF,MF",31.0,1,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Ansu Fati,es ESP,"FW,MF",19.0,2,0,32.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.81,0.0,2.81,2.81,2.81,Matches,Barcelona
2022-2023,Franck Kessié,ci CIV,"DF,MF",25.0,2,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Eric García,es ESP,"DF,MF",21.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
2022-2023,Memphis,nl NED,"FW,MF",28.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
2022-2023,Iñaki Peña,es ESP,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
2022-2023,Arnau Tenas,es ESP,GK,21.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
