Temporada,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
2017-2018,Sergio Busquets,es ESP,MF,29.0,2,2,180.0,2.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Lionel Messi,ar ARG,FW,30.0,2,2,180.0,2.0,1.0,,,0.0,1.0,1.0,1.0,0.0,0.5,,,0.0,,Matches,Barcelona
2017-2018,Luis Suárez,uy URU,FW,30.0,2,2,180.0,2.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Marc-André ter Stegen,de GER,GK,25.0,2,2,180.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Samuel Umtiti,fr FRA,DF,23.0,2,2,180.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Ivan Rakitić,hr CRO,MF,29.0,2,2,172.0,1.9,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Jordi Alba,es ESP,"MF,DF",28.0,2,2,167.0,1.9,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Gerard Piqué,es ESP,DF,30.0,2,2,139.0,1.5,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Sergi Roberto,es ESP,MF,25.0,2,1,113.0,1.3,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Javier Mascherano,ar ARG,DF,33.0,1,1,90.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Aleix Vidal,es ESP,DF,27.0,1,1,90.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Gerard Deulofeu,es ESP,FW,23.0,2,1,77.0,0.9,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,André Gomes,pt POR,MF,24.0,1,1,71.0,0.8,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Andrés Iniesta,es ESP,MF,33.0,1,1,67.0,0.7,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Nélson Semedo,pt POR,"DF,MF",23.0,1,0,41.0,0.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Denis Suárez,es ESP,MF,23.0,1,0,32.0,0.4,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Lucas Digne,fr FRA,"DF,MF",24.0,1,0,13.0,0.1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Paco Alcácer,es ESP,FW,23.0,1,0,8.0,0.1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
2017-2018,Jasper Cillessen,nl NED,GK,28.0,0,0,,,,,,,,,,,,,,,,Matches,Barcelona
