ID_Partido,Jugador,Posicion,Titular,Minutos,Goles,Asistencias,Amarillas,Rojas,xG
725,Luis Suárez,FW,1,90,1,0,0,0,
725,Lionel Messi,FW,1,90,3,0,0,0,
725,Andrés Iniesta,MF,1,76,0,0,0,0,
725,André Gomes,MF,0,14,0,0,0,0,
725,Sergio Busquets,MF,1,72,0,0,1,0,
725,Paulinho,MF,0,18,0,0,0,0,
725,Ivan Rakitić,MF,1,90,0,2,0,0,
725,Gerard Deulofeu,FW,1,67,0,0,0,0,
725,Ousmane Dembélé,MF,0,23,0,1,0,0,
725,Jordi Alba,DF,1,90,0,2,0,0,
725,Samuel Umtiti,DF,1,90,0,0,0,0,
725,Gerard Piqué,DF,1,90,1,0,0,0,
725,Nélson Semedo,DF,1,90,0,0,0,0,
725,Marc-André ter Stegen,GK,1,90,0,0,0,0,
726,Lionel Messi,FW,1,90,2,0,1,0,
726,Luis Suárez,FW,1,90,0,1,0,0,
726,Ousmane Dembélé,MF,1,70,0,0,0,0,
726,Sergi Roberto,DF,0,20,0,0,0,0,
726,Andrés Iniesta,MF,1,82,0,1,0,0,
726,André Gomes,MF,0,8,0,0,0,0,
726,Sergio Busquets,MF,1,90,0,0,0,0,
726,Ivan Rakitić,MF,1,76,1,0,0,0,
726,Paulinho,MF,0,14,0,0,0,0,
726,Jordi Alba,DF,1,90,0,0,0,0,
726,Samuel Umtiti,DF,1,90,0,0,0,0,
726,Gerard Piqué,DF,1,90,0,0,0,0,
726,Nélson Semedo,DF,1,90,0,0,1,0,
726,Marc-André ter Stegen,GK,1,90,0,0,0,0,
727,Lionel Messi,FW,1,90,0,1,0,0,
727,Luis Suárez,FW,1,90,0,0,1,0,
727,Ousmane Dembélé,MF,1,28,0,0,0,0,
727,Gerard Deulofeu,FW,0,62,0,0,1,0,
727,Andrés Iniesta,MF,1,45,0,0,0,0,
727,Denis Suárez,MF,0,45,1,0,0,0,
727,Sergio Busquets,MF,1,90,0,0,0,0,
727,Ivan Rakitić,MF,1,76,0,0,0,0,
727,Paulinho,MF,0,14,1,0,0,0,
727,Jordi Alba,DF,1,90,0,0,1,0,
727,Samuel Umtiti,DF,1,90,0,0,0,0,
727,Gerard Piqué,DF,1,90,0,0,1,0,
727,Sergi Roberto,DF,1,90,0,1,0,0,
727,Marc-André ter Stegen,GK,1,90,0,0,0,0,
728,Denis Suárez,MF,1,90,1,1,0,0,
728,Lionel Messi,FW,1,90,4,0,0,0,
728,Gerard Deulofeu,FW,1,74,0,0,0,0,
728,Aleix Vidal,DF,0,16,0,1,0,0,
728,Andrés Iniesta,MF,1,62,0,0,0,0,
728,Sergi Roberto,DF,0,28,0,0,0,0,
728,Sergio Busquets,MF,1,64,0,1,0,0,
728,Ivan Rakitić,MF,0,26,0,0,0,0,
728,Paulinho,MF,1,90,1,1,0,0,
728,Lucas Digne,DF,1,90,0,0,0,0,
728,Javier Mascherano,DF,1,90,0,0,0,0,
728,Gerard Piqué,DF,1,90,0,0,0,0,
728,Nélson Semedo,DF,1,90,0,0,0,0,
728,Marc-André ter Stegen,GK,1,90,0,0,0,0,
729,Luis Suárez,FW,1,90,1,0,0,0,
729,Lionel Messi,FW,1,90,0,0,0,0,
729,Andrés Iniesta,MF,1,79,0,0,0,0,
729,Denis Suárez,MF,0,11,0,0,0,0,
729,Ivan Rakitić,MF,1,90,0,0,0,0,
729,Paulinho,MF,1,66,0,0,0,0,
729,Sergio Busquets,MF,0,24,0,0,0,0,
729,Aleix Vidal,DF,1,80,0,0,0,0,
729,André Gomes,MF,0,10,0,0,0,0,
729,Jordi Alba,DF,1,90,0,0,0,0,
729,Samuel Umtiti,DF,1,90,0,0,0,0,
729,Javier Mascherano,DF,1,90,0,0,0,0,
729,Sergi Roberto,DF,1,90,0,1,0,0,
729,Marc-André ter Stegen,GK,1,90,0,0,0,0,
730,Lionel Messi,FW,1,90,0,0,0,0,
730,Luis Suárez,FW,1,88,0,0,0,0,
730,Aleix Vidal,DF,0,2,0,0,1,0,
730,Andrés Iniesta,MF,1,79,0,0,0,0,
730,Paulinho,MF,0,11,0,0,0,0,
730,Sergio Busquets,MF,1,90,0,0,0,0,
730,Ivan Rakitić,MF,1,90,0,0,0,0,
730,Sergi Roberto,DF,1,86,0,0,0,0,
730,André Gomes,MF,0,4,0,0,0,0,
730,Jordi Alba,DF,1,90,0,0,0,0,
730,Samuel Umtiti,DF,1,90,0,0,0,0,
730,Gerard Piqué,DF,1,90,0,0,0,0,
730,Nélson Semedo,DF,1,90,0,0,1,0,
730,Marc-André ter Stegen,GK,1,90,0,0,0,0,
731,Luis Suárez,FW,1,89,0,1,1,0,
731,Lionel Messi,FW,1,90,2,1,0,0,
731,Denis Suárez,MF,1,90,0,1,0,0,
731,Paulinho,MF,1,45,0,0,1,0,
731,Ivan Rakitić,MF,0,45,0,0,0,0,
731,Sergio Busquets,MF,1,90,1,0,1,0,
731,Aleix Vidal,DF,1,45,0,0,0,0,
731,Andrés Iniesta,MF,0,38,0,0,0,0,
731,André Gomes,MF,0,7,0,0,0,0,
731,Jordi Alba,DF,1,90,0,0,1,0,
731,Javier Mascherano,DF,1,90,0,0,0,0,
731,Gerard Piqué,DF,1,90,0,0,1,0,
731,Sergi Roberto,DF,1,90,0,0,0,0,
731,Marc-André ter Stegen,GK,1,90,0,0,0,0,
732,Luis Suárez,FW,1,90,1,0,0,0,
732,Lionel Messi,FW,1,90,0,0,0,0,
732,Andrés Iniesta,MF,1,60,0,0,0,0,
732,Gerard Deulofeu,FW,0,30,0,0,0,0,
732,Sergio Busquets,MF,1,90,0,0,0,0,
732,Ivan Rakitić,MF,1,78,0,0,1,0,
732,Paulinho,MF,0,12,0,0,0,0,
732,André Gomes,MF,1,90,0,0,0,0,
732,Jordi Alba,DF,1,90,0,0,0,0,
732,Samuel Umtiti,DF,1,90,0,0,1,0,
732,Gerard Piqué,DF,1,90,0,0,0,0,
732,Nélson Semedo,DF,1,60,0,0,0,0,
732,Sergi Roberto,DF,0,30,0,1,0,0,
732,Marc-André ter Stegen,GK,1,90,0,0,0,0,
733,Luis Suárez,FW,1,90,0,0,0,0,
733,Lionel Messi,FW,1,90,1,1,0,0,
733,Gerard Deulofeu,FW,1,45,0,0,0,0,
733,Javier Mascherano,DF,0,45,0,0,0,0,
733,Andrés Iniesta,MF,1,66,0,0,0,0,
733,Ivan Rakitić,MF,0,24,0,0,0,0,
733,Sergio Busquets,MF,1,79,0,0,0,0,
733,André Gomes,MF,0,11,0,0,0,0,
733,Paulinho,MF,1,90,0,0,0,0,
733,Lucas Digne,DF,1,90,1,0,0,0,
733,Samuel Umtiti,DF,1,90,0,0,0,0,
733,Gerard Piqué,DF,1,41,0,0,2,1,
733,Sergi Roberto,DF,1,90,0,0,0,0,
733,Marc-André ter Stegen,GK,1,90,0,0,0,0,
734,Luis Suárez,FW,1,82,0,0,0,0,
734,Paco Alcácer,FW,0,8,0,0,0,0,
734,Lionel Messi,FW,1,90,0,1,0,0,
734,Andrés Iniesta,MF,1,90,1,0,0,0,
734,Sergio Busquets,MF,1,75,0,0,0,0,
734,Paulinho,MF,0,15,0,0,0,0,
734,Ivan Rakitić,MF,1,90,0,0,0,0,
734,Gerard Deulofeu,FW,1,71,1,0,0,0,
734,Nélson Semedo,DF,0,19,0,0,0,0,
734,Lucas Digne,DF,1,90,0,1,0,0,
734,Samuel Umtiti,DF,1,90,0,0,1,0,
734,Javier Mascherano,DF,1,90,0,0,0,0,
734,Sergi Roberto,DF,1,90,0,0,0,0,
734,Marc-André ter Stegen,GK,1,90,0,0,0,0,
736,Luis Suárez,FW,1,90,0,0,0,0,
736,Lionel Messi,FW,1,90,1,0,0,0,
736,André Gomes,MF,1,82,0,0,0,0,
736,Nélson Semedo,DF,0,8,0,0,0,0,
736,Ivan Rakitić,MF,1,90,0,0,0,0,
736,Sergio Busquets,MF,1,90,0,0,1,0,
736,Paulinho,MF,1,90,1,0,1,0,
736,Jordi Alba,DF,1,90,0,1,0,0,
736,Samuel Umtiti,DF,1,90,0,0,1,0,
736,Gerard Piqué,DF,1,90,0,0,1,0,
736,Sergi Roberto,DF,1,90,0,0,0,0,
736,Marc-André ter Stegen,GK,1,90,0,0,0,0,
737,Luis Suárez,FW,1,90,0,0,0,0,
737,Lionel Messi,FW,1,90,0,0,0,0,
737,Denis Suárez,MF,1,74,0,0,0,0,
737,André Gomes,MF,0,16,0,0,1,0,
737,Sergio Busquets,MF,1,90,0,0,0,0,
737,Paulinho,MF,1,61,0,0,0,0,
737,Ivan Rakitić,MF,0,29,0,0,0,0,
737,Sergi Roberto,DF,1,44,0,0,1,0,
737,Gerard Deulofeu,FW,0,46,0,0,0,0,
737,Jordi Alba,DF,1,90,0,0,0,0,
737,Samuel Umtiti,DF,1,90,0,0,0,0,
737,Javier Mascherano,DF,1,90,0,0,0,0,
737,Nélson Semedo,DF,1,90,0,0,0,0,
737,Marc-André ter Stegen,GK,1,90,0,0,0,0,
738,Luis Suárez,FW,1,90,0,0,0,0,
738,Lionel Messi,FW,1,90,0,0,1,0,
738,Andrés Iniesta,MF,1,59,0,0,0,0,
738,Paulinho,MF,0,31,0,0,0,0,
738,Ivan Rakitić,MF,1,89,0,1,0,0,
738,Javier Mascherano,DF,0,1,0,0,0,0,
738,Sergio Busquets,MF,1,90,0,0,0,0,
738,Paco Alcácer,FW,1,65,2,0,0,0,
738,Gerard Deulofeu,FW,0,25,0,0,0,0,
738,Jordi Alba,DF,1,90,0,0,0,0,
738,Samuel Umtiti,DF,1,90,0,0,0,0,
738,Gerard Piqué,DF,1,90,0,0,0,0,
738,Nélson Semedo,DF,1,90,0,0,0,0,
738,Marc-André ter Stegen,GK,1,90,0,0,0,0,
739,Luis Suárez,FW,1,90,2,0,1,0,
739,Lionel Messi,FW,1,90,0,0,0,0,
739,Andrés Iniesta,MF,1,58,0,0,0,0,
739,Paulinho,MF,0,32,1,0,0,0,
739,Sergio Busquets,MF,1,90,0,0,0,0,
739,Ivan Rakitić,MF,1,90,0,0,0,0,
739,Paco Alcácer,FW,1,81,0,0,0,0,
739,Denis Suárez,MF,0,9,0,0,0,0,
739,Jordi Alba,DF,1,90,0,0,0,0,
739,Samuel Umtiti,DF,1,90,0,0,0,0,
739,Gerard Piqué,DF,1,90,0,0,1,0,
739,Nélson Semedo,DF,1,58,0,0,0,0,
739,Aleix Vidal,DF,0,32,0,0,0,0,
739,Marc-André ter Stegen,GK,1,90,0,0,0,0,
740,Luis Suárez,FW,1,90,0,0,0,0,
740,Andrés Iniesta,MF,1,81,0,0,0,0,
740,Jordi Alba,DF,0,9,0,0,0,0,
740,Paulinho,MF,1,90,0,0,1,0,
740,Gerard Deulofeu,FW,1,55,0,0,0,0,
740,Lionel Messi,FW,0,35,0,0,0,0,
740,Sergio Busquets,MF,1,90,0,0,0,0,
740,Ivan Rakitić,MF,1,90,0,0,0,0,
740,Lucas Digne,DF,1,90,0,0,1,0,
740,Samuel Umtiti,DF,1,90,0,0,0,0,
740,Gerard Piqué,DF,1,90,0,0,1,0,
740,Nélson Semedo,DF,1,90,0,0,0,0,
740,Marc-André ter Stegen,GK,1,90,0,0,0,0,
741,Luis Suárez,FW,1,90,0,0,0,0,
741,Lionel Messi,FW,1,90,0,1,0,0,
741,Andrés Iniesta,MF,1,71,0,0,0,0,
741,Denis Suárez,MF,0,19,0,0,0,0,
741,Paulinho,MF,1,90,0,0,0,0,
741,Sergio Busquets,MF,1,90,0,0,0,0,
741,Ivan Rakitić,MF,1,67,0,0,0,0,
741,Gerard Deulofeu,FW,0,23,0,0,0,0,
741,Jordi Alba,DF,1,90,1,0,0,0,
741,Thomas Vermaelen,DF,1,90,0,0,0,0,
741,Samuel Umtiti,DF,1,90,0,0,0,0,
741,Nélson Semedo,DF,1,79,0,0,0,0,
741,Aleix Vidal,DF,0,11,0,0,0,0,
741,Marc-André ter Stegen,GK,1,90,0,0,0,0,
743,Luis Suárez,FW,1,90,1,0,1,0,
743,Lionel Messi,FW,1,90,1,0,0,0,
743,Paulinho,MF,1,90,0,1,0,0,
743,Andrés Iniesta,MF,1,52,0,0,0,0,
743,Denis Suárez,MF,0,38,0,0,0,0,
743,Ivan Rakitić,MF,1,78,0,0,0,0,
743,Paco Alcácer,FW,0,12,0,0,0,0,
743,Sergio Busquets,MF,1,90,0,0,0,0,
743,Jordi Alba,DF,1,90,0,1,0,0,
743,Samuel Umtiti,DF,1,71,0,0,0,0,
743,Thomas Vermaelen,DF,0,19,0,0,1,0,
743,Gerard Piqué,DF,1,90,0,0,1,0,
743,Sergi Roberto,DF,1,90,0,0,0,0,
743,Marc-André ter Stegen,GK,1,90,0,0,0,0,
744,Paco Alcácer,FW,1,90,1,0,0,0,
744,Luis Suárez,FW,1,74,0,0,0,0,
744,Paulinho,MF,0,16,0,0,0,0,
744,Aleix Vidal,DF,1,60,0,0,0,0,
744,Lionel Messi,FW,0,30,0,0,0,0,
744,André Gomes,MF,1,90,0,0,0,0,
744,Ivan Rakitić,MF,1,90,0,0,0,0,
744,Denis Suárez,MF,1,90,0,1,0,0,
744,Lucas Digne,DF,1,90,0,0,0,0,
744,Thomas Vermaelen,DF,1,90,0,0,0,0,
744,Gerard Piqué,DF,1,63,0,0,0,0,
744,Sergio Busquets,MF,0,27,0,0,0,0,
744,Nélson Semedo,DF,1,90,0,0,1,0,
744,Jasper Cillessen,GK,1,90,0,0,0,0,
745,Luis Suárez,FW,1,90,1,0,0,0,
745,Lionel Messi,FW,1,90,1,0,0,0,
745,Denis Suárez,MF,1,57,0,0,0,0,
745,Paco Alcácer,FW,0,33,0,1,0,0,
745,Paulinho,MF,1,67,0,0,0,0,
745,Aleix Vidal,DF,0,23,0,0,0,0,
745,Sergio Busquets,MF,1,85,0,1,1,0,
745,André Gomes,MF,0,5,0,0,0,0,
745,Ivan Rakitić,MF,1,90,0,0,0,0,
745,Jordi Alba,DF,1,90,0,0,0,0,
745,Thomas Vermaelen,DF,1,90,0,0,0,0,
745,Gerard Piqué,DF,1,90,0,0,0,0,
745,Sergi Roberto,DF,1,90,0,0,0,0,
745,Marc-André ter Stegen,GK,1,90,0,0,0,0,
746,Luis Suárez,FW,1,90,2,0,0,0,
746,Lionel Messi,FW,1,90,0,1,0,0,
746,Paco Alcácer,FW,1,22,0,0,0,0,
746,Aleix Vidal,DF,0,68,0,0,0,0,
746,Paulinho,MF,1,90,2,0,0,0,
746,Ivan Rakitić,MF,1,90,0,0,0,0,
746,Andrés Iniesta,MF,1,55,0,0,0,0,
746,André Gomes,MF,0,35,0,0,0,0,
746,Jordi Alba,DF,1,80,0,0,0,0,
746,Lucas Digne,DF,0,10,0,0,0,0,
746,Thomas Vermaelen,DF,1,90,0,0,0,0,
746,Gerard Piqué,DF,1,90,0,0,0,0,
746,Sergi Roberto,DF,1,90,0,1,0,0,
746,Marc-André ter Stegen,GK,1,90,0,0,0,0,
747,Luis Suárez,FW,1,90,1,0,0,0,
747,Lionel Messi,FW,1,90,1,1,0,0,
747,Andrés Iniesta,MF,1,76,0,0,0,0,
747,Nélson Semedo,DF,0,14,0,0,0,0,
747,Sergio Busquets,MF,1,90,0,0,1,0,
747,Ivan Rakitić,MF,1,90,0,0,0,0,
747,Paulinho,MF,1,83,0,0,0,0,
747,André Gomes,MF,0,7,0,0,0,0,
747,Jordi Alba,DF,1,90,0,0,0,0,
747,Thomas Vermaelen,DF,1,90,0,0,1,0,
747,Gerard Piqué,DF,1,90,0,0,0,0,
747,Sergi Roberto,DF,1,89,0,1,0,0,
747,Aleix Vidal,DF,0,1,1,0,0,0,
747,Marc-André ter Stegen,GK,1,90,0,0,0,0,
749,Luis Suárez,FW,1,90,1,0,0,0,
749,Lionel Messi,FW,1,90,1,1,0,0,
749,Andrés Iniesta,MF,1,75,0,0,0,0,
749,André Gomes,MF,0,15,0,0,0,0,
749,Ivan Rakitić,MF,1,90,0,0,0,0,
749,Paulinho,MF,1,90,1,0,0,0,
749,Ousmane Dembélé,MF,1,66,0,0,0,0,
749,Nélson Semedo,DF,0,24,0,0,0,0,
749,Jordi Alba,DF,1,90,0,1,0,0,
749,Thomas Vermaelen,DF,1,90,0,0,0,0,
749,Javier Mascherano,DF,1,90,0,0,0,0,
749,Sergi Roberto,DF,1,84,0,1,0,0,
749,José Arnaiz,FW,0,6,0,0,0,0,
749,Marc-André ter Stegen,GK,1,90,0,0,0,0,
751,Luis Suárez,FW,1,89,2,1,0,0,
751,Denis Suárez,MF,0,1,0,0,0,0,
751,Lionel Messi,FW,1,90,1,1,0,0,
751,André Gomes,MF,1,79,0,0,0,0,
751,Lucas Digne,DF,0,11,0,0,0,0,
751,Sergio Busquets,MF,1,90,0,0,0,0,
751,Ivan Rakitić,MF,1,90,0,0,0,0,
751,Paulinho,MF,1,64,1,0,0,0,
751,Ousmane Dembélé,MF,0,26,0,0,0,0,
751,Jordi Alba,DF,1,90,0,0,0,0,
751,Thomas Vermaelen,DF,1,90,0,1,0,0,
751,Gerard Piqué,DF,1,90,0,0,1,0,
751,Sergi Roberto,DF,1,90,0,0,1,0,
751,Marc-André ter Stegen,GK,1,90,0,0,0,0,
753,Luis Suárez,FW,1,90,2,2,1,0,
753,Lionel Messi,FW,1,90,2,1,0,0,
753,André Gomes,MF,1,64,0,0,1,0,
753,Paulinho,MF,0,26,0,0,0,0,
753,Ivan Rakitić,MF,1,90,1,1,0,0,
753,Sergio Busquets,MF,1,80,0,1,0,0,
753,Gerard Deulofeu,FW,0,10,0,0,0,0,
753,Sergi Roberto,DF,1,90,0,0,0,0,
753,Jordi Alba,DF,1,90,0,0,0,0,
753,Thomas Vermaelen,DF,1,42,0,0,0,0,
753,Samuel Umtiti,DF,0,48,0,0,0,0,
753,Gerard Piqué,DF,1,90,0,0,0,0,
753,Nélson Semedo,DF,1,90,0,0,0,0,
753,Marc-André ter Stegen,GK,1,90,0,0,0,0,
755,Lionel Messi,FW,1,90,1,0,0,0,
755,Luis Suárez,FW,1,90,1,0,0,0,
755,Andrés Iniesta,MF,1,90,0,1,0,0,
755,Ivan Rakitić,MF,1,90,0,0,0,0,
755,Paulinho,MF,1,90,0,0,0,0,
755,Philippe Coutinho,MF,1,65,0,0,0,0,
755,Paco Alcácer,FW,0,25,0,0,0,0,
755,Lucas Digne,DF,1,51,0,0,0,0,
755,Jordi Alba,DF,0,39,0,0,0,0,
755,Samuel Umtiti,DF,1,90,0,0,0,0,
755,Gerard Piqué,DF,1,90,0,0,0,0,
755,Nélson Semedo,DF,1,51,0,0,0,0,
755,Sergi Roberto,DF,0,39,0,0,0,0,
755,Marc-André ter Stegen,GK,1,90,0,0,0,0,
757,Philippe Coutinho,MF,1,90,0,0,0,0,
757,Luis Suárez,FW,1,90,0,0,0,0,
757,Paco Alcácer,FW,1,58,0,0,0,0,
757,Lionel Messi,FW,0,32,0,1,0,0,
757,Andrés Iniesta,MF,1,90,0,0,0,0,
757,Sergio Busquets,MF,1,90,0,0,1,0,
757,Paulinho,MF,1,90,0,0,0,0,
757,Lucas Digne,DF,1,74,0,0,0,0,
757,Jordi Alba,DF,0,16,0,0,1,0,
757,Samuel Umtiti,DF,1,90,0,0,1,0,
757,Gerard Piqué,DF,1,90,1,0,0,0,
757,Nélson Semedo,DF,1,58,0,0,0,0,
757,Sergi Roberto,DF,0,32,0,0,0,0,
757,Marc-André ter Stegen,GK,1,90,0,0,0,0,
759,Luis Suárez,FW,1,90,0,0,0,0,
759,Lionel Messi,FW,1,90,0,0,0,0,
759,Philippe Coutinho,MF,1,61,0,0,0,0,
759,Andrés Iniesta,MF,0,29,0,0,0,0,
759,Sergio Busquets,MF,1,81,0,0,1,0,
759,Paulinho,MF,0,9,0,0,0,0,
759,Ivan Rakitić,MF,1,90,0,0,0,0,
759,Paco Alcácer,FW,1,62,0,0,0,0,
759,Ousmane Dembélé,MF,0,28,0,0,0,0,
759,Jordi Alba,DF,1,90,0,0,0,0,
759,Lucas Digne,DF,1,90,0,0,0,0,
759,Yerry Mina,DF,1,90,0,0,1,0,
759,Sergi Roberto,DF,1,90,0,0,0,0,
759,Marc-André ter Stegen,GK,1,90,0,0,0,0,
760,Luis Suárez,FW,1,90,1,0,0,0,
760,Lionel Messi,FW,1,90,0,1,0,0,
760,Paulinho,MF,1,73,0,0,0,0,
760,Aleix Vidal,DF,0,17,0,0,0,0,
760,Andrés Iniesta,MF,1,62,0,0,1,0,
760,Philippe Coutinho,MF,0,28,0,0,0,0,
760,Ivan Rakitić,MF,1,90,0,0,0,0,
760,Sergio Busquets,MF,1,90,0,0,0,0,
760,Jordi Alba,DF,1,90,1,0,0,0,
760,Samuel Umtiti,DF,1,90,0,0,0,0,
760,Gerard Piqué,DF,1,90,0,0,0,0,
760,Sergi Roberto,DF,1,89,0,0,0,0,
760,Nélson Semedo,DF,0,1,0,0,0,0,
760,Marc-André ter Stegen,GK,1,90,0,0,0,0,
761,Luis Suárez,FW,1,90,0,0,1,0,
761,Lionel Messi,FW,1,90,1,0,0,0,
761,Andrés Iniesta,MF,1,89,0,1,0,0,
761,André Gomes,MF,0,1,0,0,0,0,
761,Sergio Busquets,MF,1,90,0,0,1,0,
761,Ivan Rakitić,MF,1,90,0,0,1,0,
761,Paulinho,MF,1,62,0,0,0,0,
761,Aleix Vidal,DF,0,28,0,0,0,0,
761,Jordi Alba,DF,1,90,0,0,0,0,
761,Samuel Umtiti,DF,1,90,0,0,0,0,
761,Gerard Piqué,DF,1,90,0,0,0,0,
761,Sergi Roberto,DF,1,90,0,0,0,0,
761,Marc-André ter Stegen,GK,1,90,0,0,0,0,
762,Luis Suárez,FW,1,90,3,2,0,0,
762,Lionel Messi,FW,1,90,2,1,0,0,
762,Philippe Coutinho,MF,1,90,1,1,0,0,
762,Sergio Busquets,MF,1,68,0,0,0,0,
762,Paulinho,MF,0,22,0,0,0,0,
762,Ivan Rakitić,MF,1,76,0,0,0,0,
762,Sergi Roberto,DF,0,14,0,0,0,0,
762,Ousmane Dembélé,MF,1,90,0,1,0,0,
762,Jordi Alba,DF,1,90,0,0,1,0,
762,Samuel Umtiti,DF,1,90,0,0,0,0,
762,Gerard Piqué,DF,1,63,0,0,0,0,
762,Thomas Vermaelen,DF,0,27,0,0,0,0,
762,Nélson Semedo,DF,1,85,0,0,0,0,
762,Marc-André ter Stegen,GK,1,90,0,0,0,0,
763,Luis Suárez,FW,1,90,0,0,0,0,
763,Lionel Messi,FW,1,90,1,0,0,0,
763,Andrés Iniesta,MF,1,74,0,0,0,0,
763,Ousmane Dembélé,MF,0,16,0,0,0,0,
763,Paulinho,MF,1,62,0,0,0,0,
763,Ivan Rakitić,MF,0,28,0,0,0,0,
763,Sergio Busquets,MF,1,90,0,0,0,0,
763,Aleix Vidal,DF,1,56,0,0,0,0,
763,Philippe Coutinho,MF,0,34,0,0,0,0,
763,Lucas Digne,DF,1,90,0,0,1,0,
763,Thomas Vermaelen,DF,1,90,0,0,0,0,
763,Samuel Umtiti,DF,1,90,0,0,1,0,
763,Sergi Roberto,DF,1,90,0,0,1,0,
763,Marc-André ter Stegen,GK,1,90,0,0,0,0,
764,Luis Suárez,FW,1,90,0,0,0,0,
764,Lionel Messi,FW,1,90,1,0,1,0,
764,Andrés Iniesta,MF,1,35,0,0,0,0,
764,André Gomes,MF,0,55,0,0,0,0,
764,Sergio Busquets,MF,1,90,0,0,0,0,
764,Ivan Rakitić,MF,1,90,0,0,1,0,
764,Philippe Coutinho,MF,1,83,0,0,0,0,
764,Paulinho,MF,0,7,0,0,0,0,
764,Jordi Alba,DF,1,90,0,0,0,0,
764,Samuel Umtiti,DF,1,90,0,0,0,0,
764,Gerard Piqué,DF,1,90,0,0,0,0,
764,Sergi Roberto,DF,1,90,0,0,0,0,
764,Marc-André ter Stegen,GK,1,90,0,0,0,0,
765,Philippe Coutinho,MF,1,90,1,0,0,0,
765,Luis Suárez,FW,1,90,1,0,1,0,
765,Ousmane Dembélé,MF,1,84,0,1,0,0,
765,Aleix Vidal,DF,0,6,0,0,0,0,
765,Paulinho,MF,1,90,0,0,0,0,
765,Sergio Busquets,MF,1,90,0,0,0,0,
765,Ivan Rakitić,MF,1,90,0,0,0,0,
765,Jordi Alba,DF,1,76,0,1,0,0,
765,Lucas Digne,DF,0,14,0,0,0,0,
765,Samuel Umtiti,DF,1,90,0,0,0,0,
765,Gerard Piqué,DF,1,90,0,0,0,0,
765,Sergi Roberto,DF,1,73,0,0,0,0,
765,André Gomes,MF,0,17,0,0,0,0,
765,Marc-André ter Stegen,GK,1,90,0,0,0,0,
766,Luis Suárez,FW,1,90,0,2,0,0,
766,Lionel Messi,FW,1,90,2,1,0,0,
766,Andrés Iniesta,MF,1,55,0,0,0,0,
766,Paulinho,MF,0,35,0,0,0,0,
766,Ivan Rakitić,MF,1,90,0,0,0,0,
766,Sergio Busquets,MF,1,60,0,0,0,0,
766,André Gomes,MF,0,30,0,0,0,0,
766,Ousmane Dembélé,MF,1,66,1,0,0,0,
766,Aleix Vidal,DF,0,24,0,0,0,0,
766,Jordi Alba,DF,1,90,0,0,0,0,
766,Samuel Umtiti,DF,1,90,0,0,0,0,
766,Gerard Piqué,DF,1,90,0,0,0,0,
766,Sergi Roberto,DF,1,90,0,0,1,0,
766,Marc-André ter Stegen,GK,1,90,0,0,0,0,
767,Paco Alcácer,FW,1,73,1,0,0,0,
767,Aleix Vidal,DF,0,17,0,0,0,0,
767,Lionel Messi,FW,1,90,1,0,0,0,
767,Philippe Coutinho,MF,1,84,0,0,0,0,
767,André Gomes,MF,0,6,0,0,0,0,
767,Ivan Rakitić,MF,1,90,0,0,0,0,
767,Paulinho,MF,1,90,0,0,0,0,
767,Ousmane Dembélé,MF,1,63,0,1,1,0,
767,Andrés Iniesta,MF,0,27,0,0,0,0,
767,Jordi Alba,DF,1,90,0,1,0,0,
767,Samuel Umtiti,DF,1,90,0,0,1,0,
767,Gerard Piqué,DF,1,90,0,0,0,0,
767,Sergi Roberto,DF,1,90,0,0,0,0,
767,Marc-André ter Stegen,GK,1,90,0,0,0,0,
768,Philippe Coutinho,MF,1,90,0,1,0,0,
768,Luis Suárez,FW,1,90,1,0,0,0,
768,Ousmane Dembélé,MF,1,57,0,0,0,0,
768,Lionel Messi,FW,0,33,1,0,0,0,
768,Andrés Iniesta,MF,1,80,0,0,0,0,
768,Paco Alcácer,FW,0,10,0,0,0,0,
768,Ivan Rakitić,MF,1,90,0,0,0,0,
768,Paulinho,MF,1,76,0,0,0,0,
768,Denis Suárez,MF,0,14,0,0,0,0,
768,Jordi Alba,DF,1,90,0,0,0,0,
768,Samuel Umtiti,DF,1,90,0,0,0,0,
768,Gerard Piqué,DF,1,90,0,0,0,0,
768,Sergi Roberto,DF,1,90,0,0,0,0,
768,Marc-André ter Stegen,GK,1,90,0,0,0,0,
769,Luis Suárez,FW,1,90,1,1,0,0,
769,Lionel Messi,FW,1,90,0,0,0,0,
769,Andrés Iniesta,MF,1,84,0,0,0,0,
769,Denis Suárez,MF,0,6,0,0,0,0,
769,Ivan Rakitić,MF,1,90,0,0,0,0,
769,Sergio Busquets,MF,1,66,0,0,0,0,
769,Paulinho,MF,0,24,0,0,0,0,
769,Sergi Roberto,DF,1,82,0,0,0,0,
769,André Gomes,MF,0,8,0,0,0,0,
769,Jordi Alba,DF,1,90,0,0,0,0,
769,Samuel Umtiti,DF,1,90,0,0,0,0,
769,Gerard Piqué,DF,1,90,1,0,0,0,
769,Nélson Semedo,DF,1,90,0,0,0,0,
769,Marc-André ter Stegen,GK,1,90,0,0,0,0,
770,Luis Suárez,FW,1,90,0,0,0,0,
770,Philippe Coutinho,MF,1,80,0,1,1,0,
770,Andrés Iniesta,MF,0,10,0,0,0,0,
770,Lionel Messi,FW,1,90,3,0,0,0,
