ID_Partido,Fecha,Temporada,Rival,URL_FBref
35,2004-03-14,2003-2004,Real Murcia,https://fbref.com/en/matches/1bb67937/Real-Murcia-Barcelona-March-14-2004-La-Liga
36,2004-03-21,2003-2004,Real Sociedad,https://fbref.com/en/matches/ad40b6b8/Barcelona-Real-Sociedad-March-21-2004-La-Liga
37,2004-03-25,2003-2004,Celtic,https://fbref.com/en/matches/6b92bc54/Barcelona-Celtic-March-25-2004-UEFA-Cup
38,2004-04-03,2003-2004,Villarreal,https://fbref.com/en/matches/56202afa/Barcelona-Villarreal-April-3-2004-La-Liga
39,2004-04-10,2003-2004,Valladolid,https://fbref.com/en/matches/fb868f3a/Valladolid-Barcelona-April-10-2004-La-Liga
40,2004-04-14,2003-2004,Real Betis,https://fbref.com/en/matches/6499e287/Real-Betis-Barcelona-April-14-2004-La-Liga
41,2004-04-18,2003-2004,Málaga,https://fbref.com/en/matches/f0e439e3/Barcelona-Malaga-April-18-2004-La-Liga
42,2004-04-25,2003-2004,Real Madrid,https://fbref.com/en/matches/6ef03985/El-Clasico-Real-Madrid-Barcelona-April-25-2004-La-Liga
43,2004-05-02,2003-2004,Espanyol,https://fbref.com/en/matches/2bc2371a/Barcelona-Espanyol-May-2-2004-La-Liga
44,2004-05-08,2003-2004,Celta Vigo,https://fbref.com/en/matches/49a152f3/Celta-Vigo-Barcelona-May-8-2004-La-Liga
45,2004-05-16,2003-2004,Racing Sant,https://fbref.com/en/matches/1507d7ea/Barcelona-Racing-Santander-May-16-2004-La-Liga
46,2004-05-23,2003-2004,Zaragoza,https://fbref.com/en/matches/6f9a81a5/Zaragoza-Barcelona-May-23-2004-La-Liga
47,2004-08-29,2004-2005,Racing Sant,https://fbref.com/en/matches/069604a6/Racing-Santander-Barcelona-August-29-2004-La-Liga
48,2004-09-11,2004-2005,Sevilla,https://fbref.com/en/matches/8bc50cd2/Barcelona-Sevilla-September-11-2004-La-Liga
49,2004-09-14,2004-2005,Celtic,https://fbref.com/en/matches/aa9150d1/Celtic-Barcelona-September-14-2004-Champions-League
50,2004-09-19,2004-2005,Atlético Madrid,https://fbref.com/en/matches/673e84ea/Atletico-Madrid-Barcelona-September-19-2004-La-Liga
51,2004-09-23,2004-2005,Zaragoza,https://fbref.com/en/matches/097a7744/Barcelona-Zaragoza-September-23-2004-La-Liga
52,2004-09-26,2004-2005,Mallorca,https://fbref.com/en/matches/9db3c068/Mallorca-Barcelona-September-26-2004-La-Liga
53,2004-09-29,2004-2005,Shakhtar Donetsk,https://fbref.com/en/matches/339c398a/Barcelona-Shakhtar-Donetsk-September-29-2004-Champions-League
54,2004-10-03,2004-2005,Numancia,https://fbref.com/en/matches/5d292a40/Barcelona-Numancia-October-3-2004-La-Liga
56,2004-10-20,2004-2005,Milan,https://fbref.com/en/matches/3ac1449b/Milan-Barcelona-October-20-2004-Champions-League
58,2004-10-30,2004-2005,Athletic Club,https://fbref.com/en/matches/9560301b/Athletic-Club-Barcelona-October-30-2004-La-Liga
59,2004-11-02,2004-2005,Milan,https://fbref.com/en/matches/95219462/Barcelona-Milan-November-2-2004-Champions-League
60,2004-11-06,2004-2005,Dep La Coruña,https://fbref.com/en/matches/c3cd86da/Barcelona-Deportivo-La-Coruna-November-6-2004-La-Liga
61,2004-11-14,2004-2005,Real Betis,https://fbref.com/en/matches/dad3efe3/Real-Betis-Barcelona-November-14-2004-La-Liga
62,2004-11-20,2004-2005,Real Madrid,https://fbref.com/en/matches/eb0aa760/El-Clasico-Barcelona-Real-Madrid-November-20-2004-La-Liga
63,2004-11-24,2004-2005,Celtic,https://fbref.com/en/matches/5d1c9e87/Barcelona-Celtic-November-24-2004-Champions-League
64,2004-11-27,2004-2005,Getafe,https://fbref.com/en/matches/ef6d4432/Getafe-Barcelona-November-27-2004-La-Liga
66,2004-12-07,2004-2005,Shakhtar Donetsk,https://fbref.com/en/matches/0f136db8/Shakhtar-Donetsk-Barcelona-December-7-2004-Champions-League
68,2004-12-18,2004-2005,Valencia,https://fbref.com/en/matches/357287a5/Barcelona-Valencia-December-18-2004-La-Liga
70,2005-01-09,2004-2005,Villarreal,https://fbref.com/en/matches/4f6f2351/Villarreal-Barcelona-January-9-2005-La-Liga
71,2005-01-16,2004-2005,Real Sociedad,https://fbref.com/en/matches/38749a62/Barcelona-Real-Sociedad-January-16-2005-La-Liga
72,2005-01-22,2004-2005,Racing Sant,https://fbref.com/en/matches/17121053/Barcelona-Racing-Santander-January-22-2005-La-Liga
73,2005-01-29,2004-2005,Sevilla,https://fbref.com/en/matches/339dc5a1/Sevilla-Barcelona-January-29-2005-La-Liga
74,2005-02-06,2004-2005,Atlético Madrid,https://fbref.com/en/matches/4a069649/Barcelona-Atletico-Madrid-February-6-2005-La-Liga
75,2005-02-12,2004-2005,Zaragoza,https://fbref.com/en/matches/fe314a34/Zaragoza-Barcelona-February-12-2005-La-Liga
76,2005-02-19,2004-2005,Mallorca,https://fbref.com/en/matches/084ba057/Barcelona-Mallorca-February-19-2005-La-Liga
77,2005-02-23,2004-2005,Chelsea,https://fbref.com/en/matches/dd69217a/Barcelona-Chelsea-February-23-2005-Champions-League
78,2005-02-26,2004-2005,Numancia,https://fbref.com/en/matches/1f9d268a/Numancia-Barcelona-February-26-2005-La-Liga
79,2005-03-01,2004-2005,Espanyol,https://fbref.com/en/matches/7969613d/Barcelona-Espanyol-March-1-2005-La-Liga
80,2005-03-05,2004-2005,Osasuna,https://fbref.com/en/matches/f591783e/Osasuna-Barcelona-March-5-2005-La-Liga
81,2005-03-08,2004-2005,Chelsea,https://fbref.com/en/matches/455ba538/Chelsea-Barcelona-March-8-2005-Champions-League
82,2005-03-12,2004-2005,Athletic Club,https://fbref.com/en/matches/fa422ec1/Barcelona-Athletic-Club-March-12-2005-La-Liga
83,2005-03-19,2004-2005,Dep La Coruña,https://fbref.com/en/matches/0560e612/Deportivo-La-Coruna-Barcelona-March-19-2005-La-Liga
84,2005-04-03,2004-2005,Real Betis,https://fbref.com/en/matches/276604f4/Barcelona-Real-Betis-April-3-2005-La-Liga
85,2005-04-10,2004-2005,Real Madrid,https://fbref.com/en/matches/20c98599/El-Clasico-Real-Madrid-Barcelona-April-10-2005-La-Liga
87,2005-04-24,2004-2005,Málaga,https://fbref.com/en/matches/a1fb99d8/Malaga-Barcelona-April-24-2005-La-Liga
89,2005-05-08,2004-2005,Valencia,https://fbref.com/en/matches/4131f50d/Valencia-Barcelona-May-8-2005-La-Liga
90,2005-05-14,2004-2005,Levante,https://fbref.com/en/matches/61537526/Levante-Barcelona-May-14-2005-La-Liga
91,2005-05-22,2004-2005,Villarreal,https://fbref.com/en/matches/11ae768a/Barcelona-Villarreal-May-22-2005-La-Liga
92,2005-05-28,2004-2005,Real Sociedad,https://fbref.com/en/matches/aeed9857/Real-Sociedad-Barcelona-May-28-2005-La-Liga
93,2005-08-27,2005-2006,Alavés,https://fbref.com/en/matches/272b4e4b/Alaves-Barcelona-August-27-2005-La-Liga
94,2005-09-11,2005-2006,Mallorca,https://fbref.com/en/matches/255ab56d/Barcelona-Mallorca-September-11-2005-La-Liga
95,2005-09-14,2005-2006,Werder Bremen,https://fbref.com/en/matches/ec9204ed/Werder-Bremen-Barcelona-September-14-2005-Champions-League
96,2005-09-18,2005-2006,Atlético Madrid,https://fbref.com/en/matches/1e36dd34/Atletico-Madrid-Barcelona-September-18-2005-La-Liga
97,2005-09-21,2005-2006,Valencia,https://fbref.com/en/matches/792f0884/Barcelona-Valencia-September-21-2005-La-Liga
98,2005-09-24,2005-2006,Real Betis,https://fbref.com/en/matches/fd2fbb02/Real-Betis-Barcelona-September-24-2005-La-Liga
99,2005-09-27,2005-2006,Udinese,https://fbref.com/en/matches/0eb9d8d1/Barcelona-Udinese-September-27-2005-Champions-League
101,2005-10-15,2005-2006,Dep La Coruña,https://fbref.com/en/matches/faff0e5a/Deportivo-La-Coruna-Barcelona-October-15-2005-La-Liga
102,2005-10-18,2005-2006,Panathinaikos,https://fbref.com/en/matches/4d7e88dd/Panathinaikos-Barcelona-October-18-2005-Champions-League
105,2005-10-30,2005-2006,Real Sociedad,https://fbref.com/en/matches/a9b647e2/Barcelona-Real-Sociedad-October-30-2005-La-Liga
106,2005-11-02,2005-2006,Panathinaikos,https://fbref.com/en/matches/8f88250c/Barcelona-Panathinaikos-November-2-2005-Champions-League
109,2005-11-22,2005-2006,Werder Bremen,https://fbref.com/en/matches/b1511437/Barcelona-Werder-Bremen-November-22-2005-Champions-League
112,2005-12-07,2005-2006,Udinese,https://fbref.com/en/matches/7f3bf43c/Udinese-Barcelona-December-7-2005-Champions-League
121,2006-02-12,2005-2006,Valencia,https://fbref.com/en/matches/6cefa3bd/Valencia-Barcelona-February-12-2006-La-Liga
123,2006-02-22,2005-2006,Chelsea,https://fbref.com/en/matches/066449a0/Chelsea-Barcelona-February-22-2006-Champions-League
125,2006-03-04,2005-2006,Dep La Coruña,https://fbref.com/en/matches/39065833/Barcelona-Deportivo-La-Coruna-March-4-2006-La-Liga
126,2006-03-07,2005-2006,Chelsea,https://fbref.com/en/matches/deb7ccc5/Barcelona-Chelsea-March-7-2006-Champions-League
127,2006-03-12,2005-2006,Osasuna,https://fbref.com/en/matches/184fd7f4/Osasuna-Barcelona-March-12-2006-La-Liga
128,2006-03-18,2005-2006,Real Sociedad,https://fbref.com/en/matches/6706bf14/Real-Sociedad-Barcelona-March-18-2006-La-Liga
129,2006-03-21,2005-2006,Getafe,https://fbref.com/en/matches/8a3724c4/Barcelona-Getafe-March-21-2006-La-Liga
130,2006-03-25,2005-2006,Málaga,https://fbref.com/en/matches/395826f2/Malaga-Barcelona-March-25-2006-La-Liga
131,2006-03-28,2005-2006,Benfica,https://fbref.com/en/matches/5acf177f/Benfica-Barcelona-March-28-2006-Champions-League
132,2006-04-01,2005-2006,Real Madrid,https://fbref.com/en/matches/abfd4171/El-Clasico-Barcelona-Real-Madrid-April-1-2006-La-Liga
133,2006-04-05,2005-2006,Benfica,https://fbref.com/en/matches/afe0aa98/Barcelona-Benfica-April-5-2006-Champions-League
134,2006-04-09,2005-2006,Racing Sant,https://fbref.com/en/matches/40780ea6/Racing-Santander-Barcelona-April-9-2006-La-Liga
135,2006-04-14,2005-2006,Villarreal,https://fbref.com/en/matches/c3c383e4/Barcelona-Villarreal-April-14-2006-La-Liga
136,2006-04-18,2005-2006,Milan,https://fbref.com/en/matches/86915b0d/Milan-Barcelona-April-18-2006-Champions-League
137,2006-04-26,2005-2006,Milan,https://fbref.com/en/matches/3c9854b4/Barcelona-Milan-April-26-2006-Champions-League
138,2006-04-29,2005-2006,Cádiz,https://fbref.com/en/matches/1113bfb8/Barcelona-Cadiz-April-29-2006-La-Liga
139,2006-05-03,2005-2006,Celta Vigo,https://fbref.com/en/matches/7f631bc8/Celta-Vigo-Barcelona-May-3-2006-La-Liga
140,2006-05-06,2005-2006,Espanyol,https://fbref.com/en/matches/6a99f167/Barcelona-Espanyol-May-6-2006-La-Liga
141,2006-05-13,2005-2006,Sevilla,https://fbref.com/en/matches/2a7e57b2/Sevilla-Barcelona-May-13-2006-La-Liga
142,2006-05-17,2005-2006,Arsenal,https://fbref.com/en/matches/bf901883/Barcelona-Arsenal-May-17-2006-Champions-League
143,2006-05-20,2005-2006,Athletic Club,https://fbref.com/en/matches/c070fac1/Athletic-Club-Barcelona-May-20-2006-La-Liga
146,2006-09-12,2006-2007,Levski Sofia,https://fbref.com/en/matches/25908ac0/Barcelona-Levski-Sofia-September-12-2006-Champions-League
149,2006-09-27,2006-2007,Werder Bremen,https://fbref.com/en/matches/978e324e/Werder-Bremen-Barcelona-September-27-2006-Champions-League
152,2006-10-18,2006-2007,Chelsea,https://fbref.com/en/matches/4da2fcba/Chelsea-Barcelona-October-18-2006-Champions-League
154,2006-10-28,2006-2007,Recreativo,https://fbref.com/en/matches/64f79c93/Barcelona-Recreativo-October-28-2006-La-Liga
155,2006-10-31,2006-2007,Chelsea,https://fbref.com/en/matches/d0e55fbe/Barcelona-Chelsea-October-31-2006-Champions-League
158,2006-11-19,2006-2007,Mallorca,https://fbref.com/en/matches/b4f88376/Mallorca-Barcelona-November-19-2006-La-Liga
159,2006-11-22,2006-2007,Levski Sofia,https://fbref.com/en/matches/6a81940b/Levski-Sofia-Barcelona-November-22-2006-Champions-League
160,2006-11-25,2006-2007,Villarreal,https://fbref.com/en/matches/68069b16/Barcelona-Villarreal-November-25-2006-La-Liga
161,2006-12-02,2006-2007,Levante,https://fbref.com/en/matches/00ba89be/Levante-Barcelona-December-2-2006-La-Liga
162,2006-12-05,2006-2007,Werder Bremen,https://fbref.com/en/matches/7b0ea0e6/Barcelona-Werder-Bremen-December-5-2006-Champions-League
163,2006-12-09,2006-2007,Real Sociedad,https://fbref.com/en/matches/1a7d28a9/Barcelona-Real-Sociedad-December-9-2006-La-Liga
164,2006-12-21,2006-2007,Atlético Madrid,https://fbref.com/en/matches/4b26c98a/Barcelona-Atletico-Madrid-December-21-2006-La-Liga
165,2007-01-07,2006-2007,Getafe,https://fbref.com/en/matches/4cc4c869/Getafe-Barcelona-January-7-2007-La-Liga
166,2007-01-13,2006-2007,Espanyol,https://fbref.com/en/matches/c40c2c74/Espanyol-Barcelona-January-13-2007-La-Liga
167,2007-01-21,2006-2007,Gimnàstic,https://fbref.com/en/matches/57fdb3ee/Barcelona-Gimnastic-January-21-2007-La-Liga
168,2007-01-24,2006-2007,Real Betis,https://fbref.com/en/matches/cd530f90/Real-Betis-Barcelona-January-24-2007-La-Liga
169,2007-01-28,2006-2007,Celta Vigo,https://fbref.com/en/matches/f4d2af09/Barcelona-Celta-Vigo-January-28-2007-La-Liga
170,2007-02-04,2006-2007,Osasuna,https://fbref.com/en/matches/f73e95a5/Osasuna-Barcelona-February-4-2007-La-Liga
173,2007-02-21,2006-2007,Liverpool,https://fbref.com/en/matches/58069cbf/Barcelona-Liverpool-February-21-2007-Champions-League
176,2007-03-06,2006-2007,Liverpool,https://fbref.com/en/matches/a7fef8f6/Liverpool-Barcelona-March-6-2007-Champions-League
192,2007-09-16,2007-2008,Osasuna,https://fbref.com/en/matches/2257c498/Osasuna-Barcelona-September-16-2007-La-Liga
193,2007-09-19,2007-2008,Lyon,https://fbref.com/en/matches/36bc3fde/Barcelona-Lyon-September-19-2007-Champions-League
197,2007-10-02,2007-2008,Stuttgart,https://fbref.com/en/matches/43285b79/Stuttgart-Barcelona-October-2-2007-Champions-League
200,2007-10-23,2007-2008,Rangers,https://fbref.com/en/matches/07a236f0/Rangers-Barcelona-October-23-2007-Champions-League
204,2007-11-07,2007-2008,Rangers,https://fbref.com/en/matches/ed016d4a/Barcelona-Rangers-November-7-2007-Champions-League
207,2007-11-27,2007-2008,Lyon,https://fbref.com/en/matches/b8a47bdc/Lyon-Barcelona-November-27-2007-Champions-League
210,2007-12-12,2007-2008,Stuttgart,https://fbref.com/en/matches/481e1999/Barcelona-Stuttgart-December-12-2007-Champions-League
212,2007-12-23,2007-2008,Real Madrid,https://fbref.com/en/matches/6b485c36/El-Clasico-Barcelona-Real-Madrid-December-23-2007-La-Liga
213,2008-01-05,2007-2008,Mallorca,https://fbref.com/en/matches/d285f515/Mallorca-Barcelona-January-5-2008-La-Liga
214,2008-01-12,2007-2008,Real Murcia,https://fbref.com/en/matches/82ac981c/Barcelona-Real-Murcia-January-12-2008-La-Liga
220,2008-02-20,2007-2008,Celtic,https://fbref.com/en/matches/f1797d69/Celtic-Barcelona-February-20-2008-Champions-League
223,2008-03-04,2007-2008,Celtic,https://fbref.com/en/matches/a2a019af/Barcelona-Celtic-March-4-2008-Champions-League
224,2008-03-09,2007-2008,Villarreal,https://fbref.com/en/matches/6ca223d0/Barcelona-Villarreal-March-9-2008-La-Liga
225,2008-03-16,2007-2008,Almería,https://fbref.com/en/matches/e62e99a6/Almeria-Barcelona-March-16-2008-La-Liga
226,2008-03-23,2007-2008,Valladolid,https://fbref.com/en/matches/4b1d3c58/Barcelona-Valladolid-March-23-2008-La-Liga
227,2008-03-29,2007-2008,Real Betis,https://fbref.com/en/matches/3d23e971/Real-Betis-Barcelona-March-29-2008-La-Liga
228,2008-04-01,2007-2008,Schalke 04,https://fbref.com/en/matches/27ec6245/Schalke-04-Barcelona-April-1-2008-Champions-League
229,2008-04-06,2007-2008,Getafe,https://fbref.com/en/matches/5f068a5c/Barcelona-Getafe-April-6-2008-La-Liga
230,2008-04-09,2007-2008,Schalke 04,https://fbref.com/en/matches/d1bdb09e/Barcelona-Schalke-04-April-9-2008-Champions-League
233,2008-04-23,2007-2008,Manchester Utd,https://fbref.com/en/matches/912f36b5/Barcelona-Manchester-United-April-23-2008-Champions-League
234,2008-04-26,2007-2008,Dep La Coruña,https://fbref.com/en/matches/a7bed48a/Deportivo-La-Coruna-Barcelona-April-26-2008-La-Liga
235,2008-04-29,2007-2008,Manchester Utd,https://fbref.com/en/matches/63a7c5fc/Manchester-United-Barcelona-April-29-2008-Champions-League
240,2008-08-13,2008-2009,Wisła Kraków,https://fbref.com/en/matches/9981a5e6/Barcelona-Wisla-Krakow-August-13-2008-Champions-League
241,2008-08-26,2008-2009,Wisła Kraków,https://fbref.com/en/matches/02f05e7b/Wisla-Krakow-Barcelona-August-26-2008-Champions-League
244,2008-09-16,2008-2009,Sporting CP,https://fbref.com/en/matches/ae50a7fb/Barcelona-Sporting-CP-September-16-2008-Champions-League
248,2008-10-01,2008-2009,Shakhtar Donetsk,https://fbref.com/en/matches/fcee5e46/Shakhtar-Donetsk-Barcelona-October-1-2008-Champions-League
250,2008-10-19,2008-2009,Athletic Club,https://fbref.com/en/matches/4801de1a/Athletic-Club-Barcelona-October-19-2008-La-Liga
251,2008-10-22,2008-2009,Basel,https://fbref.com/en/matches/d9eae60e/Basel-Barcelona-October-22-2008-Champions-League
254,2008-11-04,2008-2009,Basel,https://fbref.com/en/matches/70d48164/Barcelona-Basel-November-4-2008-Champions-League
257,2008-11-23,2008-2009,Getafe,https://fbref.com/en/matches/783df239/Barcelona-Getafe-November-23-2008-La-Liga
258,2008-11-26,2008-2009,Sporting CP,https://fbref.com/en/matches/b58e0147/Sporting-CP-Barcelona-November-26-2008-Champions-League
261,2008-12-09,2008-2009,Shakhtar Donetsk,https://fbref.com/en/matches/82f02dbf/Barcelona-Shakhtar-Donetsk-December-9-2008-Champions-League
264,2009-01-03,2008-2009,Mallorca,https://fbref.com/en/matches/6f3dbfb6/Barcelona-Mallorca-January-3-2009-La-Liga
272,2009-02-24,2008-2009,Lyon,https://fbref.com/en/matches/33ecfb4f/Lyon-Barcelona-February-24-2009-Champions-League
275,2009-03-11,2008-2009,Lyon,https://fbref.com/en/matches/0e10d815/Barcelona-Lyon-March-11-2009-Champions-League
279,2009-04-08,2008-2009,Bayern Munich,https://fbref.com/en/matches/21665020/Barcelona-Bayern-Munich-April-8-2009-Champions-League
281,2009-04-14,2008-2009,Bayern Munich,https://fbref.com/en/matches/9e15c00d/Bayern-Munich-Barcelona-April-14-2009-Champions-League
283,2009-04-22,2008-2009,Sevilla,https://fbref.com/en/matches/a54cfb57/Barcelona-Sevilla-April-22-2009-La-Liga
285,2009-04-28,2008-2009,Chelsea,https://fbref.com/en/matches/899a5701/Barcelona-Chelsea-April-28-2009-Champions-League
287,2009-05-06,2008-2009,Chelsea,https://fbref.com/en/matches/10b70696/Chelsea-Barcelona-May-6-2009-Champions-League
289,2009-05-17,2008-2009,Mallorca,https://fbref.com/en/matches/c632c665/Mallorca-Barcelona-May-17-2009-La-Liga
290,2009-05-23,2008-2009,Osasuna,https://fbref.com/en/matches/d3ab7705/Barcelona-Osasuna-May-23-2009-La-Liga
292,2009-05-30,2008-2009,Dep La Coruña,https://fbref.com/en/matches/dd6d4aa1/Deportivo-La-Coruna-Barcelona-May-30-2009-La-Liga
293,2009-08-31,2009-2010,Sporting Gijón,https://fbref.com/en/matches/541c1fc1/Barcelona-Sporting-Gijon-August-31-2009-La-Liga
295,2009-09-16,2009-2010,Inter,https://fbref.com/en/matches/d9bfa6a6/Internazionale-Barcelona-September-16-2009-Champions-League
299,2009-09-29,2009-2010,Dynamo Kyiv,https://fbref.com/en/matches/dfb01650/Barcelona-Dynamo-Kyiv-September-29-2009-Champions-League
302,2009-10-20,2009-2010,Rubin Kazan,https://fbref.com/en/matches/6d123a17/Barcelona-Rubin-Kazan-October-20-2009-Champions-League
305,2009-11-04,2009-2010,Rubin Kazan,https://fbref.com/en/matches/dc6c51d4/Rubin-Kazan-Barcelona-November-4-2009-Champions-League
308,2009-11-24,2009-2010,Inter,https://fbref.com/en/matches/2f7e9b90/Barcelona-Internazionale-November-24-2009-Champions-League
312,2009-12-09,2009-2010,Dynamo Kyiv,https://fbref.com/en/matches/f0ab61dc/Dynamo-Kyiv-Barcelona-December-9-2009-Champions-League
313,2009-12-12,2009-2010,Espanyol,https://fbref.com/en/matches/3e640ea2/Barcelona-Espanyol-December-12-2009-La-Liga
314,2010-01-02,2009-2010,Villarreal,https://fbref.com/en/matches/fe889859/Barcelona-Villarreal-January-2-2010-La-Liga
322,2010-02-23,2009-2010,Stuttgart,https://fbref.com/en/matches/41812c11/Stuttgart-Barcelona-February-23-2010-Champions-League
326,2010-03-17,2009-2010,Stuttgart,https://fbref.com/en/matches/f33d9c11/Barcelona-Stuttgart-March-17-2010-Champions-League
330,2010-03-31,2009-2010,Arsenal,https://fbref.com/en/matches/0e0bd108/Arsenal-Barcelona-March-31-2010-Champions-League
332,2010-04-06,2009-2010,Arsenal,https://fbref.com/en/matches/56b7a917/Barcelona-Arsenal-April-6-2010-Champions-League
336,2010-04-20,2009-2010,Inter,https://fbref.com/en/matches/49dcd8d5/Internazionale-Barcelona-April-20-2010-Champions-League
338,2010-04-28,2009-2010,Inter,https://fbref.com/en/matches/700b8131/Barcelona-Internazionale-April-28-2010-Champions-League
345,2010-09-14,2010-2011,Panathinaikos,https://fbref.com/en/matches/8902ae42/Barcelona-Panathinaikos-September-14-2010-Champions-League
347,2010-09-22,2010-2011,Sporting Gijón,https://fbref.com/en/matches/95d4aadd/Barcelona-Sporting-Gijon-September-22-2010-La-Liga
348,2010-09-25,2010-2011,Athletic Club,https://fbref.com/en/matches/d9f50843/Athletic-Club-Barcelona-September-25-2010-La-Liga
349,2010-09-29,2010-2011,Rubin Kazan,https://fbref.com/en/matches/4b6f6ada/Rubin-Kazan-Barcelona-September-29-2010-Champions-League
352,2010-10-20,2010-2011,FC Copenhagen,https://fbref.com/en/matches/17ce26e3/Barcelona-FC-Copenhagen-October-20-2010-Champions-League
355,2010-11-02,2010-2011,FC Copenhagen,https://fbref.com/en/matches/946c6fe3/FC-Copenhagen-Barcelona-November-2-2010-Champions-League
359,2010-11-24,2010-2011,Panathinaikos,https://fbref.com/en/matches/509cd1ce/Panathinaikos-Barcelona-November-24-2010-Champions-League
362,2010-12-07,2010-2011,Rubin Kazan,https://fbref.com/en/matches/85ba107e/Barcelona-Rubin-Kazan-December-7-2010-Champions-League
365,2011-01-02,2010-2011,Levante,https://fbref.com/en/matches/3f24035d/Barcelona-Levante-January-2-2011-La-Liga
