ID_Partido,Fecha,Rival,Entrenador,Formacion,Posesion_Bruta
355,2010-11-02,FC_Copenhagen,Pep Guardiola,Desconocida,
356,2010-11-07,Getafe,Pep Guardiola,4-3-3,
357,2010-11-13,Villarreal,Pep Guardiola,4-3-3,
358,2010-11-20,Almería,Pep Guardiola,4-3-3,
359,2010-11-24,Panathinaikos,Pep Guardiola,Desconocida,
35,2004-03-14,Real_Murcia,Frank Rijkaard,Desconocida,
360,2010-11-29,Real_Madrid,Pep Guardiola,4-3-3,
361,2010-12-04,Osasuna,Pep Guardiola,4-3-3,
362,2010-12-07,Rubin_Kazan,Pep Guardiola,Desconocida,
363,2010-12-12,Real_Sociedad,Pep Guardiola,4-3-3,
364,2010-12-18,Espanyol,Pep Guardiola,4-3-3,
365,2011-01-02,Levante,Pep Guardiola,Desconocida,
366,2011-01-08,Dep_La_Coruña,Pep Guardiola,4-3-3,
367,2011-01-16,Málaga,Pep Guardiola,4-3-3,
368,2011-01-22,Racing_Sant,Pep Guardiola,4-3-3,
369,2011-01-29,Hércules,Pep Guardiola,4-3-3,
36,2004-03-21,Real_Sociedad,Frank Rijkaard,Desconocida,
370,2011-02-05,Atlético_Madrid,Pep Guardiola,4-3-3,
371,2011-02-12,Sporting_Gijón,Pep Guardiola,4-3-3,
372,2011-02-16,Arsenal,Pep Guardiola,Desconocida,
373,2011-02-20,Athletic_Club,Pep Guardiola,4-3-3,
374,2011-02-26,Mallorca,Pep Guardiola,4-3-3,
375,2011-03-02,Valencia,Pep Guardiola,3-5-1-1,
376,2011-03-05,Zaragoza,Pep Guardiola,4-3-3,
377,2011-03-08,Arsenal,Pep Guardiola,Desconocida,
378,2011-03-13,Sevilla,Pep Guardiola,4-3-3,
379,2011-03-19,Getafe,Pep Guardiola,4-3-3,
37,2004-03-25,Celtic,Frank Rijkaard,Desconocida,
380,2011-04-02,Villarreal,Pep Guardiola,4-3-3,
381,2011-04-06,Shakhtar_Donetsk,Pep Guardiola,Desconocida,
382,2011-04-09,Almería,Pep Guardiola,4-3-3,
383,2011-04-12,Shakhtar_Donetsk,Pep Guardiola,Desconocida,
384,2011-04-16,Real_Madrid,Pep Guardiola,4-3-3,
385,2011-04-23,Osasuna,Pep Guardiola,4-3-3,
386,2011-04-27,Real_Madrid,Pep Guardiola,Desconocida,
387,2011-04-30,Real_Sociedad,Pep Guardiola,4-3-3,
388,2011-05-03,Real_Madrid,Pep Guardiola,Desconocida,
389,2011-05-08,Espanyol,Pep Guardiola,4-3-3,
38,2004-04-03,Villarreal,Frank Rijkaard,Desconocida,
390,2011-05-11,Levante,Pep Guardiola,4-3-3,
391,2011-05-15,Dep_La_Coruña,Pep Guardiola,Desconocida,
392,2011-05-21,Málaga,Pep Guardiola,Desconocida,
393,2011-05-28,Manchester_Utd,Pep Guardiola,4-3-3,
394,2011-08-29,Villarreal,Pep Guardiola,3-4-3,
395,2011-09-10,Real_Sociedad,Pep Guardiola,4-3-3,
396,2011-09-13,Milan,Pep Guardiola,Desconocida,
397,2011-09-17,Osasuna,Pep Guardiola,4-1-2-1-2,
398,2011-09-21,Valencia,Pep Guardiola,3-4-2-1,
399,2011-09-24,Atlético_Madrid,Pep Guardiola,4-3-3,
39,2004-04-10,Valladolid,Frank Rijkaard,Desconocida,
3,2003-09-14,Albacete,Frank Rijkaard,Desconocida,
400,2011-09-28,BATE_Borisov,Pep Guardiola,Desconocida,
401,2011-10-02,Sporting_Gijón,Pep Guardiola,4-3-3,
402,2011-10-15,Racing_Sant,Pep Guardiola,4-3-3,
403,2011-10-19,Viktoria_Plzeň,Pep Guardiola,Desconocida,
404,2011-10-22,Sevilla,Pep Guardiola,4-3-3,
405,2011-10-25,Granada,Pep Guardiola,4-3-3,
406,2011-10-29,Mallorca,Pep Guardiola,4-4-1-1,
407,2011-11-01,Viktoria_Plzeň,Pep Guardiola,Desconocida,
408,2011-11-06,Athletic_Club,Pep Guardiola,3-5-1-1,
409,2011-11-19,Zaragoza,Pep Guardiola,4-3-3,
40,2004-04-14,Real_Betis,Frank Rijkaard,Desconocida,
410,2011-11-23,Milan,Pep Guardiola,Desconocida,
411,2011-11-26,Getafe,Pep Guardiola,4-3-3,
412,2011-11-29,Rayo_Vallecano,Pep Guardiola,4-3-3,
413,2011-12-03,Levante,Pep Guardiola,3-5-1-1,
414,2011-12-06,BATE_Borisov,Pep Guardiola,Desconocida,
415,2011-12-10,Real_Madrid,Pep Guardiola,4-3-3,
416,2012-01-08,Espanyol,Pep Guardiola,4-3-3,
417,2012-01-15,Real_Betis,Pep Guardiola,3-4-2-1,
418,2012-01-22,Málaga,Pep Guardiola,4-3-3,
419,2012-01-28,Villarreal,Pep Guardiola,3-5-1-1,
41,2004-04-18,Málaga,Frank Rijkaard,Desconocida,
420,2012-02-04,Real_Sociedad,Pep Guardiola,4-3-3,
421,2012-02-11,Osasuna,Pep Guardiola,4-3-3,
422,2012-02-14,Leverkusen,Pep Guardiola,Desconocida,
423,2012-02-19,Valencia,Pep Guardiola,4-3-3,
424,2012-02-26,Atlético_Madrid,Pep Guardiola,4-3-3,
425,2012-03-03,Sporting_Gijón,Pep Guardiola,Desconocida,
426,2012-03-07,Leverkusen,Pep Guardiola,Desconocida,
427,2012-03-11,Racing_Sant,Pep Guardiola,3-5-1-1,
428,2012-03-17,Sevilla,Pep Guardiola,4-3-3,
429,2012-03-20,Granada,Pep Guardiola,4-3-3,
42,2004-04-25,Real_Madrid,Frank Rijkaard,Desconocida,
430,2012-03-24,Mallorca,Pep Guardiola,3-4-1-2,
431,2012-03-28,Milan,Pep Guardiola,Desconocida,
432,2012-03-31,Athletic_Club,Pep Guardiola,4-3-3,
433,2012-04-03,Milan,Pep Guardiola,Desconocida,
434,2012-04-07,Zaragoza,Pep Guardiola,4-3-3,
435,2012-04-10,Getafe,Pep Guardiola,3-5-2,
436,2012-04-14,Levante,Pep Guardiola,3-5-1-1,
437,2012-04-18,Chelsea,Pep Guardiola,Desconocida,
438,2012-04-21,Real_Madrid,Pep Guardiola,3-5-1-1,
439,2012-04-24,Chelsea,Pep Guardiola,Desconocida,
43,2004-05-02,Espanyol,Frank Rijkaard,Desconocida,
440,2012-04-29,Rayo_Vallecano,Pep Guardiola,4-3-3,
441,2012-05-02,Málaga,Pep Guardiola,4-3-3,
442,2012-05-05,Espanyol,Pep Guardiola,4-3-3,
443,2012-05-12,Real_Betis,Pep Guardiola,4-3-3,
444,2012-08-19,Real_Sociedad,Tito Vilanova,4-3-3,
445,2012-08-26,Osasuna,Tito Vilanova,4-3-3,
446,2012-09-02,Valencia,Tito Vilanova,4-3-3,
447,2012-09-15,Getafe,Tito Vilanova,4-3-3,
448,2012-09-19,Spartak_Moscow,Tito Vilanova,Desconocida,
449,2012-09-22,Granada,Tito Vilanova,4-3-3,
44,2004-05-08,Celta_Vigo,Frank Rijkaard,Desconocida,
450,2012-09-29,Sevilla,Tito Vilanova,4-3-3,
451,2012-10-02,Benfica,Tito Vilanova,Desconocida,
452,2012-10-07,Real_Madrid,Tito Vilanova,4-3-3,
453,2012-10-20,Dep_La_Coruña,Tito Vilanova,4-3-3,
454,2012-10-23,Celtic,Tito Vilanova,Desconocida,
455,2012-10-27,Rayo_Vallecano,Tito Vilanova,4-3-3,
456,2012-11-03,Celta_Vigo,Tito Vilanova,4-3-3,
457,2012-11-07,Celtic,Tito Vilanova,Desconocida,
458,2012-11-11,Mallorca,Tito Vilanova,4-3-3,
459,2012-11-17,Zaragoza,Tito Vilanova,4-3-3,
45,2004-05-16,Racing_Sant,Frank Rijkaard,Desconocida,
460,2012-11-20,Spartak_Moscow,Tito Vilanova,Desconocida,
461,2012-11-25,Levante,Tito Vilanova,4-3-3,
462,2012-12-01,Athletic_Club,Tito Vilanova,4-3-3,
463,2012-12-05,Benfica,Tito Vilanova,Desconocida,
464,2012-12-09,Real_Betis,Tito Vilanova,4-3-3,
465,2012-12-16,Atlético_Madrid,Tito Vilanova,4-3-3,
466,2012-12-22,Valladolid,Jordi Roura,4-3-3,
467,2013-01-06,Espanyol,Tito Vilanova,4-3-3,
468,2013-01-13,Málaga,Tito Vilanova,4-3-3,
469,2013-01-19,Real_Sociedad,Tito Vilanova,4-3-3,
46,2004-05-23,Zaragoza,Frank Rijkaard,Desconocida,
470,2013-01-27,Osasuna,Jordi Roura,4-3-3,
471,2013-02-03,Valencia,Jordi Roura,4-3-3,
472,2013-02-10,Getafe,Jordi Roura,4-3-3,
473,2013-02-16,Granada,Jordi Roura,4-3-3,
474,2013-02-20,Milan,Jordi Roura,Desconocida,
475,2013-02-23,Sevilla,Jordi Roura,4-3-3,
476,2013-03-02,Real_Madrid,Jordi Roura,4-3-3,
477,2013-03-09,Dep_La_Coruña,Jordi Roura,4-3-3,
478,2013-03-12,Milan,Jordi Roura,Desconocida,
479,2013-03-17,Rayo_Vallecano,Jordi Roura,4-3-3,
47,2004-08-29,Racing_Sant,Frank Rijkaard,Desconocida,
480,2013-03-30,Celta_Vigo,Jordi Roura,4-3-3,
481,2013-04-02,Paris_Saint-Germain,Tito Vilanova,Desconocida,
482,2013-04-06,Mallorca,Tito Vilanova,Desconocida,
483,2013-04-10,Paris_Saint-Germain,Tito Vilanova,Desconocida,
484,2013-04-14,Zaragoza,Tito Vilanova,Desconocida,
485,2013-04-20,Levante,Tito Vilanova,Desconocida,
486,2013-04-23,Bayern_Munich,Tito Vilanova,Desconocida,
487,2013-04-27,Athletic_Club,Tito Vilanova,4-3-3,
488,2013-05-01,Bayern_Munich,Tito Vilanova,Desconocida,
489,2013-05-05,Real_Betis,Tito Vilanova,4-3-3,
48,2004-09-11,Sevilla,Frank Rijkaard,Desconocida,
490,2013-05-12,Atlético_Madrid,Tito Vilanova,4-3-3,
491,2013-05-19,Valladolid,Tito Vilanova,Desconocida,
492,2013-05-26,Espanyol,Tito Vilanova,Desconocida,
493,2013-06-01,Málaga,Tito Vilanova,Desconocida,
494,2013-08-18,Levante,Gerardo Daniel Martino,4-3-3,
495,2013-08-25,Málaga,Gerardo Daniel Martino,Desconocida,
496,2013-09-01,Valencia,Gerardo Daniel Martino,4-3-3,
497,2013-09-14,Sevilla,Gerardo Daniel Martino,4-3-3,
498,2013-09-18,Ajax,Gerardo Daniel Martino,Desconocida,
499,2013-09-21,Rayo_Vallecano,Gerardo Daniel Martino,4-3-3,
49,2004-09-14,Celtic,Frank Rijkaard,Desconocida,
4,2003-09-20,Osasuna,Frank Rijkaard,Desconocida,
500,2013-09-24,Real_Sociedad,Gerardo Daniel Martino,4-3-3,
501,2013-09-28,Almería,Gerardo Daniel Martino,4-3-3,
502,2013-10-01,Celtic,Gerardo Daniel Martino,Desconocida,
503,2013-10-05,Valladolid,Gerardo Daniel Martino,Desconocida,
504,2013-10-19,Osasuna,Gerardo Daniel Martino,4-3-3,
505,2013-10-22,Milan,Gerardo Daniel Martino,Desconocida,
506,2013-10-26,Real_Madrid,Gerardo Daniel Martino,4-3-3,
507,2013-10-29,Celta_Vigo,Gerardo Daniel Martino,4-3-3,
508,2013-11-01,Espanyol,Gerardo Daniel Martino,4-3-3,
509,2013-11-06,Milan,Gerardo Daniel Martino,Desconocida,
50,2004-09-19,Atlético_Madrid,Frank Rijkaard,Desconocida,
510,2013-11-10,Real_Betis,Gerardo Daniel Martino,4-3-3,
511,2013-11-23,Granada,Gerardo Daniel Martino,Desconocida,
512,2013-11-26,Ajax,Gerardo Daniel Martino,Desconocida,
513,2013-12-01,Athletic_Club,Gerardo Daniel Martino,Desconocida,
514,2013-12-11,Celtic,Gerardo Daniel Martino,Desconocida,
515,2013-12-14,Villarreal,Gerardo Daniel Martino,Desconocida,
516,2013-12-22,Getafe,Gerardo Daniel Martino,Desconocida,
517,2014-01-05,Elche,Gerardo Daniel Martino,Desconocida,
518,2014-01-11,Atlético_Madrid,Gerardo Daniel Martino,4-1-2-1-2,
519,2014-01-19,Levante,Gerardo Daniel Martino,4-3-3,
51,2004-09-23,Zaragoza,Frank Rijkaard,Desconocida,
520,2014-01-26,Málaga,Gerardo Daniel Martino,4-3-3,
521,2014-02-01,Valencia,Gerardo Daniel Martino,4-3-3,
522,2014-02-09,Sevilla,Gerardo Daniel Martino,4-3-3,
523,2014-02-15,Rayo_Vallecano,Gerardo Daniel Martino,4-3-3,
524,2014-02-18,Manchester_City,Gerardo Daniel Martino,Desconocida,
525,2014-02-22,Real_Sociedad,Gerardo Daniel Martino,4-3-3,
526,2014-03-02,Almería,Gerardo Daniel Martino,4-3-3,
527,2014-03-08,Valladolid,Gerardo Daniel Martino,4-3-3,
528,2014-03-12,Manchester_City,Gerardo Daniel Martino,Desconocida,
529,2014-03-16,Osasuna,Gerardo Daniel Martino,4-3-3,
52,2004-09-26,Mallorca,Frank Rijkaard,Desconocida,
530,2014-03-23,Real_Madrid,Gerardo Daniel Martino,4-3-3,
531,2014-03-26,Celta_Vigo,Luis Enrique,4-3-3,
532,2014-03-29,Espanyol,Gerardo Daniel Martino,4-3-3,
533,2014-04-01,Atlético_Madrid,Gerardo Daniel Martino,Desconocida,
534,2014-04-05,Real_Betis,Gerardo Daniel Martino,4-3-3,
535,2014-04-09,Atlético_Madrid,Gerardo Daniel Martino,Desconocida,
536,2014-04-12,Granada,Gerardo Daniel Martino,4-3-3,
537,2014-04-20,Athletic_Club,Ernesto Valverde,4-3-3,
538,2014-04-27,Villarreal,Gerardo Daniel Martino,4-3-3,
539,2014-05-03,Getafe,Gerardo Daniel Martino,4-3-3,
53,2004-09-29,Shakhtar_Donetsk,Frank Rijkaard,Desconocida,
540,2014-05-11,Elche,Gerardo Daniel Martino,4-3-3,
541,2014-05-17,Atlético_Madrid,Gerardo Daniel Martino,4-3-3,
542,2014-08-24,Elche,Luis Enrique,4-3-3,
543,2014-08-31,Villarreal,Luis Enrique,4-3-3,
544,2014-09-13,Athletic_Club,Ernesto Valverde,4-3-3,
545,2014-09-17,APOEL_FC,Luis Enrique,Desconocida,
546,2014-09-21,Levante,Luis Enrique,4-3-3,
547,2014-09-24,Málaga,Luis Enrique,4-3-3,
548,2014-09-27,Granada,Luis Enrique,4-3-3,
549,2014-09-30,Paris_Saint-Germain,Luis Enrique,Desconocida,
54,2004-10-03,Numancia,Frank Rijkaard,Desconocida,
550,2014-10-04,Rayo_Vallecano,Luis Enrique,4-3-3,
551,2014-10-18,Eibar,Luis Enrique,4-3-3,
552,2014-10-21,Ajax,Luis Enrique,Desconocida,
553,2014-10-25,Real_Madrid,Luis Enrique,4-3-3,
554,2014-11-01,Celta_Vigo,Luis Enrique,4-3-3,
555,2014-11-05,Ajax,Luis Enrique,Desconocida,
556,2014-11-08,Almería,Luis Enrique,4-3-3,
557,2014-11-22,Sevilla,Luis Enrique,4-3-3,
558,2014-11-25,APOEL_FC,Luis Enrique,Desconocida,
559,2014-11-30,Valencia,Luis Enrique,4-3-3,
560,2014-12-03,Huesca,Luis Enrique,Desconocida,
561,2014-12-07,Espanyol,Sergio,4-3-3,
562,2014-12-10,Paris_Saint-Germain,Luis Enrique,Desconocida,
563,2014-12-13,Getafe,Luis Enrique,4-3-3,
564,2014-12-16,Huesca,Luis Enrique,Desconocida,
565,2014-12-20,Córdoba,Luis Enrique,4-3-3,
566,2015-01-04,Real_Sociedad,Luis Enrique,4-3-3,
567,2015-01-08,Elche,Luis Enrique,Desconocida,
568,2015-01-11,Atlético_Madrid,Luis Enrique,4-3-3,
569,2015-01-15,Elche,Luis Enrique,Desconocida,
56,2004-10-20,Milan,Frank Rijkaard,Desconocida,
570,2015-01-18,Dep_La_Coruña,Luis Enrique,4-3-3,
571,2015-01-21,Atlético_Madrid,Luis Enrique,Desconocida,
572,2015-01-24,Elche,Luis Enrique,4-3-3,
573,2015-01-28,Atlético_Madrid,Luis Enrique,Desconocida,
574,2015-02-01,Villarreal,Luis Enrique,4-3-3,
575,2015-02-08,Athletic_Club,Luis Enrique,4-3-3,
576,2015-02-11,Villarreal,Luis Enrique,Desconocida,
577,2015-02-15,Levante,Luis Enrique,4-3-3,
578,2015-02-21,Málaga,Luis Enrique,4-3-3,
579,2015-02-24,Manchester_City,Luis Enrique,Desconocida,
580,2015-02-28,Granada,Luis Enrique,4-3-3,
581,2015-03-04,Villarreal,Luis Enrique,Desconocida,
582,2015-03-08,Rayo_Vallecano,Luis Enrique,4-3-3,
583,2015-03-14,Eibar,Luis Enrique,4-3-3,
584,2015-03-18,Manchester_City,Luis Enrique,Desconocida,
585,2015-03-22,Real_Madrid,Luis Enrique,4-3-3,
586,2015-04-05,Celta_Vigo,Luis Enrique,4-3-3,
587,2015-04-08,Almería,Sergi Barjuán,4-3-3,
588,2015-04-11,Sevilla,Luis Enrique,4-3-3,
589,2015-04-15,Paris_Saint-Germain,Luis Enrique,Desconocida,
58,2004-10-30,Athletic_Club,Frank Rijkaard,Desconocida,
590,2015-04-18,Valencia,Luis Enrique,4-3-3,
591,2015-04-21,Paris_Saint-Germain,Luis Enrique,Desconocida,
592,2015-04-25,Espanyol,Luis Enrique,4-3-3,
593,2015-04-28,Getafe,Luis Enrique,4-3-3,
594,2015-05-02,Córdoba,Luis Enrique,4-3-3,
595,2015-05-06,Bayern_Munich,Pep Guardiola,Desconocida,
596,2015-05-09,Real_Sociedad,Luis Enrique,4-3-3,
597,2015-05-12,Bayern_Munich,Luis Enrique,Desconocida,
598,2015-05-17,Atlético_Madrid,Luis Enrique,4-3-3,
599,2015-05-23,Dep_La_Coruña,Luis Enrique,4-3-3,
59,2004-11-02,Milan,Frank Rijkaard,Desconocida,
5,2003-09-24,FK_Púchov,Frank Rijkaard,Desconocida,
600,2015-05-30,Athletic_Club,Luis Enrique,Desconocida,
601,2015-06-06,Juventus,Luis Enrique,4-3-3,
602,2015-08-11,Sevilla,Luis Enrique,4-3-3,
603,2015-08-14,Athletic_Club,Luis Enrique,Desconocida,
604,2015-08-17,Athletic_Club,Ernesto Valverde,Desconocida,
605,2015-08-23,Athletic_Club,Luis Enrique,4-3-3,
606,2015-08-29,Málaga,Luis Enrique,4-3-3,
607,2015-09-12,Atlético_Madrid,Luis Enrique,4-3-3,
608,2015-09-16,Roma,Luis Enrique,4-3-3,
609,2015-09-20,Levante,Luis Enrique,4-3-3,
60,2004-11-06,Dep_La_Coruña,Frank Rijkaard,Desconocida,
610,2015-09-23,Celta_Vigo,Luis Enrique,4-3-3,
611,2015-09-26,Las_Palmas,Luis Enrique,4-3-3,
612,2015-09-29,Leverkusen,Luis Enrique,4-3-3,
613,2015-10-03,Sevilla,Luis Enrique,4-3-3,
614,2015-10-17,Rayo_Vallecano,Luis Enrique,4-3-3,
615,2015-10-20,BATE_Borisov,Luis Enrique,4-3-3,
616,2015-10-25,Eibar,Luis Enrique,4-3-3,
617,2015-10-28,Villanovense,Luis Enrique,Desconocida,
618,2015-10-31,Getafe,Luis Enrique,4-3-3,
619,2015-11-04,BATE_Borisov,Luis Enrique,4-1-4-1,
61,2004-11-14,Real_Betis,Frank Rijkaard,Desconocida,
620,2015-11-08,Villarreal,Luis Enrique,4-3-3,
621,2015-11-21,Real_Madrid,Luis Enrique,4-3-3,
622,2015-11-24,Roma,Luis Enrique,4-3-3,
623,2015-11-28,Real_Sociedad,Luis Enrique,4-3-3,
624,2015-12-02,Villanovense,Luis Enrique,Desconocida,
625,2015-12-05,Valencia,Luis Enrique,4-3-3,
626,2015-12-09,Leverkusen,Luis Enrique,4-3-3,
627,2015-12-12,Dep_La_Coruña,Luis Enrique,4-3-3,
628,2015-12-30,Real_Betis,Luis Enrique,4-3-3,
629,2016-01-02,Espanyol,Luis Enrique,4-3-3,
62,2004-11-20,Real_Madrid,Frank Rijkaard,Desconocida,
630,2016-01-06,Espanyol,Luis Enrique,Desconocida,
631,2016-01-09,Granada,Luis Enrique,4-3-3,
632,2016-01-13,Espanyol,Luis Enrique,Desconocida,
633,2016-01-17,Athletic_Club,Ernesto Valverde,4-3-3,
634,2016-01-20,Athletic_Club,Luis Enrique,Desconocida,
635,2016-01-23,Málaga,Luis Enrique,4-3-3,
636,2016-01-27,Athletic_Club,Ernesto Valverde,Desconocida,
637,2016-01-30,Atlético_Madrid,Luis Enrique,4-3-3,
638,2016-02-03,Valencia,Luis Enrique,Desconocida,
639,2016-02-07,Levante,Luis Enrique,4-3-3,
63,2004-11-24,Celtic,Frank Rijkaard,Desconocida,
640,2016-02-10,Valencia,Luis Enrique,Desconocida,
641,2016-02-14,Celta_Vigo,Luis Enrique,4-3-3,
642,2016-02-17,Sporting_Gijón,Luis Enrique,4-3-3,
643,2016-02-20,Las_Palmas,Luis Enrique,4-3-3,
644,2016-02-23,Arsenal,Luis Enrique,4-3-3,
645,2016-02-28,Sevilla,Luis Enrique,4-3-3,
646,2016-03-03,Rayo_Vallecano,Luis Enrique,4-3-3,
647,2016-03-06,Eibar,Luis Enrique,4-3-3,
648,2016-03-12,Getafe,Luis Enrique,4-3-3,
649,2016-03-16,Arsenal,Luis Enrique,4-3-3,
64,2004-11-27,Getafe,Frank Rijkaard,Desconocida,
650,2016-03-20,Villarreal,Luis Enrique,4-3-3,
651,2016-04-02,Real_Madrid,Luis Enrique,4-3-3,
652,2016-04-05,Atlético_Madrid,Luis Enrique,4-3-3,
653,2016-04-09,Real_Sociedad,Luis Enrique,4-3-3,
654,2016-04-13,Atlético_Madrid,Luis Enrique,4-3-3,
655,2016-04-17,Valencia,Luis Enrique,4-3-3,
656,2016-04-20,Dep_La_Coruña,Luis Enrique,4-3-3,
657,2016-04-23,Sporting_Gijón,Luis Enrique,4-3-3,
658,2016-04-30,Real_Betis,Luis Enrique,4-3-3,
659,2016-05-08,Espanyol,Luis Enrique,4-3-3,
660,2016-05-14,Granada,Luis Enrique,4-3-3,
661,2016-05-22,Sevilla,Luis Enrique,Desconocida,
662,2016-08-14,Sevilla,Luis Enrique,4-3-3,
663,2016-08-17,Sevilla,Luis Enrique,4-3-3,
664,2016-08-20,Real_Betis,Luis Enrique,4-3-3,
665,2016-08-28,Athletic_Club,Luis Enrique,4-3-3,
666,2016-09-10,Alavés,Luis Enrique,4-3-3,
667,2016-09-13,Celtic,Luis Enrique,4-3-3,
668,2016-09-17,Leganés,Luis Enrique,3-4-3,
669,2016-09-21,Atlético_Madrid,Luis Enrique,4-3-3,
66,2004-12-07,Shakhtar_Donetsk,Frank Rijkaard,Desconocida,
670,2016-09-24,Sporting_Gijón,Luis Enrique,4-3-3,
671,2016-09-28,Gladbach,Luis Enrique,4-1-4-1,
672,2016-10-02,Celta_Vigo,Luis Enrique,4-3-3,
673,2016-10-15,Dep_La_Coruña,Luis Enrique,4-3-3,
674,2016-10-19,Manchester_City,Pep Guardiola,4-3-3,
675,2016-10-22,Valencia,Luis Enrique,4-3-3,
676,2016-10-29,Granada,Luis Enrique,4-3-3,
677,2016-11-01,Manchester_City,Luis Enrique,4-3-3,
678,2016-11-06,Sevilla,Luis Enrique,4-3-3,
679,2016-11-19,Málaga,Luis Enrique,4-3-3,
680,2016-11-23,Celtic,Luis Enrique,4-3-3,
681,2016-11-27,Real_Sociedad,Luis Enrique,4-3-3,
682,2016-11-30,Hércules,Luis Enrique,Desconocida,
683,2016-12-03,Real_Madrid,Luis Enrique,4-3-3,
684,2016-12-06,Gladbach,Luis Enrique,4-3-3,
685,2016-12-10,Osasuna,Luis Enrique,4-3-3,
686,2016-12-18,Espanyol,Luis Enrique,4-3-3,
687,2016-12-21,Hércules,Luis Enrique,Desconocida,
688,2017-01-05,Athletic_Club,Luis Enrique,Desconocida,
689,2017-01-08,Villarreal,Luis Enrique,4-3-3,
68,2004-12-18,Valencia,Frank Rijkaard,Desconocida,
690,2017-01-11,Athletic_Club,Ernesto Valverde,Desconocida,
691,2017-01-14,Las_Palmas,Quique Setién,4-3-3,
692,2017-01-19,Real_Sociedad,Luis Enrique,Desconocida,
693,2017-01-22,Eibar,Luis Enrique,4-3-3,
694,2017-01-26,Real_Sociedad,Luis Enrique,Desconocida,
695,2017-01-29,Real_Betis,Luis Enrique,4-3-3,
696,2017-02-01,Atlético_Madrid,Luis Enrique,Desconocida,
697,2017-02-04,Athletic_Club,Ernesto Valverde,4-3-3,
698,2017-02-07,Atlético_Madrid,Luis Enrique,Desconocida,
699,2017-02-11,Alavés,Luis Enrique,4-3-3,
6,2003-09-28,Atlético_Madrid,Frank Rijkaard,Desconocida,
700,2017-02-14,Paris_Saint-Germain,Luis Enrique,4-3-3,
701,2017-02-19,Leganés,Luis Enrique,4-3-3,
702,2017-02-26,Atlético_Madrid,Luis Enrique,4-3-3,
703,2017-03-01,Sporting_Gijón,Luis Enrique,4-3-3,
704,2017-03-04,Celta_Vigo,Luis Enrique,4-3-3,
705,2017-03-08,Paris_Saint-Germain,Luis Enrique,3-4-3,
706,2017-03-12,Dep_La_Coruña,Luis Enrique,3-4-3,
707,2017-03-19,Valencia,Luis Enrique,3-4-3,
708,2017-04-02,Granada,Luis Enrique,4-1-4-1,
709,2017-04-05,Sevilla,Luis Enrique,3-4-3,
70,2005-01-09,Villarreal,Frank Rijkaard,Desconocida,
710,2017-04-08,Málaga,Luis Enrique,4-3-3,
711,2017-04-11,Juventus,Luis Enrique,4-3-3,
712,2017-04-15,Real_Sociedad,Luis Enrique,4-4-2,
713,2017-04-19,Juventus,Luis Enrique,4-3-3,
714,2017-04-23,Real_Madrid,Luis Enrique,4-3-1-2,
715,2017-04-26,Osasuna,Luis Enrique,3-1-4-2,
716,2017-04-29,Espanyol,Luis Enrique,4-3-3,
717,2017-05-06,Villarreal,Luis Enrique,4-3-3,
718,2017-05-14,Las_Palmas,Luis Enrique,4-3-3,
719,2017-05-21,Eibar,Luis Enrique,4-3-3,
71,2005-01-16,Real_Sociedad,Frank Rijkaard,Desconocida,
720,2017-05-27,Alavés,Luis Enrique,Desconocida,
721,2017-08-13,Real_Madrid,Ernesto Valverde,4-3-3,
722,2017-08-16,Real_Madrid,Ernesto Valverde,3-5-2,
723,2017-08-20,Real_Betis,Quique Setién,4-4-1-1,
724,2017-08-26,Alavés,Ernesto Valverde,4-3-3,
725,2017-09-09,Espanyol,Ernesto Valverde,4-4-2,
726,2017-09-12,Juventus,Ernesto Valverde,4-3-3,
727,2017-09-16,Getafe,Ernesto Valverde,4-3-3,
728,2017-09-19,Eibar,Ernesto Valverde,4-3-3,
729,2017-09-23,Girona,Ernesto Valverde,4-4-2,
72,2005-01-22,Racing_Sant,Frank Rijkaard,Desconocida,
730,2017-09-27,Sporting_CP,Ernesto Valverde,4-4-2,
731,2017-10-01,Las_Palmas,Ernesto Valverde,4-4-2,
732,2017-10-14,Atlético_Madrid,Ernesto Valverde,4-4-2,
733,2017-10-18,Olympiacos,Ernesto Valverde,4-3-3,
734,2017-10-21,Málaga,Ernesto Valverde,4-4-2,
735,2017-10-24,Real_Murcia,Ernesto Valverde,Desconocida,
736,2017-10-28,Athletic_Club,Ernesto Valverde,4-4-2,
737,2017-10-31,Olympiacos,Ernesto Valverde,4-4-2,
738,2017-11-04,Sevilla,Ernesto Valverde,4-4-2,
739,2017-11-18,Leganés,Ernesto Valverde,4-4-2,
73,2005-01-29,Sevilla,Frank Rijkaard,Desconocida,
740,2017-11-22,Juventus,Ernesto Valverde,4-2-3-1,
741,2017-11-26,Valencia,Ernesto Valverde,4-4-2,
742,2017-11-29,Real_Murcia,Ernesto Valverde,Desconocida,
743,2017-12-02,Celta_Vigo,Ernesto Valverde,4-4-2,
744,2017-12-05,Sporting_CP,Ernesto Valverde,4-3-3,
745,2017-12-10,Villarreal,Ernesto Valverde,4-4-2,
746,2017-12-17,Dep_La_Coruña,Ernesto Valverde,4-4-2,
747,2017-12-23,Real_Madrid,Ernesto Valverde,4-4-2,
748,2018-01-04,Celta_Vigo,Ernesto Valverde,Desconocida,
