ID_Partido,ID_StatsBomb,ID_Entrenador,Fecha,Temporada,Competicion,Rival,Localia,Resultado,Goles_Barca,Goles_Rival,Penaltis_Barca,Penaltis_Rival
321,69233.0,2,2010-02-20,2009-2010,La Liga,Racing Sant,Home,W,4,0,,
322,,2,2010-02-23,2009-2010,Champions Lg,Stuttgart,Away,D,1,1,,
323,69238.0,2,2010-02-27,2009-2010,La Liga,Málaga,Home,W,2,1,,
324,69226.0,2,2010-03-06,2009-2010,La Liga,Almería,Away,D,2,2,,
325,69224.0,2,2010-03-14,2009-2010,La Liga,Valencia,Home,W,3,0,,
326,,2,2010-03-17,2009-2010,Champions Lg,Stuttgart,Home,W,4,0,,
327,69227.0,2,2010-03-21,2009-2010,La Liga,Zaragoza,Away,W,4,2,,
328,69257.0,2,2010-03-24,2009-2010,La Liga,Osasuna,Home,W,2,0,,
329,69298.0,2,2010-03-27,2009-2010,La Liga,Mallorca,Away,W,1,0,,
330,,2,2010-03-31,2009-2010,Champions Lg,Arsenal,Away,D,2,2,,
331,69247.0,2,2010-04-03,2009-2010,La Liga,Athletic Club,Home,W,4,1,,
332,,2,2010-04-06,2009-2010,Champions Lg,Arsenal,Home,W,4,1,,
333,69259.0,2,2010-04-10,2009-2010,La Liga,Real Madrid,Away,W,2,0,,
334,69221.0,2,2010-04-14,2009-2010,La Liga,Dep La Coruña,Home,W,3,0,,
335,69213.0,2,2010-04-17,2009-2010,La Liga,Espanyol,Away,D,0,0,,
336,,2,2010-04-20,2009-2010,Champions Lg,Inter,Away,L,1,3,,
337,69214.0,2,2010-04-24,2009-2010,La Liga,Xerez,Home,W,3,1,,
338,,2,2010-04-28,2009-2010,Champions Lg,Inter,Home,W,1,0,,
339,69244.0,2,2010-05-01,2009-2010,La Liga,Villarreal,Away,W,4,1,,
340,69241.0,2,2010-05-04,2009-2010,La Liga,Tenerife,Home,W,4,1,,
341,69239.0,2,2010-05-08,2009-2010,La Liga,Sevilla,Away,W,3,2,,
342,69242.0,2,2010-05-16,2009-2010,La Liga,Valladolid,Home,W,4,0,,
343,69286.0,2,2010-08-29,2010-2011,La Liga,Racing Sant,Away,W,3,0,,
344,69287.0,2,2010-09-11,2010-2011,La Liga,Hércules,Home,L,0,2,,
345,,2,2010-09-14,2010-2011,Champions Lg,Panathinaikos,Home,W,5,1,,
346,69269.0,2,2010-09-19,2010-2011,La Liga,Atlético Madrid,Away,W,2,1,,
347,,2,2010-09-22,2010-2011,La Liga,Sporting Gijón,Home,W,1,0,,
348,,2,2010-09-25,2010-2011,La Liga,Athletic Club,Away,W,3,1,,
349,,2,2010-09-29,2010-2011,Champions Lg,Rubin Kazan,Away,D,1,1,,
350,69236.0,2,2010-10-03,2010-2011,La Liga,Mallorca,Home,D,1,1,,
351,69260.0,2,2010-10-16,2010-2011,La Liga,Valencia,Home,W,2,1,,
352,,2,2010-10-20,2010-2011,Champions Lg,FC Copenhagen,Home,W,2,0,,
353,69263.0,2,2010-10-23,2010-2011,La Liga,Zaragoza,Away,W,2,0,,
354,69289.0,2,2010-10-30,2010-2011,La Liga,Sevilla,Home,W,5,0,,
355,,2,2010-11-02,2010-2011,Champions Lg,FC Copenhagen,Away,D,1,1,,
356,69270.0,2,2010-11-07,2010-2011,La Liga,Getafe,Away,W,3,1,,
357,69308.0,2,2010-11-13,2010-2011,La Liga,Villarreal,Home,W,3,1,,
358,69306.0,2,2010-11-20,2010-2011,La Liga,Almería,Away,W,8,0,,
359,,2,2010-11-24,2010-2011,Champions Lg,Panathinaikos,Away,W,3,0,,
360,69299.0,2,2010-11-29,2010-2011,La Liga,Real Madrid,Home,W,5,0,,
361,69307.0,2,2010-12-04,2010-2011,La Liga,Osasuna,Away,W,3,0,,
362,,2,2010-12-07,2010-2011,Champions Lg,Rubin Kazan,Home,W,2,0,,
363,69302.0,2,2010-12-12,2010-2011,La Liga,Real Sociedad,Home,W,5,0,,
364,69275.0,2,2010-12-18,2010-2011,La Liga,Espanyol,Away,W,5,1,,
365,,2,2011-01-02,2010-2011,La Liga,Levante,Home,W,2,1,,
366,69280.0,2,2011-01-08,2010-2011,La Liga,Dep La Coruña,Away,W,4,0,,
367,69278.0,2,2011-01-16,2010-2011,La Liga,Málaga,Home,W,4,1,,
368,69295.0,2,2011-01-22,2010-2011,La Liga,Racing Sant,Home,W,3,0,,
369,69296.0,2,2011-01-29,2010-2011,La Liga,Hércules,Away,W,3,0,,
370,69276.0,2,2011-02-05,2010-2011,La Liga,Atlético Madrid,Home,W,3,0,,
371,69248.0,2,2011-02-12,2010-2011,La Liga,Sporting Gijón,Away,D,1,1,,
372,,2,2011-02-16,2010-2011,Champions Lg,Arsenal,Away,L,1,2,,
373,69282.0,2,2011-02-20,2010-2011,La Liga,Athletic Club,Home,W,2,1,,
374,69283.0,2,2011-02-26,2010-2011,La Liga,Mallorca,Away,W,3,0,,
375,69274.0,2,2011-03-02,2010-2011,La Liga,Valencia,Away,W,1,0,,
376,69300.0,2,2011-03-05,2010-2011,La Liga,Zaragoza,Home,W,1,0,,
377,,2,2011-03-08,2010-2011,Champions Lg,Arsenal,Home,W,3,1,,
378,69291.0,2,2011-03-13,2010-2011,La Liga,Sevilla,Away,D,1,1,,
379,69303.0,2,2011-03-19,2010-2011,La Liga,Getafe,Home,W,2,1,,
380,69304.0,2,2011-04-02,2010-2011,La Liga,Villarreal,Away,W,1,0,,
381,,2,2011-04-06,2010-2011,Champions Lg,Shakhtar Donetsk,Home,W,5,1,,
382,69305.0,2,2011-04-09,2010-2011,La Liga,Almería,Home,W,3,1,,
383,,2,2011-04-12,2010-2011,Champions Lg,Shakhtar Donetsk,Away,W,1,0,,
384,69245.0,2,2011-04-16,2010-2011,La Liga,Real Madrid,Away,D,1,1,,
385,69271.0,2,2011-04-23,2010-2011,La Liga,Osasuna,Home,W,2,0,,
386,,2,2011-04-27,2010-2011,Champions Lg,Real Madrid,Away,W,2,0,,
387,69246.0,2,2011-04-30,2010-2011,La Liga,Real Sociedad,Away,L,1,2,,
388,,2,2011-05-03,2010-2011,Champions Lg,Real Madrid,Home,D,1,1,,
389,69234.0,2,2011-05-08,2010-2011,La Liga,Espanyol,Home,W,2,0,,
390,69272.0,2,2011-05-11,2010-2011,La Liga,Levante,Away,D,1,1,,
391,,2,2011-05-15,2010-2011,La Liga,Dep La Coruña,Home,D,0,0,,
392,,2,2011-05-21,2010-2011,La Liga,Málaga,Away,W,3,1,,
393,18236.0,2,2011-05-28,2010-2011,Champions Lg,Manchester Utd,Neutral,W,3,1,,
394,69268.0,2,2011-08-29,2011-2012,La Liga,Villarreal,Home,W,5,0,,
395,69264.0,2,2011-09-10,2011-2012,La Liga,Real Sociedad,Away,D,2,2,,
396,,2,2011-09-13,2011-2012,Champions Lg,Milan,Home,D,2,2,,
397,70220.0,2,2011-09-17,2011-2012,La Liga,Osasuna,Home,W,8,0,,
398,70223.0,2,2011-09-21,2011-2012,La Liga,Valencia,Away,D,2,2,,
399,69297.0,2,2011-09-24,2011-2012,La Liga,Atlético Madrid,Home,W,5,0,,
400,,2,2011-09-28,2011-2012,Champions Lg,BATE Borisov,Away,W,5,0,,
401,69265.0,2,2011-10-02,2011-2012,La Liga,Sporting Gijón,Away,W,1,0,,
402,69293.0,2,2011-10-15,2011-2012,La Liga,Racing Sant,Home,W,3,0,,
403,,2,2011-10-19,2011-2012,Champions Lg,Viktoria Plzeň,Home,W,2,0,,
404,69329.0,2,2011-10-22,2011-2012,La Liga,Sevilla,Home,D,0,0,,
405,69318.0,2,2011-10-25,2011-2012,La Liga,Granada,Away,W,1,0,,
406,69314.0,2,2011-10-29,2011-2012,La Liga,Mallorca,Home,W,5,0,,
407,,2,2011-11-01,2011-2012,Champions Lg,Viktoria Plzeň,Away,W,4,0,,
408,69330.0,2,2011-11-06,2011-2012,La Liga,Athletic Club,Away,D,2,2,,
409,69331.0,2,2011-11-19,2011-2012,La Liga,Zaragoza,Home,W,4,0,,
410,,2,2011-11-23,2011-2012,Champions Lg,Milan,Away,W,3,2,,
411,69315.0,2,2011-11-26,2011-2012,La Liga,Getafe,Away,L,0,1,,
412,69332.0,2,2011-11-29,2011-2012,La Liga,Rayo Vallecano,Home,W,4,0,,
413,69333.0,2,2011-12-03,2011-2012,La Liga,Levante,Home,W,5,0,,
414,,2,2011-12-06,2011-2012,Champions Lg,BATE Borisov,Home,W,4,0,,
415,69334.0,2,2011-12-10,2011-2012,La Liga,Real Madrid,Away,W,3,1,,
416,69312.0,2,2012-01-08,2011-2012,La Liga,Espanyol,Away,D,1,1,,
417,69327.0,2,2012-01-15,2011-2012,La Liga,Real Betis,Home,W,4,2,,
418,69335.0,2,2012-01-22,2011-2012,La Liga,Málaga,Away,W,4,1,,
419,69338.0,2,2012-01-28,2011-2012,La Liga,Villarreal,Away,D,0,0,,
420,69316.0,2,2012-02-04,2011-2012,La Liga,Real Sociedad,Home,W,2,1,,
421,69336.0,2,2012-02-11,2011-2012,La Liga,Osasuna,Away,L,2,3,,
422,,2,2012-02-14,2011-2012,Champions Lg,Leverkusen,Away,W,3,1,,
423,69328.0,2,2012-02-19,2011-2012,La Liga,Valencia,Home,W,5,1,,
424,69337.0,2,2012-02-26,2011-2012,La Liga,Atlético Madrid,Away,W,2,1,,
425,,2,2012-03-03,2011-2012,La Liga,Sporting Gijón,Home,W,3,1,,
426,,2,2012-03-07,2011-2012,Champions Lg,Leverkusen,Home,W,7,1,,
427,69322.0,2,2012-03-11,2011-2012,La Liga,Racing Sant,Away,W,2,0,,
428,69326.0,2,2012-03-17,2011-2012,La Liga,Sevilla,Away,W,2,0,,
429,70225.0,2,2012-03-20,2011-2012,La Liga,Granada,Home,W,5,3,,
430,69325.0,2,2012-03-24,2011-2012,La Liga,Mallorca,Away,W,2,0,,
431,,2,2012-03-28,2011-2012,Champions Lg,Milan,Away,D,0,0,,
432,69323.0,2,2012-03-31,2011-2012,La Liga,Athletic Club,Home,W,2,0,,
433,,2,2012-04-03,2011-2012,Champions Lg,Milan,Home,W,3,1,,
434,70219.0,2,2012-04-07,2011-2012,La Liga,Zaragoza,Away,W,4,1,,
435,69343.0,2,2012-04-10,2011-2012,La Liga,Getafe,Home,W,4,0,,
436,70221.0,2,2012-04-14,2011-2012,La Liga,Levante,Away,W,2,1,,
437,,2,2012-04-18,2011-2012,Champions Lg,Chelsea,Away,L,0,1,,
438,69324.0,2,2012-04-21,2011-2012,La Liga,Real Madrid,Home,L,1,2,,
439,,2,2012-04-24,2011-2012,Champions Lg,Chelsea,Home,D,2,2,,
440,70224.0,2,2012-04-29,2011-2012,La Liga,Rayo Vallecano,Away,W,7,0,,
441,69340.0,2,2012-05-02,2011-2012,La Liga,Málaga,Home,W,4,1,,
442,69320.0,2,2012-05-05,2011-2012,La Liga,Espanyol,Home,W,4,0,,
443,69319.0,2,2012-05-12,2011-2012,La Liga,Real Betis,Away,D,2,2,,
444,70259.0,3,2012-08-19,2012-2013,La Liga,Real Sociedad,Home,W,5,1,,
445,70262.0,3,2012-08-26,2012-2013,La Liga,Osasuna,Away,W,2,1,,
446,70286.0,3,2012-09-02,2012-2013,La Liga,Valencia,Home,W,1,0,,
447,70292.0,3,2012-09-15,2012-2013,La Liga,Getafe,Away,W,4,1,,
448,,3,2012-09-19,2012-2013,Champions Lg,Spartak Moscow,Home,W,3,2,,
449,70270.0,3,2012-09-22,2012-2013,La Liga,Granada,Home,W,2,0,,
450,70275.0,3,2012-09-29,2012-2013,La Liga,Sevilla,Away,W,3,2,,
451,,3,2012-10-02,2012-2013,Champions Lg,Benfica,Away,W,2,0,,
452,70300.0,3,2012-10-07,2012-2013,La Liga,Real Madrid,Home,D,2,2,,
453,70304.0,3,2012-10-20,2012-2013,La Liga,Dep La Coruña,Away,W,5,4,,
454,,3,2012-10-23,2012-2013,Champions Lg,Celtic,Home,W,2,1,,
455,70276.0,3,2012-10-27,2012-2013,La Liga,Rayo Vallecano,Away,W,5,0,,
456,70308.0,3,2012-11-03,2012-2013,La Liga,Celta Vigo,Home,W,3,1,,
457,,3,2012-11-07,2012-2013,Champions Lg,Celtic,Away,L,1,2,,
458,266724.0,3,2012-11-11,2012-2013,La Liga,Mallorca,Away,W,4,2,,
459,70309.0,3,2012-11-17,2012-2013,La Liga,Zaragoza,Home,W,3,1,,
460,,3,2012-11-20,2012-2013,Champions Lg,Spartak Moscow,Away,W,3,0,,
461,70280.0,3,2012-11-25,2012-2013,La Liga,Levante,Away,W,4,0,,
462,70263.0,3,2012-12-01,2012-2013,La Liga,Athletic Club,Home,W,5,1,,
463,,3,2012-12-05,2012-2013,Champions Lg,Benfica,Home,D,0,0,,
464,70295.0,3,2012-12-09,2012-2013,La Liga,Real Betis,Away,W,2,1,,
465,70296.0,3,2012-12-16,2012-2013,La Liga,Atlético Madrid,Home,W,4,1,,
466,266015.0,3,2012-12-22,2012-2013,La Liga,Valladolid,Away,W,3,1,,
467,266433.0,3,2013-01-06,2012-2013,La Liga,Espanyol,Home,W,4,0,,
468,266827.0,3,2013-01-13,2012-2013,La Liga,Málaga,Away,W,3,1,,
469,70287.0,3,2013-01-19,2012-2013,La Liga,Real Sociedad,Away,L,2,3,,
470,70260.0,3,2013-01-27,2012-2013,La Liga,Osasuna,Home,W,5,1,,
471,70282.0,3,2013-02-03,2012-2013,La Liga,Valencia,Away,D,1,1,,
472,70297.0,3,2013-02-10,2012-2013,La Liga,Getafe,Home,W,6,1,,
473,70294.0,3,2013-02-16,2012-2013,La Liga,Granada,Away,W,2,1,,
474,,3,2013-02-20,2012-2013,Champions Lg,Milan,Away,L,0,2,,
475,70271.0,3,2013-02-23,2012-2013,La Liga,Sevilla,Home,W,2,1,,
476,70272.0,3,2013-03-02,2012-2013,La Liga,Real Madrid,Away,L,1,2,,
477,70305.0,3,2013-03-09,2012-2013,La Liga,Dep La Coruña,Home,W,2,0,,
478,,3,2013-03-12,2012-2013,Champions Lg,Milan,Home,W,4,0,,
479,70307.0,3,2013-03-17,2012-2013,La Liga,Rayo Vallecano,Home,W,3,1,,
480,70256.0,3,2013-03-30,2012-2013,La Liga,Celta Vigo,Away,D,2,2,,
481,,3,2013-04-02,2012-2013,Champions Lg,Paris Saint-Germain,Away,D,2,2,,
482,,3,2013-04-06,2012-2013,La Liga,Mallorca,Home,W,5,0,,
483,,3,2013-04-10,2012-2013,Champions Lg,Paris Saint-Germain,Home,D,1,1,,
484,,3,2013-04-14,2012-2013,La Liga,Zaragoza,Away,W,3,0,,
485,,3,2013-04-20,2012-2013,La Liga,Levante,Home,W,1,0,,
486,,3,2013-04-23,2012-2013,Champions Lg,Bayern Munich,Away,L,0,4,,
487,267502.0,3,2013-04-27,2012-2013,La Liga,Athletic Club,Away,D,2,2,,
488,,3,2013-05-01,2012-2013,Champions Lg,Bayern Munich,Home,L,0,3,,
489,70281.0,3,2013-05-05,2012-2013,La Liga,Real Betis,Home,W,4,2,,
490,70284.0,3,2013-05-12,2012-2013,La Liga,Atlético Madrid,Away,W,2,1,,
491,,3,2013-05-19,2012-2013,La Liga,Valladolid,Home,W,2,1,,
492,,3,2013-05-26,2012-2013,La Liga,Espanyol,Away,W,2,0,,
493,,3,2013-06-01,2012-2013,La Liga,Málaga,Home,W,4,1,,
494,70277.0,4,2013-08-18,2013-2014,La Liga,Levante,Home,W,7,0,,
495,,4,2013-08-25,2013-2014,La Liga,Málaga,Away,W,1,0,,
496,70298.0,4,2013-09-01,2013-2014,La Liga,Valencia,Away,W,3,2,,
497,70301.0,4,2013-09-14,2013-2014,La Liga,Sevilla,Home,W,3,2,,
498,,4,2013-09-18,2013-2014,Champions Lg,Ajax,Home,W,4,0,,
499,70302.0,4,2013-09-21,2013-2014,La Liga,Rayo Vallecano,Away,W,4,0,,
500,267520.0,4,2013-09-24,2013-2014,La Liga,Real Sociedad,Home,W,4,1,,
501,266420.0,4,2013-09-28,2013-2014,La Liga,Almería,Away,W,2,0,,
502,,4,2013-10-01,2013-2014,Champions Lg,Celtic,Away,W,1,0,,
503,,4,2013-10-05,2013-2014,La Liga,Valladolid,Home,W,4,1,,
504,266462.0,4,2013-10-19,2013-2014,La Liga,Osasuna,Away,D,0,0,,
505,,4,2013-10-22,2013-2014,Champions Lg,Milan,Away,D,1,1,,
506,70293.0,4,2013-10-26,2013-2014,La Liga,Real Madrid,Home,W,2,1,,
507,267192.0,4,2013-10-29,2013-2014,La Liga,Celta Vigo,Away,W,3,0,,
508,70283.0,4,2013-11-01,2013-2014,La Liga,Espanyol,Home,W,1,0,,
509,,4,2013-11-06,2013-2014,Champions Lg,Milan,Home,W,3,1,,
510,266883.0,4,2013-11-10,2013-2014,La Liga,Real Betis,Away,W,4,1,,
511,,4,2013-11-23,2013-2014,La Liga,Granada,Home,W,4,0,,
512,,4,2013-11-26,2013-2014,Champions Lg,Ajax,Away,L,1,2,,
513,,4,2013-12-01,2013-2014,La Liga,Athletic Club,Away,L,0,1,,
514,,4,2013-12-11,2013-2014,Champions Lg,Celtic,Home,W,6,1,,
515,,4,2013-12-14,2013-2014,La Liga,Villarreal,Home,W,2,1,,
516,,4,2013-12-22,2013-2014,La Liga,Getafe,Away,W,5,2,,
517,,4,2014-01-05,2013-2014,La Liga,Elche,Home,W,4,0,,
518,265830.0,4,2014-01-11,2013-2014,La Liga,Atlético Madrid,Away,D,0,0,,
519,70288.0,4,2014-01-19,2013-2014,La Liga,Levante,Away,D,1,1,,
520,70291.0,4,2014-01-26,2013-2014,La Liga,Málaga,Home,W,3,0,,
521,266613.0,4,2014-02-01,2013-2014,La Liga,Valencia,Home,L,2,3,,
522,267675.0,4,2014-02-09,2013-2014,La Liga,Sevilla,Away,W,4,1,,
523,265918.0,4,2014-02-15,2013-2014,La Liga,Rayo Vallecano,Home,W,6,0,,
524,,4,2014-02-18,2013-2014,Champions Lg,Manchester City,Away,W,2,0,,
525,265837.0,4,2014-02-22,2013-2014,La Liga,Real Sociedad,Away,L,1,3,,
526,266066.0,4,2014-03-02,2013-2014,La Liga,Almería,Home,W,4,1,,
527,266603.0,4,2014-03-08,2013-2014,La Liga,Valladolid,Away,L,0,1,,
528,,4,2014-03-12,2013-2014,Champions Lg,Manchester City,Home,W,2,1,,
529,266074.0,4,2014-03-16,2013-2014,La Liga,Osasuna,Home,W,7,0,,
530,265857.0,4,2014-03-23,2013-2014,La Liga,Real Madrid,Away,W,4,3,,
531,266274.0,4,2014-03-26,2013-2014,La Liga,Celta Vigo,Home,W,3,0,,
532,70306.0,4,2014-03-29,2013-2014,La Liga,Espanyol,Away,W,1,0,,
533,,4,2014-04-01,2013-2014,Champions Lg,Atlético Madrid,Home,D,1,1,,
534,267368.0,4,2014-04-05,2013-2014,La Liga,Real Betis,Home,W,3,1,,
535,,4,2014-04-09,2013-2014,Champions Lg,Atlético Madrid,Away,L,0,1,,
536,267138.0,4,2014-04-12,2013-2014,La Liga,Granada,Away,L,0,1,,
537,267567.0,4,2014-04-20,2013-2014,La Liga,Athletic Club,Home,W,2,1,,
538,70289.0,4,2014-04-27,2013-2014,La Liga,Villarreal,Away,W,3,2,,
539,266491.0,4,2014-05-03,2013-2014,La Liga,Getafe,Home,D,2,2,,
540,266201.0,4,2014-05-11,2013-2014,La Liga,Elche,Away,D,0,0,,
541,266256.0,4,2014-05-17,2013-2014,La Liga,Atlético Madrid,Home,D,1,1,,
542,266921.0,5,2014-08-24,2014-2015,La Liga,Elche,Home,W,3,0,,
543,266406.0,5,2014-08-31,2014-2015,La Liga,Villarreal,Away,W,1,0,,
544,70273.0,5,2014-09-13,2014-2015,La Liga,Athletic Club,Home,W,2,0,,
545,,5,2014-09-17,2014-2015,Champions Lg,APOEL FC,Home,W,1,0,,
546,266770.0,5,2014-09-21,2014-2015,La Liga,Levante,Away,W,5,0,,
547,266838.0,5,2014-09-24,2014-2015,La Liga,Málaga,Away,D,0,0,,
548,266117.0,5,2014-09-27,2014-2015,La Liga,Granada,Home,W,6,0,,
549,,5,2014-09-30,2014-2015,Champions Lg,Paris Saint-Germain,Away,L,2,3,,
550,267561.0,5,2014-10-04,2014-2015,La Liga,Rayo Vallecano,Away,W,2,0,,
551,265896.0,5,2014-10-18,2014-2015,La Liga,Eibar,Home,W,3,0,,
552,,5,2014-10-21,2014-2015,Champions Lg,Ajax,Home,W,3,1,,
553,267085.0,5,2014-10-25,2014-2015,La Liga,Real Madrid,Away,L,1,3,,
554,267301.0,5,2014-11-01,2014-2015,La Liga,Celta Vigo,Home,L,0,1,,
555,,5,2014-11-05,2014-2015,Champions Lg,Ajax,Away,W,2,0,,
556,267499.0,5,2014-11-08,2014-2015,La Liga,Almería,Away,W,2,1,,
557,265835.0,5,2014-11-22,2014-2015,La Liga,Sevilla,Home,W,5,1,,
558,,5,2014-11-25,2014-2015,Champions Lg,APOEL FC,Away,W,4,0,,
559,266560.0,5,2014-11-30,2014-2015,La Liga,Valencia,Away,W,1,0,,
560,,5,2014-12-03,2014-2015,Copa del Rey,Huesca,Away,W,4,0,,
561,266320.0,5,2014-12-07,2014-2015,La Liga,Espanyol,Home,W,5,1,,
562,,5,2014-12-10,2014-2015,Champions Lg,Paris Saint-Germain,Home,W,3,1,,
563,70264.0,5,2014-12-13,2014-2015,La Liga,Getafe,Away,D,0,0,,
564,,5,2014-12-16,2014-2015,Copa del Rey,Huesca,Home,W,8,1,,
565,266846.0,5,2014-12-20,2014-2015,La Liga,Córdoba,Home,W,5,0,,
566,266240.0,5,2015-01-04,2014-2015,La Liga,Real Sociedad,Away,L,0,1,,
567,,5,2015-01-08,2014-2015,Copa del Rey,Elche,Home,W,5,0,,
568,70303.0,5,2015-01-11,2014-2015,La Liga,Atlético Madrid,Home,W,3,1,,
569,,5,2015-01-15,2014-2015,Copa del Rey,Elche,Away,W,4,0,,
570,266230.0,5,2015-01-18,2014-2015,La Liga,Dep La Coruña,Away,W,4,0,,
571,,5,2015-01-21,2014-2015,Copa del Rey,Atlético Madrid,Home,W,1,0,,
572,266794.0,5,2015-01-24,2014-2015,La Liga,Elche,Away,W,6,0,,
573,,5,2015-01-28,2014-2015,Copa del Rey,Atlético Madrid,Away,W,3,2,,
574,267597.0,5,2015-02-01,2014-2015,La Liga,Villarreal,Home,W,3,2,,
575,266871.0,5,2015-02-08,2014-2015,La Liga,Athletic Club,Away,W,5,2,,
576,,5,2015-02-11,2014-2015,Copa del Rey,Villarreal,Home,W,3,1,,
577,266741.0,5,2015-02-15,2014-2015,La Liga,Levante,Home,W,5,0,,
578,266148.0,5,2015-02-21,2014-2015,La Liga,Málaga,Home,L,0,1,,
579,,5,2015-02-24,2014-2015,Champions Lg,Manchester City,Away,W,2,1,,
580,267343.0,5,2015-02-28,2014-2015,La Liga,Granada,Away,W,3,1,,
581,,5,2015-03-04,2014-2015,Copa del Rey,Villarreal,Away,W,3,1,,
582,266916.0,5,2015-03-08,2014-2015,La Liga,Rayo Vallecano,Home,W,6,1,,
583,266967.0,5,2015-03-14,2014-2015,La Liga,Eibar,Away,W,2,0,,
584,,5,2015-03-18,2014-2015,Champions Lg,Manchester City,Home,W,1,0,,
585,267183.0,5,2015-03-22,2014-2015,La Liga,Real Madrid,Home,W,2,1,,
586,266929.0,5,2015-04-05,2014-2015,La Liga,Celta Vigo,Away,W,1,0,,
587,267400.0,5,2015-04-08,2014-2015,La Liga,Almería,Home,W,4,0,,
588,266142.0,5,2015-04-11,2014-2015,La Liga,Sevilla,Away,D,2,2,,
589,,5,2015-04-15,2014-2015,Champions Lg,Paris Saint-Germain,Away,W,3,1,,
590,266525.0,5,2015-04-18,2014-2015,La Liga,Valencia,Home,W,2,0,,
591,,5,2015-04-21,2014-2015,Champions Lg,Paris Saint-Germain,Home,W,2,0,,
592,266531.0,5,2015-04-25,2014-2015,La Liga,Espanyol,Away,W,2,0,,
593,265963.0,5,2015-04-28,2014-2015,La Liga,Getafe,Home,W,6,0,,
594,265866.0,5,2015-05-02,2014-2015,La Liga,Córdoba,Away,W,8,0,,
595,,5,2015-05-06,2014-2015,Champions Lg,Bayern Munich,Home,W,3,0,,
596,266045.0,5,2015-05-09,2014-2015,La Liga,Real Sociedad,Home,W,2,0,,
597,,5,2015-05-12,2014-2015,Champions Lg,Bayern Munich,Away,L,2,3,,
598,266631.0,5,2015-05-17,2014-2015,La Liga,Atlético Madrid,Away,W,1,0,,
599,267197.0,5,2015-05-23,2014-2015,La Liga,Dep La Coruña,Home,D,2,2,,
600,,5,2015-05-30,2014-2015,Copa del Rey,Athletic Club,Away,W,3,1,,
601,18242.0,5,2015-06-06,2014-2015,Champions Lg,Juventus,Neutral,W,3,1,,
602,,5,2015-08-11,2015-2016,Super Cup,Sevilla,Home,W,5,4,,
603,,5,2015-08-14,2015-2016,Supercopa de España,Athletic Club,Away,L,0,4,,
604,,5,2015-08-17,2015-2016,Supercopa de España,Athletic Club,Home,D,1,1,,
605,266236.0,5,2015-08-23,2015-2016,La Liga,Athletic Club,Away,W,1,0,,
606,267422.0,5,2015-08-29,2015-2016,La Liga,Málaga,Home,W,1,0,,
607,266166.0,5,2015-09-12,2015-2016,La Liga,Atlético Madrid,Away,W,2,1,,
608,,5,2015-09-16,2015-2016,Champions Lg,Roma,Away,D,1,1,,
609,266490.0,5,2015-09-20,2015-2016,La Liga,Levante,Home,W,4,1,,
610,266467.0,5,2015-09-23,2015-2016,La Liga,Celta Vigo,Away,L,1,4,,
611,267611.0,5,2015-09-26,2015-2016,La Liga,Las Palmas,Home,W,2,1,,
612,,5,2015-09-29,2015-2016,Champions Lg,Leverkusen,Home,W,2,1,,
613,3825617.0,5,2015-10-03,2015-2016,La Liga,Sevilla,Away,L,1,2,,
614,3825627.0,5,2015-10-17,2015-2016,La Liga,Rayo Vallecano,Home,W,5,2,,
615,,5,2015-10-20,2015-2016,Champions Lg,BATE Borisov,Away,W,2,0,,
616,3825637.0,5,2015-10-25,2015-2016,La Liga,Eibar,Home,W,3,1,,
617,,5,2015-10-28,2015-2016,Copa del Rey,Villanovense,Away,D,0,0,,
618,3825645.0,5,2015-10-31,2015-2016,La Liga,Getafe,Away,W,2,0,,
619,,5,2015-11-04,2015-2016,Champions Lg,BATE Borisov,Home,W,3,0,,
620,3825660.0,5,2015-11-08,2015-2016,La Liga,Villarreal,Home,W,3,0,,
621,266424.0,5,2015-11-21,2015-2016,La Liga,Real Madrid,Away,W,4,0,,
622,,5,2015-11-24,2015-2016,Champions Lg,Roma,Home,W,6,1,,
623,266885.0,5,2015-11-28,2015-2016,La Liga,Real Sociedad,Home,W,4,0,,
624,,5,2015-12-02,2015-2016,Copa del Rey,Villanovense,Home,W,6,1,,
625,267274.0,5,2015-12-05,2015-2016,La Liga,Valencia,Away,D,1,1,,
626,,5,2015-12-09,2015-2016,Champions Lg,Leverkusen,Away,D,1,1,,
627,266961.0,5,2015-12-12,2015-2016,La Liga,Dep La Coruña,Home,D,2,2,,
628,267327.0,5,2015-12-30,2015-2016,La Liga,Real Betis,Home,W,4,0,,
629,266670.0,5,2016-01-02,2015-2016,La Liga,Espanyol,Away,D,0,0,,
630,,5,2016-01-06,2015-2016,Copa del Rey,Espanyol,Home,W,4,1,,
631,266620.0,5,2016-01-09,2015-2016,La Liga,Granada,Home,W,4,0,,
632,,5,2016-01-13,2015-2016,Copa del Rey,Espanyol,Away,W,2,0,,
633,266149.0,5,2016-01-17,2015-2016,La Liga,Athletic Club,Home,W,6,0,,
634,,5,2016-01-20,2015-2016,Copa del Rey,Athletic Club,Away,W,2,1,,
635,265894.0,5,2016-01-23,2015-2016,La Liga,Málaga,Away,W,2,1,,
636,,5,2016-01-27,2015-2016,Copa del Rey,Athletic Club,Home,W,3,1,,
637,267576.0,5,2016-01-30,2015-2016,La Liga,Atlético Madrid,Home,W,2,1,,
