ID_Rival,Nombre_Rival
2116,Sergi Samper Montaña
2117,Sergio Aragoneses Almeida
2118,Sergio Asenjo Andrés
2119,Sergio Canales Madrazo
2120,Sergio Enrich Ametller
2121,Sergio Escudero Palomo
2122,Sergio Ezequiel Araújo
2123,Sergio Fernández González
2124,Sergio García De La Fuente
2125,Sergio Gontán Gallardo
2126,Sergio González Soriano
2127,Sergio Guardiola Navarro
2128,Sergio Gómez Martín
2129,Sergio Herrera Pirón
2130,Sergio Leonel Agüero del Castillo
2131,Sergio León Limones
2132,Sergio Martínez Ballesteros
2133,Sergio Matabuena Delgado
2134,Sergio Mora Sánchez
2135,Sergio Ortega González
2136,Sergio Pelegrín López
2137,Sergio Postigo Redondo
2138,Sergio Ramos
2139,Sergio Ramos García
2140,Sergio Reguilón Rodríguez
2141,Sergio Rodríguez García
2142,Sergio Sánchez Ortega
2143,Sergio Tejera Rodríguez
2144,Sergio Álvarez Díaz
2145,Serhou Guirassy
2146,Seung-Ho Paik
2147,Seydou Doumbia
2148,Seydou Kéita
2149,Shaun Wright-Phillips
2150,Shinji Okazaki
2151,Shkodran Mustafi
2152,Sidi Yaya Keita
2153,Sidnei Rechel da Silva Júnior
2154,Sidney Govou
2155,Silas Katompa
2156,Silvestre Manuel Gonçalves Varela
2157,Silvio Meißner
2158,Silvère Ganvoula M'Boussy
2159,Simon Rolfes
2160,Simon Thorup Kjær
2161,Simone Verdi
2162,Simone Zaza
2163,Simão Mate
2164,Simão Pedro Fonseca Sabrosa
2165,Sisinio González Martínez
2166,Sofiane Boufal
2167,Sofiane Feghouli
2168,Sol Campbell
2169,Sotiris Leontiou
2170,Sotiris Ninis
2171,Stanislav Lobotka
2172,Stefan Babović
2173,Stefan Kießling
2174,Stefan Savić
2175,Stefan de Vrij
2176,Stefan Šćepović
2177,Stefano Denswil
2178,Stefano Mauri
2179,Stephan El Shaarawy
2180,Stephane Dalmat
2181,Stevan Jovetić
2182,"Steve Franck Songo""o"
2183,Steven N''Kemboanza Mike Christopher Nzonzi
2184,Steven Naismith
2185,Stiven Ricardo Plaza Castillo
2186,Stole Dimitrievski
2187,Stéphane M''Bia Etoundi
2188,Sulley Ali Muntari
2189,Sulley Muntari
2190,Sylvain N''Diayé
2191,Sándor Torghelle
2192,Sávio Bortolini Pimentel
2193,Sébastien Squillaci
2194,Sérgio Paulo Barbosa Valente
2195,Sérgio da Silva Pinto
2196,Sílvio Manuel Azevedo Ferreira Sá Pereira
2197,Sölvi Ottesen
2198,Søren Larsen
2199,Takashi Inui
2200,Takefusa Kubo
2201,Taras Mykhalyk
2202,Telmário de Araújo Sacramento
2203,Theo Bernard François Hernández
2204,Theo Walcott
2205,Thiago Silva
2206,Thibaut Courtois
2207,Thievy Guivane Bifouma Koulossa
2208,Thomas Delaney
2209,Thomas Lemar
2210,Thomas Müller
2211,Thomas Teye Partey
2212,Théo Bongonda Mbul''Ofeko Batombo
2213,Tiago Cardoso Mendes
2214,Tiago Ferreira
2215,Tiago Filipe Figueiras Gomes
2216,Tiago Manuel Dias Correia
2217,Tiberiu Ghioane
2218,Tim Borowski
2219,Timo Gebhart
2220,Timothée Kolodziejczak
2221,Tobias Grahn
2222,Toby Alderweireld
2223,Tom De Mul
2224,Tomas De Vincenti
2225,Tomas Franco Tavares
2226,Tomasz Dawidowski
2227,Tomer Hemed
2228,Tomás Pina Isla
2229,Tomáš Hübschman
2230,Tomáš Rosický
2231,Tomáš Ujfaluši
2232,Tomáš Vaclík
2233,Tonel
2234,Toni Kroos
2235,Tony Watt
2236,Unai Bustinza Martínez
2237,Unai Expósito Medina
2238,Unai García Lugea
2239,Unai López Cabrera
2240,Unai Núñez Gestoso
2241,Unai Vencedor Paris
2242,Urby Emanuelson
2243,Uroš Račić
2244,Uroš Spajić
2245,Ustaritz Aldekoaotalora Astarloa
2246,Vadim Kurlovich
2247,Valdet Skënder Rama
2248,Valentin Stocker
2249,Valentín Sergio Pachón Mosquero
2250,Valmiro Lópes Rocha
2251,Vangelis Pavlidis
2252,Vedran Ćorluka
2253,Vicente Guaita Panadero
2254,Vicente Iborra De La Fuente
2255,Vicente Moreno Peris
2256,Vicente Rodríguez Guillén
2257,Vicente Sánchez
2258,Vicente Valcarce Cano
2259,Victor Wanyama
2260,Vinicius
2261,Vinícius José Paixão de Oliveira Júnior
2262,Vladimir Manchev
2263,Vladimír Darida
2264,Vladimír Weiss
2265,Václav Pilař
2266,Víctor Camarasa Ferrando
2267,Víctor Campuzano Bonilla
2268,Víctor Casadesús Castaño
2269,Víctor David Díaz Miguel
2270,Víctor Guillermo Álvarez Delgado
2271,Víctor Gómez Perea
2272,Víctor Javier Añino Bermúdez
2273,Víctor Laguardia Cisneros
2274,Víctor Machín Pérez
2275,Víctor Manuel Fernández Gutiérrez
2276,Víctor Mollejo Carpintero
2277,Víctor Rodríguez Romero
2278,Víctor Rubén López
2279,Víctor Ruíz Torre
2280,Víctor Sánchez Mata
2281,Vítor Hugo Gomes Passos
2282,Waldo Rubio Martín
2283,Walter Gerardo Pandiani Urquiza
2284,Walter Horacio Peralta Saracho
2285,Wanderson Maciel Sousa Campos
2286,Wayne Rooney
2287,Weligton Róbson Pena de Oliveira
2288,Wellington Alves da Silva
2289,Welliton
2290,Wesley Sneijder
2291,Wilfried Bony
2292,William Silva de Carvalho
2293,Willian
2294,Willian José da Silva
2295,Willian Lanes Lanes de Lima
2296,Wissam Ben Yedder
2297,Xabi Alonso
2298,Xabier Alonso Olano
2299,Xabier Etxeita Gorritxategi
2300,Xabier Prieto Argarate
2301,Xavier Torres Buigues
2302,Xherdan Shaqiri
2303,Yacine Brahimi
2304,Yan Brice Eteki
2305,Yan Couto
2306,Yangel Clemente Herrera Ravelo
2307,Yann Sommer
2308,Yannick Ferreira Carrasco
2309,Yannis Salibur
2310,Yaroslav Rakitskiy
2311,Yassine Bounou
2312,Yeray Álvarez López
2313,Yeremi Jesús Pino Santos
2314,Yevgeni Makeyev
2315,Yevhen Konoplyanka
2316,Yevhen Seleznyov
2317,Yoel Rodríguez Oterino
2318,Yohan Cabaye
2319,Yohan Mollo
2320,Youssef El-Arabi
2321,Youssef En-Nesyri
2322,Yunus Dimoara Musah
2323,Yuri Berchiche Izeta
2324,Yves Hadley Desmarets
2325,Zachary Athekame
2326,Zakaria Bakkali
2327,Zakarya Bergdich
2328,Zdeněk Pospěch
2329,Zdravko Kuzmanović
2330,Zeki Amdouni
2331,Zouhair Feddal
2332,Ádám Pintér
2333,Álvaro Antón Camarero
2334,Álvaro Arbeloa
2335,Álvaro Arbeloa Coca
2336,Álvaro Arroyo Martínez
2337,Álvaro Borja Morata Martín
2338,Álvaro Carreras
2339,Álvaro Cejudo Carmona
2340,Álvaro Domínguez Soto
2341,Álvaro García Rivera
2342,Álvaro Giménez Candela
2343,Álvaro González Soberón
2344,Álvaro José Jiménez Guerrero
2345,Álvaro Juan Cruz Armada
2346,Álvaro Luiz Maior de Aquino
2347,Álvaro Medrán Just
2348,Álvaro Morata
2349,Álvaro Negredo Sánchez
2350,Álvaro Odriozola Arzallus
2351,Álvaro Rubio Robles
2352,Álvaro Vadillo Cifuentes
2353,Álvaro Vázquez García
2354,Ángel Dealbert Ibáñez
2355,Ángel Di María
2356,Ángel Domingo López Ruano
2357,Ángel Fabián Di María Hernández
2358,Ángel Javier Arizmendi de Lucas
2359,Ángel Lafita Castillo
2360,Ángel Luis Rodríguez Díaz
2361,Ángel Manuel Vivar Dorado
2362,Ángel Martín Correa
2363,Ángel Martínez Cervera
2364,Ángel Montoro Sánchez
2365,Ángel Morales Cuerva
2366,Ángel Trujillo Canorea
2367,Éderson
2368,Émerson Ferreira da Rosa
2369,Érik Lamela
2370,Éver Maximiliano David Banega
2371,Íñigo Díaz de Cerio Conejero
2372,Íñigo Lekue Martínez
2373,Íñigo López Montaña
2374,Íñigo Martínez Berridi
2375,Íñigo Vélez De Mendizábal Fernández De García
2376,Óliver Torres Muñoz
2377,Óscar Cardozo
2378,Óscar David Romero Villamayor
2379,Óscar Esau Duarte Gaitán
2380,Óscar Guido Trejo
2381,Óscar Javier González Marcos
2382,Óscar Melendo Jiménez
2383,Óscar Plano Pedreño
2384,Óscar Rodríguez Arnaiz
2385,Óscar Serrano Rodriguez
2386,Óscar Sielva Moreno
2387,Óscar Sánchez Fuentes
2388,Óscar de Marcos Arana
2389,Łukasz Łakomy
2390,Šime Vrsaljko
