id_partido_sb,fecha,rival,competicion,formacion_oficial
69159,2007-04-15,Mallorca,La Liga,4-3-3
69175,2007-03-31,RC Deportivo La Coruña,La Liga,4-3-3
69160,2007-05-05,Real Sociedad,La Liga,4-3-3
68331,2006-11-12,Real Zaragoza,La Liga,4-3-3
68328,2006-09-24,Valencia,La Liga,4-3-3
68340,2006-09-17,Racing Santander,La Liga,4-3-3
69174,2006-11-04,RC Deportivo La Coruña,La Liga,4-3-3
68347,2006-09-30,Athletic Club,La Liga,4-3-3
68327,2006-09-09,Osasuna,La Liga,4-3-3
69157,2007-05-26,Getafe,La Liga,4-3-3
69164,2005-10-26,Málaga,La Liga,4-3-3
68324,2006-01-22,Deportivo Alavés,La Liga,4-3-3
68320,2005-12-04,Villarreal,La Liga,4-3-3
68323,2005-12-20,Celta Vigo,La Liga,4-3-3
69172,2006-02-18,Real Betis,La Liga,4-3-3
68339,2005-11-06,Getafe,La Liga,4-3-3
68348,2006-01-07,Espanyol,La Liga,4-3-3
68354,2005-11-27,Racing Santander,La Liga,4-3-3
68351,2006-02-25,Real Zaragoza,La Liga,4-3-3
68317,2005-10-01,Real Zaragoza,La Liga,4-3-3
68350,2006-02-05,Atlético Madrid,La Liga,4-3-3
68325,2006-01-29,Mallorca,La Liga,4-3-3
68321,2005-12-11,Sevilla,La Liga,4-3-3
68319,2005-11-19,Real Madrid,La Liga,4-3-3
68342,2006-01-15,Athletic Club,La Liga,4-3-3
68322,2005-12-17,Cádiz,La Liga,4-3-3
68318,2005-10-22,Osasuna,La Liga,4-3-3
68314,2004-12-04,Málaga,La Liga,4-3-3
68313,2004-10-24,Osasuna,La Liga,4-3-3
68316,2005-05-01,Albacete,La Liga,4-3-3
68315,2004-12-21,Levante UD,La Liga,4-3-3
69153,2004-12-11,Albacete,La Liga,4-3-3
68352,2005-04-17,Getafe,La Liga,4-3-3
68353,2004-10-16,Espanyol,La Liga,4-3-3
3888713,1974-02-17,Real Madrid,La Liga,4-3-3
