id_partido,fecha,equipo_rival,resultado,fase,minuto,jugador_implicado,tipo_evento,detalle_accion,etiqueta_partido
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,9,Michael Essien,Gol,Goal,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,30,Dani Alves,Tarjeta Amarilla,1:0  — Yellow Card,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,66,Éric Abidal,Tarjeta Roja,1:0  — Red Card,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,72,Juliano Belletti,Sustitución,Entra al campo (Sale Didier Drogba),"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,74,Michael Essien,Tarjeta Amarilla,1:0  — Yellow Card,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,77,Alex,Tarjeta Amarilla,1:0  — Yellow Card,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,85,Bojan Krkić,Sustitución,Entra al campo (Sale Sergio Busquets),"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,90+1,Samuel Eto'o,Tarjeta Amarilla,1:0  — Yellow Card,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,90+3,Andrés Iniesta,Gol,Goal,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,90+4,Andrés Iniesta,Tarjeta Amarilla,1:1  — Yellow Card,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,90+6,Eiður Guðjohnsen,Sustitución,Entra al campo (Sale Andrés Iniesta),"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,90+6,Michael Ballack,Tarjeta Amarilla,1:1  — Yellow Card,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,90+7,Sylvinho,Sustitución,Entra al campo (Sale Samuel Eto'o),"Semifinales vs Chelsea (Wednesday May 6, 2009)"
3523700492,"Wednesday May 6, 2009",Chelsea,1-1,Semifinales,90+9,Didier Drogba,Tarjeta Amarilla,1:1  — Yellow Card,"Semifinales vs Chelsea (Wednesday May 6, 2009)"
2978057826,"Tuesday November 2, 2010",FC Copenhagen,1-1,Fase de Grupos,12,Víctor Valdés,Tarjeta Amarilla,0:0  — Yellow Card,"Fase de Grupos vs FC Copenhagen (Tuesday November 2, 2010)"
2978057826,"Tuesday November 2, 2010",FC Copenhagen,1-1,Fase de Grupos,31,Lionel Messi,Gol,Goal,"Fase de Grupos vs FC Copenhagen (Tuesday November 2, 2010)"
2978057826,"Tuesday November 2, 2010",FC Copenhagen,1-1,Fase de Grupos,32,Claudemir de Souza,Gol,Goal,"Fase de Grupos vs FC Copenhagen (Tuesday November 2, 2010)"
2978057826,"Tuesday November 2, 2010",FC Copenhagen,1-1,Fase de Grupos,50,Sergio Busquets,Tarjeta Amarilla,1:1  — Yellow Card,"Fase de Grupos vs FC Copenhagen (Tuesday November 2, 2010)"
2978057826,"Tuesday November 2, 2010",FC Copenhagen,1-1,Fase de Grupos,80,Pedro,Sustitución,Entra al campo (Sale David Villa),"Fase de Grupos vs FC Copenhagen (Tuesday November 2, 2010)"
2978057826,"Tuesday November 2, 2010",FC Copenhagen,1-1,Fase de Grupos,89,Zdeněk Pospěch,Tarjeta Amarilla,1:1  — Yellow Card,"Fase de Grupos vs FC Copenhagen (Tuesday November 2, 2010)"
2978057826,"Tuesday November 2, 2010",FC Copenhagen,1-1,Fase de Grupos,90,Sölvi Ottesen,Sustitución,Entra al campo (Sale Martin Vingaard),"Fase de Grupos vs FC Copenhagen (Tuesday November 2, 2010)"
2978057826,"Tuesday November 2, 2010",FC Copenhagen,1-1,Fase de Grupos,90+1,Thomas Delaney,Sustitución,Entra al campo (Sale Christian Bolaños),"Fase de Grupos vs FC Copenhagen (Tuesday November 2, 2010)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,4,Ivan Rakitić,Gol,Asistencia de Andrés Iniesta,"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,11,Arturo Vidal,Tarjeta Amarilla,0:1  — Yellow Card,"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,41,Paul Pogba,Tarjeta Amarilla,0:1  — Yellow Card,"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,55,Álvaro Morata,Gol,Asistencia de Carlos Tevez,"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,69,Luis Suárez,Gol,Asistencia de Lionel Messi,"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,70,Luis Suárez,Tarjeta Amarilla,1:2  — Yellow Card,"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,78,Xavi,Sustitución,Entra al campo (Sale Andrés Iniesta),"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,79,Roberto Pereyra,Sustitución,Entra al campo (Sale Arturo Vidal),"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,85,Fernando Llorente,Sustitución,Entra al campo (Sale Álvaro Morata),"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,89,Kingsley Coman,Sustitución,Entra al campo (Sale Patrice Evra),"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,90+1,Jérémy Mathieu,Sustitución,Entra al campo (Sale Ivan Rakitić),"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,90+5,Pedro,Sustitución,Entra al campo (Sale Luis Suárez),"Final vs Juventus (Saturday June 6, 2015)"
804430251,"Saturday June 6, 2015",Juventus,1-3,Final,90+7,Neymar,Gol,Asistencia de Pedro,"Final vs Juventus (Saturday June 6, 2015)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,7,Juninho Pernambucano,Gol,Goal,"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,24,Jérémy Toulalan,Tarjeta Amarilla,1:0  — Yellow Card,"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,32,Fabio Grosso,Tarjeta Amarilla,1:0  — Yellow Card,"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,34,Dani Alves,Tarjeta Amarilla,1:0  — Yellow Card,"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,61,Carles Puyol,Tarjeta Amarilla,1:0  — Yellow Card,"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,63,Sergio Busquets,Tarjeta Amarilla,1:0  — Yellow Card,"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,65,César Delgado,Sustitución,Entra al campo (Sale Ederson),"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,67,Thierry Henry,Gol,Goal,"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,77,Seydou Keita,Sustitución,Entra al campo (Sale Sergio Busquets),"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,79,Kim Källström,Sustitución,Entra al campo (Sale Juninho Pernambucano),"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,87,Cris,Tarjeta Amarilla,1:1  — Yellow Card,"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
1538718126,"Tuesday February 24, 2009",Lyon,1-1,Octavos de Final,88,Miralem Pjanić,Sustitución,Entra al campo (Sale Abdul Kader Keïta),"Octavos de Final vs Lyon (Tuesday February 24, 2009)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,16,Luis Suárez,Gol,Goal,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,30,Luis Suárez,Gol,Asistencia de Jordi Alba,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,41,Ivan Rakitić,Tarjeta Amarilla,0:2  — Yellow Card,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,45,Dani Alves,Tarjeta Amarilla,0:2  — Yellow Card,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,59,Gaël Clichy,Tarjeta Amarilla,0:2  — Yellow Card,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,62,Fernandinho,Sustitución,Entra al campo (Sale Samir Nasri),"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,68,Wilfried Bony,Sustitución,Entra al campo (Sale Edin Džeko),"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,69,Sergio Agüero,Gol,Asistencia de David Silva,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,71,Jérémy Mathieu,Sustitución,Entra al campo (Sale Ivan Rakitić),"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,74,Gaël Clichy,Tarjeta Roja,1:2  — Second Yellow Card,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,75,Adriano,Sustitución,Entra al campo (Sale Dani Alves),"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,78,Bacary Sagna,Sustitución,Entra al campo (Sale David Silva),"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,80,Pedro,Sustitución,Entra al campo (Sale Neymar),"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,88,Adriano,Tarjeta Amarilla,1:2  — Yellow Card,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,90,Fernando,Tarjeta Amarilla,1:2  — Yellow Card,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
216097974,"Tuesday February 24, 2015",Manchester City,1-2,Octavos de Final,90+4,Lionel Messi,Tarjeta Amarilla,1:2  Penalty Miss — Yellow Card,"Octavos de Final vs Manchester City (Tuesday February 24, 2015)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,27,Pedro,Gol,Goal,"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,31,Gerard Piqué,Tarjeta Amarilla,0:1  — Yellow Card,"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,46,Elini Dimoutsos,Sustitución,Entra al campo (Sale Stergos Marinos),"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,62,Lionel Messi,Gol,Goal,"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,63,Antonis Petropoulos,Sustitución,Entra al campo (Sale Luis García),"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,66,Elini Dimoutsos,Tarjeta Amarilla,0:2  — Yellow Card,"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,67,Damien Plessis,Sustitución,Entra al campo (Sale Kostas Katsouranis),"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,69,Pedro,Gol,Goal,"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,71,Seydou Keita,Sustitución,Entra al campo (Sale Xavi),"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,72,Éric Abidal,Sustitución,Entra al campo (Sale Gerard Piqué),"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2234542152,"Wednesday November 24, 2010",Panathinaikos,0-3,Fase de Grupos,76,Maxwell,Sustitución,Entra al campo (Sale Adriano),"Fase de Grupos vs Panathinaikos (Wednesday November 24, 2010)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,9,Dani Alves,Tarjeta Amarilla,0:0  — Yellow Card,"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,10,David Luiz,Gol,Asistencia de Lucas Moura,"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,11,Lionel Messi,Gol,Asistencia de Andrés Iniesta,"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,26,Marco Verratti,Gol,Asistencia de Thiago Motta,"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,28,Marco Verratti,Tarjeta Amarilla,2:1  — Yellow Card,"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,44,Blaise Matuidi,Tarjeta Amarilla,2:1  — Yellow Card,"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,54,Blaise Matuidi,Gol,Asistencia de Gregory van der Wiel,"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,56,Neymar,Gol,Asistencia de Dani Alves,"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,62,Munir El Haddadi,Sustitución,Entra al campo (Sale Pedro),"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,66,Gregory van der Wiel,Tarjeta Amarilla,3:2  — Yellow Card,"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,69,Xavi,Sustitución,Entra al campo (Sale Ivan Rakitić),"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,71,Yohan Cabaye,Sustitución,Entra al campo (Sale Marco Verratti),"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,83,Sandro Ramírez,Sustitución,Entra al campo (Sale Dani Alves),"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,86,Clément Chantôme,Sustitución,Entra al campo (Sale Javier Pastore),"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
2892255717,"Tuesday September 30, 2014",Paris Saint-Germain,3-2,Fase de Grupos,90+1,Jean-Christophe Bahebeck,Sustitución,Entra al campo (Sale Lucas Moura),"Fase de Grupos vs Paris Saint-Germain (Tuesday September 30, 2014)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,18,Neymar,Gol,Asistencia de Lionel Messi,"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,21,David Luiz,Sustitución,Entra al campo (Sale Thiago Silva),"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,32,Gerard Piqué,Tarjeta Amarilla,0:1  — Yellow Card,"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,37,Yohan Cabaye,Tarjeta Amarilla,0:1  — Yellow Card,"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,54,Lionel Messi,Tarjeta Amarilla,0:1  — Yellow Card,"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,54,Xavi,Sustitución,Entra al campo (Sale Andrés Iniesta),"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,65,Lucas Moura,Sustitución,Entra al campo (Sale Adrien Rabiot),"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,67,Luis Suárez,Gol,Goal,"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,74,Jérémy Mathieu,Sustitución,Entra al campo (Sale Ivan Rakitić),"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,79,Luis Suárez,Gol,Asistencia de Javier Mascherano,"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,80,Adriano,Sustitución,Entra al campo (Sale Martín Montoya),"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
4030629189,"Wednesday April 15, 2015",Paris Saint-Germain,1-3,Cuartos de Final,82,Gregory van der Wiel,Gol,Goal,"Cuartos de Final vs Paris Saint-Germain (Wednesday April 15, 2015)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,40,Álvaro Arbeloa,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,44,Dani Alves,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,46,Emmanuel Adebayor,Sustitución,Entra al campo (Sale Mesut Özil),"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,47,José Manuel Pinto,Tarjeta Roja,0:0  — Red Card,"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,53,Sergio Ramos,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,57,Javier Mascherano,Tarjeta Amarilla,0:0  — Yellow Card,"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,61,Pepe,Tarjeta Roja,0:0  — Red Card,"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,71,Ibrahim Afellay,Sustitución,Entra al campo (Sale Pedro),"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,76,Lionel Messi,Gol,Goal,"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,83,Emmanuel Adebayor,Tarjeta Amarilla,0:1  — Yellow Card,"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,87,Lionel Messi,Gol,Goal,"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
1904890530,"Wednesday April 27, 2011",Real Madrid,0-2,Semifinales,90+1,Sergi Roberto,Sustitución,Entra al campo (Sale David Villa),"Semifinales vs Real Madrid (Wednesday April 27, 2011)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,30,Christian Noboa,Gol,De Penalti,"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,40,Lasha Salukvadze,Tarjeta Amarilla,1:0  — Yellow Card,"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,52,Carles Puyol,Tarjeta Amarilla,1:0  — Yellow Card,"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,60,David Villa,Gol,De Penalti,"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,60,Lionel Messi,Sustitución,Entra al campo (Sale Javier Mascherano),"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,62,MacBeth Sibaya,Sustitución,Entra al campo (Sale Sergei Kornilenko),"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,64,Obafemi Martins,Sustitución,Entra al campo (Sale Gökdeniz Karadeniz),"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,74,Cristian Ansaldi,Tarjeta Amarilla,1:1  — Yellow Card,"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,80,MacBeth Sibaya,Tarjeta Amarilla,1:1  — Yellow Card,"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,86,Bojan Krkić,Sustitución,Entra al campo (Sale David Villa),"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,88,Bibras Natkho,Sustitución,Entra al campo (Sale Christian Noboa),"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2119380205,"Wednesday September 29, 2010",Rubin Kazan,1-1,Fase de Grupos,90+1,Gerard Piqué,Tarjeta Amarilla,1:1  — Yellow Card,"Fase de Grupos vs Rubin Kazan (Wednesday September 29, 2010)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,43,Lionel Messi,Gol,Goal,"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,56,Henrikh Mkhitaryan,Tarjeta Amarilla,0:1  — Yellow Card,"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,58,Douglas Costa,Sustitución,Entra desde el banquillo,"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,60,Mykola Ischenko,Tarjeta Amarilla,0:1  — Yellow Card,"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,66,Pedro,Sustitución,Entra al campo (Sale Xavi),"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,66,Marcelo Martins Moreno,Sustitución,Entra al campo (Sale Luiz Adriano),"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,70,Gabriel Milito,Sustitución,Entra al campo (Sale Gerard Piqué),"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,71,Gabriel Milito,Tarjeta Amarilla,0:1  — Yellow Card,"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,75,Jeffrén Suárez,Sustitución,Entra al campo (Sale David Villa),"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
2314908959,"Tuesday April 12, 2011",Shakhtar Donetsk,0-1,Cuartos de Final,75,Fernandinho,Sustitución,Entra al campo (Sale Tomáš Hübschman),"Cuartos de Final vs Shakhtar Donetsk (Tuesday April 12, 2011)"
